query,query_type,vanilla,agentic,agentic-graph,graphrag,oracle_pipeline,oracle_f1
"During standby-to-coarse-align motion rejection, what operator alignment-status indication is required on the HMI?",1-hop,1.0,1.0,1.0,1.0,vanilla,1.0
"During takeoff-to-climb transition, when may the FCC enable the inner-loop climb schedule given sustained climb rate, both main-gear WoW indications, sensor voting, and input debounce?",2-hop,0.6667,0.6667,0.6111333333333333,0.6667,vanilla,0.6667
"During the 60-minute HIL verification, how should you confirm the flight recorder captures the emergency management system status information at the required cadence with valid timestamps?",2-hop,0.5460333333333334,0.7555666666666667,0.7111333333333333,0.5142666666666668,agentic,0.7555666666666667
"During the fault-injection mode-transition test, when battery-only operation is entered after generator and APU failures, which loads must remain powered and which bus ties must change state?",2-hop,0.6349333333333332,0.6031666666666666,0.6031666666666666,0.7857,graphrag,0.7857
"For AeroLynx-X2, how is single-engine-out detection and asymmetric-thrust compensation validated from injected N1 loss through FCC response and operator notification timing?",2-hop,0.8571,0.3555333333333333,0.3277666666666667,0.7857,vanilla,0.8571
"For Stratos-7 max-brake-energy landings, how must brake cooling and software assurance align with the landing gear and braking specification?",2-hop,1.0,0.6190333333333333,0.0,0.8571,vanilla,1.0
"For an uplinked flight-plan modification, what operator-logged evidence is required before activation, and how does the referenced data-link verification demonstrate secure command handling?",2-hop,0.3386,0.2896666666666667,0.2896666666666667,0.4545333333333333,graphrag,0.4545333333333333
"For authenticated in-flight mode changes, how do the message authentication methods and key-rotation policy align with the Link 16 terminal’s approved crypto module and 30-day key storage?",2-hop,0.5,0.7222333333333334,0.3611,0.3535,agentic,0.7222333333333334
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",1-hop,0.8000000000000002,0.8889,1.0,0.8000000000000002,agentic-graph,1.0
"For civil Nimbus-C3 operations, what SBAS processing capability is required for the INS to achieve the SORA OC-3 containment volume navigation performance?",2-hop,0.6667,0.0,0.0,0.6667,vanilla,0.6667
"For ground maintenance fault injection through the power subsystem via the built-in test interface, what operator authentication is required and where must it be enforced?",2-hop,0.8571,0.0,0.0,0.9523666666666667,graphrag,0.9523666666666667
"For ground-maintenance fault-injection commands sent from BIT to the power subsystem, what operator authentication must be completed first, and by what login method?",2-hop,0.8571,0.20633333333333334,0.38093333333333335,0.8571,vanilla,0.8571
"For ground-maintenance fault-injection on the power subsystem via the BIT maintenance interface, what operator authentication is required before BPCU commands are accepted?",2-hop,0.8214,0.0,0.0,0.8571,graphrag,0.8571
"For high-altitude operation to 44,000 ft, what GPS-aided NAV position accuracy limit must the INS still meet?",1-hop,0.9333333333333332,0.0,0.0,0.9333333333333332,vanilla,0.9333333333333332
"For loss of INS with no valid GPS/barometric fallback, what autonomous emergency transition and priority-tagged GCS mode-change notification are required?",2-hop,0.8000000000000002,0.8000000000000002,0.5682333333333334,0.7857,vanilla,0.8000000000000002
"For maintenance-only external GNSS aiding used to reduce TTFF after storage, what operator authentication must be completed first, and where is it enforced?",2-hop,1.0,0.8000000000000002,1.0,0.5455,vanilla,1.0
"For operator fuel commands sent over the data link, what encryption/authentication scheme and key-rotation rule must the interface comply with?",2-hop,0.9047333333333333,0.9047333333333333,0.9047333333333333,0.7579333333333333,vanilla,0.9047333333333333
"For payload telemetry forwarded for downlink, which fuel-control operator command path must the return-link interface also support, and under what authentication requirement?",2-hop,0.5714,0.3386,0.0,0.5714,vanilla,0.5714
"For secure UHF voice operation, what encryption/authentication scheme and key-rotation policy apply, and what happens if no valid key is loaded?",2-hop,0.8571,0.8571,0.8571,0.8571,vanilla,0.8571
"For the Nimbus-C3 external cargo pod interface, what FCC lane architecture is the PMC’s MIL-STD-1760 umbilical implementation referencing?",1-hop,0.4000000000000001,0.0,0.0,0.7238000000000001,graphrag,0.7238000000000001
"For the Skyrunner-T1 test configuration, how is the FCC’s duplex single-LRU architecture derived from the platform-dependent independent-lane requirement?",1-hop,0.5682333333333334,0.5926,0.7238000000000001,0.6052666666666667,agentic-graph,0.7238000000000001
"For the battery maintenance interface, what authentication must be enforced before any diagnostics, firmware updates, or calibration actions are permitted?",2-hop,1.0,0.0,0.0,1.0,vanilla,1.0
"For the flight data recorder’s mandatory engine-parameter logging, which engine status message fields must be captured, and at what recorder rate versus publication rate?",2-hop,1.0,0.0,0.3333333333333333,0.7738,vanilla,1.0
"For the live multi-aircraft separation test, which platform relies on navigation integration instead of an FMS, and what DAL applies to its navigation software?",2-hop,0.8000000000000002,0.8190333333333334,0.7523666666666666,0.8571,graphrag,0.8571
"Given the SAR’s EMC coexistence with the CDL, which GNSS bands and constellations must remain trackable on Stratos-7, AeroLynx-X2, and Nimbus-C3?",2-hop,0.3333,0.27776666666666666,0.3952333333333333,0.6667,graphrag,0.6667
How are authenticated operator mode-change commands from the ground station routed through the data link to engage autopilot modes requiring explicit operator authorization?,2-hop,0.6904666666666667,0.38786666666666664,0.21009999999999998,0.4000000000000001,vanilla,0.6904666666666667
How are the inertial-measurement structural-notch filters validated using ground-vibration data and in-flight flutter testing to show adequate damping through the required flutter-clearance margin?,2-hop,0.75,0.7380666666666666,0.5555666666666667,0.6667,vanilla,0.75
How are the notch filters on inertial measurements derived from validated ground-vibration modal data and then verified before flutter-clearance flight testing?,2-hop,0.6667,0.6031666666666666,0.6031666666666666,0.6667,vanilla,0.6667
"How do lateral-guidance accuracy requirements constrain autopilot roll and throttle targets through the FCC flight-control command limits across enroute, terminal, and approach phases?",2-hop,0.5,0.2896666666666667,0.2857,0.5666666666666667,graphrag,0.5666666666666667
How do the GPS-derived power constraints propagate through command/data handling and back into power requirements to shape the inertial subsystem’s implementation?,3+-hop,0.0,0.22376666666666667,0.21009999999999998,0.37556666666666666,graphrag,0.37556666666666666
"How do the automated control functions trace through security and emergency management constraints to the cockpit display behavior, and what end-to-end dependency does that imply?",3+-hop,0.0,0.0,0.0,0.21830000000000002,graphrag,0.21830000000000002
How do the automated control requirements trace through the radar subsystem dependencies to justify the final referenced automation constraint across the full chain?,3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
"How do the autonomous control requirements trace through security constraints into emergency management behavior, and which security requirement closes the loop back into the autonomy design?",3+-hop,0.0,0.0,0.09523333333333334,0.0,agentic-graph,0.09523333333333334
"How do the data link crypto module and key-retention requirements support authenticated autonomous autopilot mode engagements, particularly for exceptions like DAA Resolution and RTB?",2-hop,0.48146666666666665,0.1574,0.07406666666666667,0.48146666666666665,vanilla,0.48146666666666665
How do the emergency management constraints propagate through power allocation and navigation dependencies to determine the final command/data link behavior?,3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
How do the navigation power allocation constraints propagate through the command/data link back into power management and ultimately affect the flight control computer interface requirements?,3+-hop,0.0,0.05126666666666666,0.0,0.0,agentic,0.05126666666666666
"How does in-field LRU firmware updating ensure only signed loads are accepted, and during INIT how is an expired navigation database revision rejected?",2-hop,1.0,0.4761666666666667,0.16666666666666666,0.8571,vanilla,1.0
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",1-hop,0.6031666666666666,0.7111333333333333,0.7778,0.6031666666666666,agentic-graph,0.7778
How does payload-bay thermal management need to accommodate the SAR’s platform-specific steady-state and transmit-pulse power loads while keeping sensor electronics within operating range?,2-hop,0.8214,0.0,0.0,0.8571,graphrag,0.8571
How does the APM guidance requirement trace through security and built-in test constraints into flight-control behavior and ultimately the landing subsystem requirement?,3+-hop,0.0,0.0,0.20633333333333334,0.0,agentic-graph,0.20633333333333334
How does the FCC’s 1 Hz BIT status reporting drive both FDR health-record storage and the BIT subsystem’s consolidated health-status publication?,2-hop,0.8214,0.8214,0.6722333333333333,0.5636666666666666,vanilla,0.8214
"How does the GPS requirement trace through inertial navigation to the downstream GPS dependency and back into INS, and what end-to-end dependency does that establish?",3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
How does the HIL GPS-outage test verify the fusion function meets the >60 s reversion and annunciation behavior required by the underlying inertial degraded mode requirement?,2-hop,0.7857,0.5222333333333333,0.7857,0.7857,vanilla,0.7857
How does the Skyrunner-T1 hybrid-mode test requirement refine the higher-level navigation-mode accuracy and output requirement?,1-hop,0.8666666666666667,0.7111333333333333,0.7111333333333333,0.48146666666666665,vanilla,0.8666666666666667
How does the application process requirement trace through security and built-in test constraints to the ground control station capability it ultimately depends on?,3+-hop,0.20740000000000003,0.27676666666666666,0.42250000000000004,0.4444000000000001,graphrag,0.4444000000000001
"How does the autonomous function’s top-level requirement trace through radar interface constraints and back to its originating autonomy requirement, and what end-to-end obligation does that imply?",3+-hop,0.0,0.5714,0.2857,0.41736666666666666,agentic,0.5714
How does the command path from the ground station to the flight control computer ensure invalid commands are rejected before reaching the control laws?,2-hop,0.5,0.19046666666666667,0.26453333333333334,0.5333333333333333,graphrag,0.5333333333333333
"How does the command-validation discipline ensure unauthenticated, replayed, stale, or out-of-sequence ground commands are rejected before reaching the flight control laws?",2-hop,0.5476,0.3881666666666666,0.3174333333333333,0.5356666666666666,vanilla,0.5476
"How does the control data link requirement propagate through flight control and flight management into the pilot interface, and what end-to-end behavior must the cockpit display present?",3+-hop,0.0,0.05556666666666666,0.0,0.05556666666666666,agentic,0.05556666666666666
"How does the engine management requirement trace through fuel system behavior to the cockpit indication requirement, and what fuel-related dependency is fed back into that control path?",3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
"How does the flight control computer’s referenced requirement propagate through flight data recording and navigation logic to the underlying GPS requirement, and what end-to-end behavior is mandated?",3+-hop,0.0,0.0,0.22626666666666664,0.0,agentic-graph,0.22626666666666664
"How does the flight control function depend on power support through navigation and ultimately inertial sensing, and what end-to-end behavior is required across those subsystems?",3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
"How does the flight control requirement trace through the data link and flight management functions to the crew interface, and what flight management behavior closes the loop?",3+-hop,0.0,0.0,0.25833333333333336,0.12119999999999999,agentic-graph,0.25833333333333336
"How does the fuel-system requirement trace through data loading and flight-control software to the final data-loader constraint, and what end-to-end dependency does that establish?",3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
"How does the ground control requirement ultimately propagate through autonomy and energy management to the flight data recorder, and what recorder behavior is required as a result?",3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
How does the ground-vibration test’s identified modal model determine the notch-filter frequencies and widths applied to inertial measurements before inner-loop control?,2-hop,0.75,0.75,0.7857,0.75,agentic-graph,0.7857
"How does the payload’s structural interface flow down through the data link and command/telemetry link into the communications subsystem, and what end-to-end constraints must remain consistent?",3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
"How does the power management requirement ultimately trace through autonomy and emergency management to the flight data recording obligation, and what end-to-end behavior must be captured?",3+-hop,0.0,0.0635,0.0,0.0,agentic,0.0635
"How does the power requirement for the GPS path flow through the intermediate power and inertial references back to the originating power constraint, and what end-to-end obligation results?",3+-hop,0.0,0.0,0.0,0.5333333333333333,graphrag,0.5333333333333333
How does the secure data-link implementation satisfy the automation-level requirement while propagating referenced constraints through automation behavior to the radar subsystem?,3+-hop,0.0,0.2359,0.22376666666666667,0.2867,graphrag,0.2867
"How does the security requirement propagate through built-in test and power into the instrumentation requirement, and what referenced security dependency must also be considered?",3+-hop,0.0,0.0,0.2222333333333333,0.46900000000000003,graphrag,0.46900000000000003
How does the thermal control architecture referenced by the initial avionics power requirement ultimately constrain the downstream avionics power requirement reached at the end of the trace chain?,3+-hop,0.0,0.0,0.12119999999999999,0.0,agentic-graph,0.12119999999999999
"How does the two-aircraft live-network separation test demonstrate the coordinated-flight function is supported by guidance accuracy sufficient to meet enroute, terminal, and approach TSE limits?",2-hop,0.6667,0.6238,0.4127,0.5818333333333333,vanilla,0.6667
"How is a malformed GCS command screened against table-defined limits, sequence, and authentication before rejection and prevention of propagation into the control laws?",2-hop,0.46293333333333336,0.6984,0.6667,0.5818333333333333,agentic,0.6984
"How is a suspected GPS spoofing event detected in the inertial filter, handled in navigation fusion, and propagated to security monitoring and logging?",2-hop,0.7857,0.4026666666666667,0.48889999999999995,0.6944666666666667,vanilla,0.7857
"How is an EKF divergence detected, reset, and cross-referenced to flight data recording of the divergence snapshot and reset state?",1-hop,0.9333333333333332,0.7555666666666667,0.7555666666666667,0.7238000000000001,vanilla,0.9333333333333332
"How is an uplinked flight plan modification protected if cryptographic keys are zeroised, and what verification demonstrates the data link goes safely OFF afterward?",2-hop,0.5476,0.0,0.5079333333333333,0.5666666666666667,graphrag,0.5666666666666667
"How is autonomous or operator-requested autopilot mode engagement authenticated over the data link, and what terminal cryptographic capability must support that protection?",2-hop,0.5714,0.6031666666666666,0.6793666666666667,0.4000000000000001,agentic-graph,0.6793666666666667
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",1-hop,0.0,0.0,0.0,0.5476,graphrag,0.5476
How is compliance shown that 10 Hz health-monitoring tasks do not cause the 50 Hz outer-loop guidance law to exceed its 95%-of-cycles 2 ms jitter limit?,2-hop,0.6031666666666666,0.6667,0.6746,0.7857,graphrag,0.7857
How is end-to-end DAA resolution coupling verified from intruder-profile injection through RA arming to autopilot engagement and correct rate-limited manoeuvre execution timing?,2-hop,0.8571,0.0,0.0,0.6944666666666667,vanilla,0.8571
"How is operator-triggered MBIT maintenance on the FCC’s ground Ethernet port authenticated, and under what ground-only conditions is that port enabled?",2-hop,0.7857,0.48146666666666665,0.5185,0.7579333333333333,vanilla,0.7857
How is radar-altimeter EMC coexistence verification performed while the onboard GNSS receiver tracks its required frequencies with CDL transmissions active?,2-hop,0.7238000000000001,0.0,0.25,0.8571,graphrag,0.8571
How is the 10 Hz FCC background health monitoring constrained to avoid violating the outer-loop 50 Hz guidance jitter requirement?,1-hop,0.7111333333333333,0.8666666666666667,0.8666666666666667,0.6111333333333333,agentic,0.8666666666666667
How is the 30-minute battery discharge endurance test tied to the lost-link return-to-base mission profile and associated essential/emergency bus loads?,2-hop,0.5481333333333334,0.0,0.0,0.4913666666666667,vanilla,0.5481333333333334
How is the EOIR geolocation accuracy flight test tied to the navigation solution’s WGS-84 position output and synchronized MGRS display representation?,2-hop,0.9523666666666667,0.0,0.0,1.0,graphrag,1.0
How is the FCC’s 100 ms debounced weight-on-wheels input behavior verified on DAL-A platforms under a single landing-gear sensor fault?,2-hop,0.8000000000000002,0.3555333333333333,0.6222333333333333,0.8000000000000002,vanilla,0.8000000000000002
How is the SAR status telemetry publication to the mission computer aligned with the payload telemetry aggregation and downlink path?,1-hop,0.3333,0.0,0.35713333333333336,0.2619,agentic-graph,0.35713333333333336
How is the flight control computer’s 50 ms power-interruption continuity requirement shown compliant through the power hold-up provision and its Category Z verification testing?,2-hop,0.7714,0.6667,0.6667,0.8571,graphrag,0.8571
How is the flight data recorder’s operator-action logging requirement satisfied by the ground control station’s audit trail and retention provisions?,1-hop,0.8000000000000002,0.0,0.16666666666666666,0.9333333333333332,graphrag,0.9333333333333332
How is the landing weight-on-wheels dual-sensor/voting architecture verified to ensure correct discrete output under a single-sensor fault?,1-hop,0.9333333333333332,0.8000000000000002,0.8000000000000002,0.8000000000000002,vanilla,0.9333333333333332
"How is the power subsystem’s APU load-transfer command sequence validated across sea-level and 44,000‑ft conditions to ensure timely ready acknowledgement before transfer?",2-hop,1.0,0.0,0.25,1.0,vanilla,1.0
How must the FCC’s 10 Hz background BIT scheduling preserve compliance with the inner-loop 200 Hz jitter requirement?,1-hop,0.8000000000000002,0.8000000000000002,0.8666666666666667,0.7111333333333333,agentic-graph,0.8666666666666667
"How would the 60-minute HIL data review confirm the recorder captures BIT fault information from the mandatory parameter set, given the subsystem’s published health-status message details?",2-hop,0.4666666666666666,0.4656,0.4841333333333333,0.5982999999999999,graphrag,0.5982999999999999
"If a condition escalates to WARNING, how quickly must the ground station annunciate it, and what audio cue and repeat behavior are required?",2-hop,1.0,1.0,1.0,1.0,vanilla,1.0
"If an operator commands an emergency return or diversion, what encryption, authentication, and key-validity conditions must the communications link and secure UHF voice satisfy before execution?",2-hop,0.75,0.5357,0.7857,0.6722333333333333,agentic-graph,0.7857
"If external GNSS aiding is invoked through maintenance, what authentication and which maintenance interface requirements govern using the APM ground-maintenance port?",2-hop,0.8571,0.8000000000000002,0.8000000000000002,0.8571,vanilla,0.8571
"If navigation flags spoofed GPS or INS inputs and deweights them, how is the resulting cyber incident prioritized by emergency management and what operator action follows?",2-hop,0.2619,0.37776666666666664,0.37033333333333335,0.6897666666666668,graphrag,0.6897666666666668
"If primary aircraft power drops out for 50 ms, how do the FCC hold-up requirement, essential-bus energy provision, and GNSS ride-through capability align?",2-hop,0.6904666666666667,0.6944666666666667,0.6111333333333333,0.43579999999999997,agentic,0.6944666666666667
"If spoofing is suspected, how are GPS updates and aircraft control affected, and which monitoring and incident-response actions must follow?",2-hop,0.75,0.06666666666666667,0.08333333333333333,0.5636666666666666,vanilla,0.75
"If the GCS sends a COMM tuning/PTT command over the datalink, what command range, bus, and maximum dispatch rate govern its routing through the CDL?",2-hop,0.6349333333333332,0.6555666666666666,0.7111333333333333,0.9333333333333332,graphrag,0.9333333333333332
"If the GNSS receiver suspects jamming but can still track some satellites, how should NAV fusion treat GPS measurements and what security-monitor coordination is required?",2-hop,0.9047333333333333,0.6349333333333332,0.6309333333333333,0.6222333333333333,vanilla,0.9047333333333333
"If the command link is lost long enough to trigger return-to-base, can the aircraft autonomously use the current operator-updated rally point without prior operator engagement?",2-hop,0.6031666666666666,0.0,0.19046666666666667,0.7579333333333333,graphrag,0.7579333333333333
"If the ground station sends FCC-directed commands at 20 Hz, how are invalid ranges, rates, sequence numbers, and unknown targets handled before reaching control laws?",2-hop,0.5714,0.5778,0.6667,0.6667,agentic-graph,0.6667
"If the operator commands autonomous-flight mode engagement from the ground station, how must the command be routed, and which modes still require explicit authenticated engagement?",2-hop,0.22220000000000004,0.2896666666666667,0.17856666666666668,0.1818,agentic,0.2896666666666667
"If the primary INS attitude stream degrades below required rate or validity, how quickly must the FCC switch to the backup GPS-aided AHRS to maintain flight-control attitude input?",2-hop,0.8222333333333335,0.6667,0.6349333333333332,0.8222333333333333,vanilla,0.8222333333333335
"In INIT mode, what signed-manifest and signature-validation checks must the FMS apply before accepting a navigation database revision?",1-hop,0.5460333333333334,0.0,0.0,0.8222333333333335,graphrag,0.8222333333333335
"In NAV mode, does the inertial unit’s 200 Hz output to the flight control computer satisfy the computer’s inertial data input rate and latency requirement?",1-hop,0.8222333333333333,0.0,0.26666666666666666,0.6793666666666667,vanilla,0.8222333333333333
"In approach mode, if a pilot override disconnects the autopilot, what guidance-source context and mode-transition details must the flight data recorder capture?",2-hop,1.0,0.4349,0.4841333333333333,0.8571,vanilla,1.0
"In approach mode, what guidance source must the flight control computer accept, and what deviation data must the FMS provide to support it?",1-hop,0.3174333333333333,0.5,0.4444333333333333,0.3015666666666667,agentic,0.5
"In battery-only flight, what SoC data path and update rate support critical-battery RTB, and how does the power subsystem’s SoC monitoring relate to mode-entry constraints?",2-hop,0.3055333333333333,0.0,0.0,0.65,graphrag,0.65
"In ground mode, what requirement defines the authorized control-surface command path, and which ground system requirement implements that interface?",1-hop,1.0,0.9333333333333332,1.0,1.0,vanilla,1.0
"In linked mode, what ground-station command latency supports the command-data link’s 20 Hz command reception and downstream routing?",1-hop,0.8000000000000002,0.43333333333333335,0.26666666666666666,0.6111333333333333,vanilla,0.8000000000000002
"In the 60-minute HIL recorder coverage check, how is compliance shown for the autopilot mode parameter sourced from the autopilot annunciation output at 2 Hz?",2-hop,0.4000000000000001,0.5778,0.48889999999999995,0.6667,graphrag,0.6667
"On Stratos-7, how does the thrust-to-surface coordination logic at high N1 support compliance with the N1 reserve limit during takeoff and emergency power?",2-hop,0.8000000000000002,0.0,0.0,0.8000000000000002,vanilla,0.8000000000000002
"Through the flight control and command/data link chain into autonomy, what security requirement ultimately constrains the referenced function, and how is that trace propagated end-to-end?",3+-hop,0.0,0.11109999999999999,0.2740666666666667,0.0,agentic-graph,0.2740666666666667
"Under what aircraft conditions may the FCC maintenance Ethernet port be used, and what multifactor operator authentication must be completed before any maintenance commands are accepted?",2-hop,0.9047333333333333,0.6667,0.6667,0.9523666666666667,graphrag,0.9523666666666667
Under what fine-align and GPS-fix conditions will the INS enter NAV so GNSS velocity can support the autopilot’s ±0.5° track-hold requirement?,2-hop,0.6667,0.2333333333333333,0.24523333333333333,0.8214,graphrag,0.8214
Under what on-ground conditions is the recorder’s post-flight Ethernet retrieval interface available to maintenance personnel?,2-hop,1.0,0.8571,0.9047333333333333,0.8571,vanilla,1.0
"What APU health and battery data must the recorder capture, and at what rates during normal operation versus around an APM fault transition?",2-hop,0.9523666666666667,0.8571,0.9047333333333333,0.8214,vanilla,0.9523666666666667
"What EPS status publication rate is required for the flight data recorder, and which endpoint requirement defines that interface?",1-hop,0.8000000000000002,0.8000000000000002,0.8222333333333335,0.8000000000000002,agentic-graph,0.8222333333333335
What GNSS timing output and validity conditions support the data link terminal’s 1 µs network time alignment requirement?,1-hop,0.4761666666666667,0.4349,0.39680000000000004,0.4444000000000001,vanilla,0.4761666666666667
What HMI controls and indications must support authorising entry into EOIR designate mode for laser operation?,1-hop,0.7111333333333333,0.8000000000000002,0.7555666666666667,0.6031666666666666,agentic,0.8000000000000002
What INS 1-sigma attitude accuracy values define the navigation fusion residual threshold for dual-INS arbitration in GPS-aided cruise and turning?,1-hop,1.0,0.8666666666666667,0.9333333333333332,1.0,vanilla,1.0
What authentication and access conditions must be met to use the INS maintenance port for firmware updates during ground fault-injection testing commanded by BIT?,2-hop,0.7857,0.3703666666666667,0.19046666666666667,0.7222333333333334,vanilla,0.7857
What autopilot DAA advisory behavior must be available for presentation as traffic on the navigation display?,1-hop,0.6031666666666666,0.7555666666666667,0.2222333333333333,0.5714,agentic,0.7555666666666667
"What cryptographic authentication must the APM use when accepting autopilot mode engagement requests, and which autonomous modes are exempt from explicit operator engagement?",2-hop,0.6349333333333332,0.4761666666666667,0.45236666666666664,0.5859,vanilla,0.6349333333333332
"What end-to-end requirement flow links the security constraint to the final auto-function behavior, and how do the flight-control and data-link provisions propagate that constraint across subsystems?",3+-hop,0.0,0.10256666666666665,0.10256666666666665,0.0,agentic,0.10256666666666665
"What flight control computer behavior, as referenced by cockpit display logic and lighting requirements, ultimately satisfies the applicable security requirement?",3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
"What flight data recorder requirement ultimately depends on inertial sensor provisions through navigation and GPS traceability, and how does that dependency chain affect recorded positioning data?",3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
What flight-test evidence demonstrates that hybrid-navigation accuracy supports the FMS’s enroute RNP lateral-guidance containment target when GPS/SBAS is available?,2-hop,0.5714,1.0,0.9333333333333332,0.6944666666666667,agentic,1.0
What hardware-protected mechanism and software-extraction constraint apply to the AES-256 key-wrapping storage method specified in the crypto selection table?,1-hop,1.0,0.0,0.0,1.0,vanilla,1.0
What higher-level SAR mode requirement traces to the platform mandate for operator authorisation before leaving STANDBY for a transmitting state?,1-hop,0.8889,1.0,0.8222333333333333,0.7111333333333333,agentic,1.0
What landing-gear weight-on-wheels discretes support the taxi-light ground-only inhibit and maintenance override behavior?,1-hop,0.6667,0.6793666666666667,0.6667,0.6667,agentic,0.6793666666666667
What maintenance Ethernet port constraints and authentication conditions govern the FMS flight-plan upload/download interface?,1-hop,0.5,0.5926,0.5926,0.4444000000000001,agentic,0.5926
"What message definition table governs the 1 Hz primary-bus APM status broadcast, and what fields must that status message contain?",1-hop,1.0,0.9333333333333332,0.6666666666666666,1.0,vanilla,1.0
What navigation time-synchronization service must the flight data recorder use to timestamp mandatory parameters in UTC at native sampling rates?,1-hop,0.9333333333333332,0.5,0.5,0.7555666666666667,vanilla,0.9333333333333332
What published payload status data must the flight data recorder timestamp and log for sensor and external-store events?,1-hop,1.0,0.8000000000000002,0.8666666666666667,0.7778,vanilla,1.0
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,1-hop,0.8000000000000002,0.8666666666666667,0.8000000000000002,0.6349333333333332,agentic,0.8666666666666667
