query_id,query,hop_stratum,predicted_hop,p_1_hop,p_2_hop,p_3plus_hop,recommended_pipeline
36,Which published fuel-status data does the flight control computer rely on to constrain commanded thrust to available fuel?,1-hop,1-hop,0.7102502195264405,0.02035025026764795,0.2693995302059114,vanilla
37,What GNSS timing output and validity conditions support the data link terminal’s 1 µs network time alignment requirement?,1-hop,1-hop,0.6047829938525369,0.3898439300563445,0.005373076091118746,vanilla
38,"Which INS-published state elements support the flight data recorder’s mandatory attitude, position, and velocity parameter capture?",1-hop,1-hop,0.9026191873547305,0.01796281726829837,0.0794179953769712,vanilla
39,Which load-shed table entry defines the priority-2 load failure condition that forces the EMS into CAUTION within 500 ms?,1-hop,1-hop,0.8660426504503169,0.05866722080264356,0.07529012874703947,vanilla
40,"Which radar altimeter mode requirement supports terrain-avoidance advisory coupling, and which autopilot requirement governs autonomous DAA resolution engagement?",1-hop,1-hop,0.7130405819220549,0.02322366986435288,0.2637357482135923,vanilla
41,Which ADS test requirement verifies support for the flight management system’s ±10 s RTA accuracy requirement under higher cruise wind profiles?,1-hop,1-hop,0.6715734316988669,0.025700115743225966,0.30272645255790714,vanilla
42,"What EPS status publication rate is required for the flight data recorder, and which endpoint requirement defines that interface?",1-hop,1-hop,0.6414105624754552,0.01980763322591695,0.33878180429862775,vanilla
43,What navigation time-synchronization service must the flight data recorder use to timestamp mandatory parameters in UTC at native sampling rates?,1-hop,1-hop,0.49556089563578504,0.49017639508298555,0.014262709281229495,vanilla
44,Which flight control computer BIT status interface requirement satisfies the BIT aggregation requirement for 1 Hz health reporting to the GCS and FDR?,1-hop,3+-hop,0.234013553000357,0.028692520431952567,0.7372939265676903,agentic-graph
45,Which flight management 4D trajectory and RTA capability underpins the flight control computer’s continuous conformance monitoring and deviation alerting for civil operations?,1-hop,3+-hop,0.3857120905736952,0.03579494542820894,0.5784929639980958,agentic-graph
46,Which command-authentication fault-injection verification demonstrates compliance with the cited security assurance activities reference set?,1-hop,1-hop,0.9293163692950431,0.013876740234009734,0.05680689047094722,vanilla
47,"Which transceiver fault condition forces EMS into CAUTION, and what communication subsystem response and operator notification are required?",1-hop,1-hop,0.8918421690200771,0.048082459807192814,0.060075371172730097,vanilla
48,"When emergency inner-loop conditions assert, how must the autopilot mode logic support the EMS emergency transition and FCC coordination?",1-hop,2-hop,0.4182638181243676,0.5697531398704395,0.011983042005192837,graphrag
49,"How is an EKF divergence detected, reset, and cross-referenced to flight data recording of the divergence snapshot and reset state?",1-hop,2-hop,0.3795365412569042,0.604708619716066,0.015754839027029777,graphrag
50,Which HIL lost-link test demonstrates verification that the autopilot enters RTB within one second and tracks to the rally point?,1-hop,1-hop,0.7326081234219705,0.06044687293637252,0.206945003641657,vanilla
51,Which INS state publication requirement satisfies the FCC need for 200 Hz inertial data delivery with no more than 5 ms end-to-end latency?,1-hop,3+-hop,0.19650816817289207,0.03780229496368309,0.7656895368634248,agentic-graph
52,"Which HMI requirement implements the FMS uplinked flight-plan change confirmation, including full-diff display before activation?",1-hop,1-hop,0.9387426500822428,0.017433490554417817,0.043823859363339344,vanilla
53,What verification demonstrates authenticated-command or tamper-triggered cryptographic zeroise completes within 200 ms on all key-bearing LRUs?,1-hop,1-hop,0.6789869064006804,0.3195134362203114,0.0014996573790081577,vanilla
54,What HMI controls and indications must support authorising entry into EOIR designate mode for laser operation?,1-hop,1-hop,0.7287572446861129,0.27005069915426944,0.0011920561596177116,vanilla
55,Which HMI requirement defines the suspend/resume controls and state indication needed to support the FMS suspended-mode resume behavior?,1-hop,1-hop,0.8043107216447565,0.03417835778997987,0.16151092056526364,vanilla
56,Which power hold-up requirement ensures the EMS maintains state through a 50 ms essential-bus interruption?,1-hop,1-hop,0.9458842975977517,0.022110490792104837,0.03200521161014346,vanilla
57,Which power requirement provides the continuously available hold-up energy the CDL relies on to ride through a 50 ms Category Z interruption?,1-hop,1-hop,0.6719747559544551,0.09778994108767707,0.23023530295786795,vanilla
58,"In approach mode, what guidance source must the flight control computer accept, and what deviation data must the FMS provide to support it?",1-hop,2-hop,0.10923557079683381,0.8031294874069328,0.08763494179623338,graphrag
59,"During standby-to-coarse-align motion rejection, what operator alignment-status indication is required on the HMI?",1-hop,1-hop,0.8329026470686814,0.16646753456506033,0.0006298183662583127,vanilla
60,Which asymmetric signature algorithms in the crypto selection table are mandated for verifying loadable software and data signatures?,1-hop,1-hop,0.8158984413648396,0.03979727005709928,0.144304288578061,vanilla
61,What upstream navigation timing service requirement justifies the payload computer’s UTC sensor timestamping accuracy and source-selection behavior?,1-hop,1-hop,0.7286378425082347,0.2677018263737176,0.003660331118047741,vanilla
62,Which airframe general requirement references the FCC cross-channel data link timing and integrity requirement to justify dissimilar-redundant routing separation?,1-hop,3+-hop,0.28406614484355047,0.015236200658288826,0.7006976544981608,agentic-graph
63,Which flight data recorder requirement is verified by the flight control computer’s obligation to log every mode transition for the last 50 flight hours?,1-hop,3+-hop,0.2717592227429466,0.06278624693953566,0.6654545303175178,agentic-graph
64,Which structural requirement defines the dedicated payload-bus routing and shielding needed to support the payload controller’s single-LRU installation near the bay rack?,1-hop,3+-hop,0.30687767312658726,0.05781657902427406,0.6353057478491387,agentic-graph
65,"In NAV mode, does the inertial unit’s 200 Hz output to the flight control computer satisfy the computer’s inertial data input rate and latency requirement?",1-hop,2-hop,0.03675294205670191,0.8531784593957169,0.11006859854758107,graphrag
66,Which communications links must demonstrate DO-160G Category Y EMC coexistence without mutual interference with the radar altimeter and GPS?,1-hop,1-hop,0.7671672790152703,0.05785453568524094,0.17497818529948872,vanilla
67,What higher-level SAR mode requirement traces to the platform mandate for operator authorisation before leaving STANDBY for a transmitting state?,1-hop,2-hop,0.3698880275775547,0.6235639303875437,0.0065480420349016575,graphrag
68,Does the ice-protection power budget and 0.5 Hz zone reporting comply with the electrical subsystem’s continuous essential-bus generator load limit?,1-hop,2-hop,0.33182394997479286,0.6599943330692478,0.008181716955959347,graphrag
69,What test demonstrates the receiver meets integrity alert timing for unresolved protection-level exceedances under simulated satellite-fault conditions?,1-hop,1-hop,0.6488322412772902,0.34994005174520226,0.0012277069775075977,vanilla
70,Which flight-control requirement provides the engine-out detection and automatic rudder-trim behavior referenced by the autopilot single-engine-out altitude-hold test?,1-hop,1-hop,0.7020773118965966,0.01732384677135192,0.2805988413320513,vanilla
71,Which landing-gear weight-on-wheels discretes must the inertial system rely on to enable ZUPT while stationary on the ground?,1-hop,1-hop,0.8518603578859544,0.03831672463925295,0.10982291747479271,vanilla
72,"Which flight-test verification demonstrates that EO/IR geolocation from line-of-sight, navigation, and ranging meets 10 m CEP out to 15 km?",1-hop,1-hop,0.7312515673506206,0.04957505737819978,0.21917337527117967,vanilla
73,"Which communications capability document is explicitly excluded from the tactical Link‑16 terminal scope, and what assurance levels govern it?",1-hop,1-hop,0.801945536326422,0.05081167994963398,0.1472427837239441,vanilla
74,Which application module requirement provides the 1 Hz battery state-of-charge data that the power subsystem uses to inhibit NORMAL mode entry below 85%?,1-hop,3+-hop,0.39493889861505904,0.09699572107838916,0.5080653803065518,agentic-graph
75,Which GNSS dilution-of-precision outputs feed the navigation fusion QoS score computation for operator display?,1-hop,1-hop,0.9638662755823898,0.022871178018884417,0.013262546398725804,vanilla
76,"In ground mode, what requirement defines the authorized control-surface command path, and which ground system requirement implements that interface?",1-hop,1-hop,0.6225179782505924,0.030061239351180696,0.3474207823982269,vanilla
77,What INS 1-sigma attitude accuracy values define the navigation fusion residual threshold for dual-INS arbitration in GPS-aided cruise and turning?,1-hop,2-hop,0.4518629931653501,0.5363573919701764,0.011779614864473506,graphrag
78,What upstream GNSS timing output and interfaces justify the navigation fusion function’s 1 Hz bus time-synchronisation service and GPS-derived accuracy source?,1-hop,2-hop,0.27830551485443417,0.7157162400328493,0.005978245112716517,graphrag
79,Does the equipment management system ingest power-subsystem mode/status over the primary avionics bus at a minimum 5 Hz update rate?,1-hop,2-hop,0.33980852140066414,0.6550998348529762,0.005091643746359587,graphrag
80,Which power requirement provides the FCC’s hold-up energy basis for maintaining uninterrupted inner-loop operation through a 50 ms primary power interruption?,1-hop,1-hop,0.6849291996406368,0.09550621183534154,0.21956458852402153,vanilla
81,Which tactical datalink verification requirement demonstrates coordinated flight-plan separation compliance for coalition multi-aircraft FMS operation?,1-hop,1-hop,0.8946203971263835,0.015683382228313707,0.08969622064530279,vanilla
82,"What message definition table governs the 1 Hz primary-bus APM status broadcast, and what fields must that status message contain?",1-hop,2-hop,0.4041398721852613,0.5911332886788445,0.004726839135894146,graphrag
83,What verification evidence demonstrates the navigation solution’s 5 ms end-to-end publish-latency requirement at 200 Hz is met?,1-hop,1-hop,0.695926303201215,0.2981948746658961,0.005878822132888752,vanilla
84,"For high-altitude operation to 44,000 ft, what GPS-aided NAV position accuracy limit must the INS still meet?",1-hop,1-hop,0.6656504822702809,0.33175666044251156,0.002592857287207501,vanilla
85,Which flight data recorder requirement traces to the power subsystem’s 10 Hz real-time power-status telemetry publication to the recorder?,1-hop,1-hop,0.7755603290051644,0.031843577607209246,0.19259609338762637,vanilla
86,What autopilot DAA advisory behavior must be available for presentation as traffic on the navigation display?,1-hop,1-hop,0.7769973764892967,0.21589837334599102,0.007104250164712397,vanilla
87,How must the FCC’s 10 Hz background BIT scheduling preserve compliance with the inner-loop 200 Hz jitter requirement?,1-hop,1-hop,0.5683117012832406,0.4261912357415987,0.005497062975160572,vanilla
88,What published payload status data must the flight data recorder timestamp and log for sensor and external-store events?,1-hop,1-hop,0.7003662841017411,0.2929412176872981,0.0066924982109609205,vanilla
89,Which flight data recorder requirement captures APM battery/APU data around fault transitions to support the APU health exceedance shutdown logging requirement?,1-hop,1-hop,0.620680335110445,0.042970802227325335,0.3363488626622295,vanilla
90,How is the 10 Hz FCC background health monitoring constrained to avoid violating the outer-loop 50 Hz guidance jitter requirement?,1-hop,2-hop,0.3597535523739858,0.6275091188981006,0.012737328727913735,graphrag
91,Does the primary essential bus power specification satisfy the flight control computer’s 28 VDC interface and undervoltage requirements?,1-hop,1-hop,0.6275881112134302,0.35350577479898715,0.018906113987582754,vanilla
92,What verification demonstrates the autoland centreline touchdown accuracy required for AUTOLAND-certified Stratos-7 operations?,1-hop,1-hop,0.8347281659623649,0.16497472815707726,0.00029710588055777745,vanilla
93,Which INIT-mode navigation database loading requirement fulfills the security requirement for signed load authentication and rejection of invalid or expired data?,1-hop,1-hop,0.48415479051667437,0.06270624730973096,0.4531389621735946,vanilla
94,What landing-gear weight-on-wheels discretes support the taxi-light ground-only inhibit and maintenance override behavior?,1-hop,1-hop,0.8450866387498651,0.1544340117064888,0.00047934954364619507,vanilla
95,Which inertial-system QoS input does navigation fusion reference when deriving the operator-displayed 2 Hz 0–100 quality score?,1-hop,1-hop,0.9035507091506861,0.03145381107051292,0.06499547977880109,vanilla
96,How does the Skyrunner-T1 hybrid-mode test requirement refine the higher-level navigation-mode accuracy and output requirement?,1-hop,1-hop,0.8076633453319007,0.18788455206206103,0.004452102606038439,vanilla
97,"Which verification requirement demonstrates, by negative UHF secure-mode testing, compliance with the no-valid-key transmit-inhibit voice-encryption requirement?",1-hop,1-hop,0.8854191361575557,0.023849859149795292,0.09073100469264904,vanilla
98,Which test evidence verifies the flight control computer’s 200 Hz inner-loop timing and jitter compliance under nominal and full-payload conditions?,1-hop,1-hop,0.8629270235525514,0.023156809907607167,0.1139161665398416,vanilla
99,Which flight-control test requirement verifies the payload-jettison general requirement’s preconfigured transient attitude compensation and its 100 ms execution timing?,1-hop,1-hop,0.8973920335827746,0.020257686401588523,0.08235028001563681,vanilla
100,"Under what aircraft conditions may the FCC maintenance Ethernet port be used, and what multifactor operator authentication must be completed before any maintenance commands are accepted?",2-hop,2-hop,0.042029536679224634,0.9161715835481087,0.04179887977266671,graphrag
101,"During the 60-minute HIL verification, how should you confirm the flight recorder captures the emergency management system status information at the required cadence with valid timestamps?",2-hop,2-hop,0.02768231284622949,0.9216205562611387,0.05069713089263194,graphrag
102,"At what rate must the recorder log the communications data link health/status word, given mandatory-parameter native-rate recording and the health word’s own update requirement?",2-hop,2-hop,0.08352432564106212,0.8778575761761194,0.038618098182818535,graphrag
103,"Does the selected VHF transceiver transmit power remain compliant with EMC coexistence expectations for the CDL, GPS, and radar altimeter under DO-160G Category Y?",2-hop,2-hop,0.0654029398407235,0.9128019341647157,0.021795125994560943,graphrag
104,"If the primary INS attitude stream degrades below required rate or validity, how quickly must the FCC switch to the backup GPS-aided AHRS to maintain flight-control attitude input?",2-hop,2-hop,0.010638447340528346,0.8577985399977203,0.1315630126617513,graphrag
105,"If an operator commands an emergency return or diversion, what encryption, authentication, and key-validity conditions must the communications link and secure UHF voice satisfy before execution?",2-hop,2-hop,0.015896517721924564,0.89984164315902,0.08426183911905531,graphrag
106,"For ground-maintenance fault-injection on the power subsystem via the BIT maintenance interface, what operator authentication is required before BPCU commands are accepted?",2-hop,2-hop,0.16950341412425263,0.82255242435919,0.00794416151655744,graphrag
107,"During high-power takeoff, how does the FCC’s reserve N1 limiting affect pitch-rate reduction logic and the engine-status data published to downstream systems?",2-hop,2-hop,0.17437402096360424,0.7997356208422245,0.025890358194171192,graphrag
108,What test evidence shows linked-mode pilot commands meet the ground-station latency requirement while being received and routed by the command data link?,2-hop,2-hop,0.14487059280409473,0.7669798205200807,0.08814958667582447,graphrag
109,"If the ground station sends FCC-directed commands at 20 Hz, how are invalid ranges, rates, sequence numbers, and unknown targets handled before reaching control laws?",2-hop,2-hop,0.028938904894210152,0.9217652258244776,0.04929586928131213,graphrag
110,How does the HIL GPS-outage test verify the fusion function meets the >60 s reversion and annunciation behavior required by the underlying inertial degraded mode requirement?,2-hop,2-hop,0.01935196365349046,0.917830624137463,0.0628174122090466,graphrag
111,"When a validated DAA advisory arrives, how quickly must the GCS alert the crew, and what manoeuvre rates can the autopilot command in resolution mode?",2-hop,2-hop,0.04510740203839473,0.8963382956929413,0.05855430226866402,graphrag
112,"For secure UHF voice operation, what encryption/authentication scheme and key-rotation policy apply, and what happens if no valid key is loaded?",2-hop,2-hop,0.1947809518003587,0.7922163791047789,0.013002669094862402,graphrag
113,"If the GCS sends a COMM tuning/PTT command over the datalink, what command range, bus, and maximum dispatch rate govern its routing through the CDL?",2-hop,2-hop,0.04191186851572374,0.9115265908530512,0.04656154063122512,graphrag
114,How is radar-altimeter EMC coexistence verification performed while the onboard GNSS receiver tracks its required frequencies with CDL transmissions active?,2-hop,2-hop,0.30172708987395525,0.6852766807664029,0.01299622935964176,graphrag
115,"If the GNSS receiver suspects jamming but can still track some satellites, how should NAV fusion treat GPS measurements and what security-monitor coordination is required?",2-hop,2-hop,0.033578637992228925,0.879487312299453,0.0869340497083181,graphrag
116,"For Stratos-7 max-brake-energy landings, how must brake cooling and software assurance align with the landing gear and braking specification?",2-hop,2-hop,0.466051052914285,0.5157311996580348,0.01821774742768002,graphrag
117,"If a condition escalates to WARNING, how quickly must the ground station annunciate it, and what audio cue and repeat behavior are required?",2-hop,2-hop,0.08433603702170994,0.8850407868735889,0.030623176104701222,graphrag
118,How does the ground-vibration test’s identified modal model determine the notch-filter frequencies and widths applied to inertial measurements before inner-loop control?,2-hop,2-hop,0.30521250545298534,0.6817759571021491,0.013011537444865584,graphrag
119,"When flying an LPV or LNAV/VNAV approach, what SBAS processing and resulting GPS-aided NAV accuracy must be maintained, and what minima remain if SBAS is lost?",2-hop,2-hop,0.03197154914343555,0.9030770983744159,0.0649513524821486,graphrag
120,"How does the two-aircraft live-network separation test demonstrate the coordinated-flight function is supported by guidance accuracy sufficient to meet enroute, terminal, and approach TSE limits?",2-hop,2-hop,0.03598431807942914,0.8757319537347117,0.08828372818585915,graphrag
121,"If spoofing is suspected, how are GPS updates and aircraft control affected, and which monitoring and incident-response actions must follow?",2-hop,1-hop,0.650491940704487,0.04532718990996363,0.3041808693855493,vanilla
122,"How does in-field LRU firmware updating ensure only signed loads are accepted, and during INIT how is an expired navigation database revision rejected?",2-hop,2-hop,0.09674254247629321,0.8835029327155136,0.019754524808193206,graphrag
123,How is the EOIR geolocation accuracy flight test tied to the navigation solution’s WGS-84 position output and synchronized MGRS display representation?,2-hop,2-hop,0.33731973825904477,0.649610835890266,0.013069425850689223,graphrag
124,How are authenticated operator mode-change commands from the ground station routed through the data link to engage autopilot modes requiring explicit operator authorization?,2-hop,2-hop,0.06686974651153775,0.8833739683632126,0.04975628512524961,graphrag
125,"In battery-only flight, what SoC data path and update rate support critical-battery RTB, and how does the power subsystem’s SoC monitoring relate to mode-entry constraints?",2-hop,2-hop,0.03268471062022358,0.844156276923974,0.12315901245580234,graphrag
126,"During a 50 ms Category Z primary-power interruption, what essential-bus hold-up energy provision ensures both navigation output continuity and uninterrupted FCC inner-loop execution?",2-hop,2-hop,0.15611138009293757,0.8292841328646411,0.014604487042421252,graphrag
127,Do the payload-bay mounting rails and bus routing provide enough EMC shielding for coexistence with the selectable-power VHF transceiver under the CDL’s DO-160G Category Y requirement?,2-hop,2-hop,0.023105891030406767,0.8993895161964659,0.07750459277312736,graphrag
128,"How is autonomous or operator-requested autopilot mode engagement authenticated over the data link, and what terminal cryptographic capability must support that protection?",2-hop,2-hop,0.1197521850437923,0.8223245925366159,0.05792322241959181,graphrag
129,"When weight-on-wheels permits ground maintenance, what authentication must be enforced on the battery management unit’s service interface for firmware updates and calibration?",2-hop,2-hop,0.1809803837706002,0.8078761252634216,0.011143490965978378,graphrag
130,"If the command link is lost long enough to trigger return-to-base, can the aircraft autonomously use the current operator-updated rally point without prior operator engagement?",2-hop,2-hop,0.031772147053295695,0.873893682597037,0.09433417034966723,graphrag
131,What authentication and access conditions must be met to use the INS maintenance port for firmware updates during ground fault-injection testing commanded by BIT?,2-hop,2-hop,0.09589925962826897,0.881914426606529,0.02218631376520205,graphrag
132,How is the flight control computer’s 50 ms power-interruption continuity requirement shown compliant through the power hold-up provision and its Category Z verification testing?,2-hop,2-hop,0.09002940922966483,0.827842869968279,0.08212772080205623,graphrag
133,"Can the control station’s 2 Hz engine telemetry support validating waypoint fuel-flow prediction accuracy, given the engine status message content and rate published for downstream flight management use?",2-hop,2-hop,0.017978201765323425,0.9193434371462818,0.06267836108839486,graphrag
134,"During takeoff-to-climb transition, when may the FCC enable the inner-loop climb schedule given sustained climb rate, both main-gear WoW indications, sensor voting, and input debounce?",2-hop,2-hop,0.057574806581149794,0.9187413709096021,0.023683822509248168,graphrag
135,"How is operator-triggered MBIT maintenance on the FCC’s ground Ethernet port authenticated, and under what ground-only conditions is that port enabled?",2-hop,2-hop,0.2312947563578268,0.7572228600662426,0.011482383575930654,graphrag
136,"When GPS is valid, can the navigation fusion timing service meet the flight control computer’s UTC alignment requirement through the GNSS time outputs?",2-hop,2-hop,0.08820805837501354,0.8284338569846446,0.08335808464034196,graphrag
137,"What cryptographic authentication must the APM use when accepting autopilot mode engagement requests, and which autonomous modes are exempt from explicit operator engagement?",2-hop,3+-hop,0.3294904411112694,0.11465771099579063,0.55585184789294,agentic-graph
138,How does payload-bay thermal management need to accommodate the SAR’s platform-specific steady-state and transmit-pulse power loads while keeping sensor electronics within operating range?,2-hop,2-hop,0.0932408927162887,0.8807661250209012,0.02599298226281019,graphrag
139,"If the operator commands autonomous-flight mode engagement from the ground station, how must the command be routed, and which modes still require explicit authenticated engagement?",2-hop,3+-hop,0.0909027150839754,0.13777007894302082,0.7713272059730039,agentic-graph
140,"When a flight-plan change is uplinked from the ground, how is it routed through the data link to the FMS, and what operator confirmation must the HMI enforce before activation?",2-hop,2-hop,0.005879924046678482,0.8592775255826582,0.13484255037066326,graphrag
141,Can the GCS uplink a flight plan change over the command data link while requiring operator confirmation before the FMS activates it?,2-hop,2-hop,0.10081219322043715,0.8609448883640075,0.038242918415555306,graphrag
142,"During EMC Category Y coexistence testing with CDL and GPS active, which CDL operational modes should the radar altimeter remain interference-free in while maintaining RA track and PVT output?",2-hop,3+-hop,0.03919547917461321,0.26852077000645136,0.6922837508189353,agentic-graph
143,"For an uplinked flight-plan modification, what operator-logged evidence is required before activation, and how does the referenced data-link verification demonstrate secure command handling?",2-hop,2-hop,0.08798622766672722,0.8215099759046739,0.09050379642859874,graphrag
144,"For ground maintenance fault injection through the power subsystem via the built-in test interface, what operator authentication is required and where must it be enforced?",2-hop,2-hop,0.05400238316569744,0.9207794288805994,0.02521818795370324,graphrag
145,"For the live multi-aircraft separation test, which platform relies on navigation integration instead of an FMS, and what DAL applies to its navigation software?",2-hop,3+-hop,0.3234588203382878,0.09847873571808385,0.5780624439436283,agentic-graph
146,Can the flight data recorder capture fuel-state updates at a rate sufficient to support the flight management system’s top-of-climb and top-of-descent recalculation needs?,2-hop,2-hop,0.12489608782297112,0.8201357157216242,0.05496819645540461,graphrag
147,"When coalition sensor handover control arrives over the tactical datalink, what operator-authenticated engagement constraints apply before the autopilot can enter a commanded mode?",2-hop,2-hop,0.07782326485208955,0.8746517168085095,0.04752501833940098,graphrag
148,"During fault-injection testing, if the APU self-shuts down on a monitored health exceedance during start, what EPS mode transition and RTB behavior must be demonstrated?",2-hop,2-hop,0.04355664455441243,0.930121973859875,0.02632138158571259,graphrag
149,Will the flight control computer maintain uninterrupted inner-loop operation and preserve sensor state and pointing during a 50 ms Category Z power interruption using essential-bus hold-up energy?,2-hop,2-hop,0.026090384348564782,0.9271144260799593,0.04679518957147593,graphrag
