query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,citation_precision,citation_recall,citation_f1,retrieval_recall,context_precision,n_cited,n_gold,hop_count,stratum,is_cross_module
Which fuel-totaling requirement feeds the flight management function that computes destination and alternate fuel predictions and minimum-fuel alerts?,1-hop,vanilla,bge,none,0,6281,543,194,737,FUEL-015;FMS-017;FMS-018;ENG-025,FMS-018;ENG-025;FUEL-015;FUEL-014;FUEL-002,5,0,,,,,0.25,0.5,0.3333,0.5,0.2,4,2,1,1-hop,True
Which fuel-totaling requirement feeds the flight management function that computes destination and alternate fuel predictions and minimum-fuel alerts?,1-hop,agentic,bge,none,0,24606,6761,533,7294,FCC-032,FCC-038;FCC-C5;FCC-032;FCC-049;FCC-003;ADS-HDR-6;ADS-019;ADS-027;ADS-010;ADS-005;FCC-050;FCC-051;FCC-030;FCC-037,14,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,1,2,1,1-hop,True
Which fuel-totaling requirement feeds the flight management function that computes destination and alternate fuel predictions and minimum-fuel alerts?,1-hop,graphrag,bge,none,0,7671,1336,196,1532,FUEL-011;FMS-018;FUEL-014;EMS-017,FMS-018;ENG-025;FUEL-015;FUEL-014;FUEL-002;FMS-043;FUEL-001;EMS-014;EMS-017;ENG-001;FMS-017;FUEL-011;FUEL-013;STR-032;ENG-020,15,0,,,,,0.5,1.0,0.6667,1.0,0.1333,4,2,1,1-hop,True
Which fuel-totaling requirement feeds the flight management function that computes destination and alternate fuel predictions and minimum-fuel alerts?,1-hop,agentic-graph,bge,none,0,13591,2117,311,2428,FUEL-011;FMS-018,FMS-018;ENG-025;FUEL-015;FUEL-011;FMS-017,5,0,sufficient,semantic,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,True
Which fuel-totaling requirement feeds the flight management function that computes destination and alternate fuel predictions and minimum-fuel alerts?,1-hop,adaptive,bge,none,0,23282,5303,556,5859,FUEL-011;FMS-018,FMS-018;FUEL-015;EMS-017;ENG-025;EMS-014;FMS-043;FMS-017;FUEL-011;FUEL-019;FUEL-017,10,2,sufficient,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=False)",1.0,1.0,1.0,1.0,0.2,2,2,1,1-hop,True
How is the landing weight-on-wheels dual-sensor/voting architecture verified to ensure correct discrete output under a single-sensor fault?,1-hop,vanilla,bge,none,0,8875,487,227,714,LDG-031;LDG-015;FCC-048,LDG-031;FCC-048;LDG-015;FCC-033;PLD-017,5,0,,,,,0.6667,1.0,0.8,1.0,0.4,3,2,1,1-hop,False
How is the landing weight-on-wheels dual-sensor/voting architecture verified to ensure correct discrete output under a single-sensor fault?,1-hop,agentic,bge,none,0,31586,3811,968,4779,LDG-015;LDG-031;FCC-048,LDG-031;LDG-015;FCC-048;FCC-033;PLD-017,5,3,continue,semantic,,,0.6667,1.0,0.8,1.0,0.4,3,2,1,1-hop,False
How is the landing weight-on-wheels dual-sensor/voting architecture verified to ensure correct discrete output under a single-sensor fault?,1-hop,graphrag,bge,none,0,7802,1056,281,1337,LDG-031;LDG-015;FCC-048,LDG-031;FCC-048;LDG-015;FCC-033;PLD-017;ENG-044;FUEL-030;LDG-009;ENG-018;FCC-008;FUEL-009;INS-032;LGT-007,13,0,,,,,0.6667,1.0,0.8,1.0,0.1538,3,2,1,1-hop,False
How is the landing weight-on-wheels dual-sensor/voting architecture verified to ensure correct discrete output under a single-sensor fault?,1-hop,agentic-graph,bge,none,0,27065,6133,746,6879,LDG-031;LDG-015;FCC-048,LDG-031;LDG-015;FCC-048;FCC-033;PLD-017;FCC-008;INS-032;LGT-007,8,3,continue,semantic,,,0.6667,1.0,0.8,1.0,0.25,3,2,1,1-hop,False
How is the landing weight-on-wheels dual-sensor/voting architecture verified to ensure correct discrete output under a single-sensor fault?,1-hop,adaptive,bge,none,0,19928,3512,399,3911,ICE-004;ICE-011;ICE-008;ICE-009;ICE-016,ICE-008;ICE-016;ICE-011;ICE-009;ICE-004,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=False)",0.0,0.0,0.0,0.0,0.0,5,2,1,1-hop,False
What hardware-protected mechanism and software-extraction constraint apply to the AES-256 key-wrapping storage method specified in the crypto selection table?,1-hop,vanilla,bge,none,0,7087,756,144,900,SEC-017;SEC-005,SEC-017;SEC-005;SEC-020;PLD-012;SEC-010,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
What hardware-protected mechanism and software-extraction constraint apply to the AES-256 key-wrapping storage method specified in the crypto selection table?,1-hop,agentic,bge,none,0,1737,159,52,211,,,0,0,sufficient,id_lookup,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,False
What hardware-protected mechanism and software-extraction constraint apply to the AES-256 key-wrapping storage method specified in the crypto selection table?,1-hop,graphrag,bge,none,0,6187,1704,141,1845,SEC-017;SEC-005,SEC-017;SEC-005;SEC-020;PLD-012;SEC-010;CDL-012;COMM-019;DLNK-013;APM-033;AUTO-006;AUTO-034;BIT-033;COMM-030;EMS-009;EPS-018,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,False
What hardware-protected mechanism and software-extraction constraint apply to the AES-256 key-wrapping storage method specified in the crypto selection table?,1-hop,agentic-graph,bge,none,0,2612,159,64,223,,,0,0,sufficient,id_lookup,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,False
What hardware-protected mechanism and software-extraction constraint apply to the AES-256 key-wrapping storage method specified in the crypto selection table?,1-hop,adaptive,bge,none,0,6538,756,160,916,SEC-017;SEC-005,SEC-017;SEC-005;SEC-020;PLD-012;SEC-010,5,0,,,vanilla,R2: explicit_id (1) + no_traceability_kw → cheap top-K,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,1-hop,vanilla,bge,none,0,8099,609,346,955,INS-020;SAR-013;SAR-009,SAR-009;SAR-013;INS-001;SAR-011;INS-020,5,0,,,,,0.6667,1.0,0.8,1.0,0.4,3,2,1,1-hop,True
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,1-hop,agentic,bge,none,0,22745,3751,524,4275,NAV-010;NAV-030,NAV-005;NAV-002;NAV-010;NAV-030;NAV-032,5,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,2,2,1,1-hop,True
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,1-hop,graphrag,bge,none,0,9176,1669,432,2101,INS-020;SAR-013;SAR-009;GPS-011,SAR-009;SAR-013;INS-001;SAR-011;INS-020;NAV-002;NAV-005;INS-019;ADS-020;AUTO-032;FCC-016;FDR-016;FMS-002;FMS-006;GPS-011,15,0,,,,,0.5,1.0,0.6667,1.0,0.1333,4,2,1,1-hop,True
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,1-hop,agentic-graph,bge,none,0,31442,8435,818,9253,NAV-010;NAV-020;NAV-030;NAV-002,NAV-005;NAV-002;NAV-010;NAV-030;NAV-032;NAV-C5;NAV-016;ALX2-NAV-001;NAV-011;NAV-020;NAV-008;ADS-008;ADS-C5;ADS-016;ADS-011;ADS-010;ADS-004;ADS-018;ADS-006;ADS-005;ADS-015,21,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,4,2,1,1-hop,True
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,1-hop,adaptive,bge,none,0,8457,609,372,981,INS-020;SAR-013;SAR-009,SAR-009;SAR-013;INS-001;SAR-011;INS-020,5,0,,,vanilla,R5: numeric_hint + single_module (SAR) → top-K,0.6667,1.0,0.8,1.0,0.4,3,2,1,1-hop,True
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,1-hop,vanilla,bge,none,0,6851,585,192,777,FCC-023;EMS-006,EMS-002;FMS-010;FCC-023;EMS-022;INS-005,5,0,,,,,1.0,1.0,1.0,0.5,0.2,2,2,1,1-hop,True
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,1-hop,agentic,bge,none,0,19930,2637,556,3193,FCC-023;EMS-006;FCC-009;FCC-010,EMS-006;EMS-004;ENG-008;EMS-007;EMS-017;FCC-023;FCC-005;FCC-010;FCC-050;FCC-002,10,0,sufficient,semantic,,,0.5,1.0,0.6667,1.0,0.2,4,2,1,1-hop,True
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,1-hop,graphrag,bge,none,0,7865,1518,236,1754,FCC-023;FCC-009;FCC-010;EMS-006,EMS-002;FMS-010;FCC-023;EMS-022;INS-005;EMS-023;AUTO-009;AUTO-002;APM-017;BIT-024;EMS-006;EMS-035;EPS-001;FCC-009;FCC-013,15,0,,,,,0.5,1.0,0.6667,1.0,0.1333,4,2,1,1-hop,True
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,1-hop,agentic-graph,bge,none,0,23160,5408,488,5896,EMS-004;FCC-006,EMS-004;INS-005;ENG-004;EMS-002;EMS-022;FCC-006,6,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,2,2,1,1-hop,True
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,1-hop,adaptive,bge,none,0,9780,1518,238,1756,FCC-023;EMS-006;FCC-009;FCC-010,EMS-002;FMS-010;FCC-023;EMS-022;INS-005;EMS-023;AUTO-009;AUTO-002;APM-017;BIT-024;EMS-006;EMS-035;EPS-001;FCC-009;FCC-013,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.5,1.0,0.6667,1.0,0.1333,4,2,1,1-hop,True
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",1-hop,vanilla,bge,none,0,7509,507,109,616,EMS-034;EMS-006,EMS-034;EPS-024;ENG-043;ENG-045;EMS-005,5,0,,,,,1.0,1.0,1.0,0.5,0.2,2,2,1,1-hop,False
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",1-hop,agentic,bge,none,0,11728,1805,191,1996,EMS-034,EMS-034;EMS-005;EPS-024;ENG-043;ENG-008,5,0,sufficient,semantic,,,1.0,0.5,0.6667,0.5,0.2,1,2,1,1-hop,False
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",1-hop,graphrag,bge,none,0,6770,1196,124,1320,EMS-034;EMS-006,EMS-034;EPS-024;ENG-043;ENG-045;EMS-005;FMS-044;SEC-035;FUEL-030;COMM-021;EMS-006;ENG-026;ENG-036;ENG-037;EPS-005;EPS-006,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,False
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",1-hop,agentic-graph,bge,none,0,23891,6045,540,6585,EMS-034;EMS-006;EMS-012;EMS-005,EMS-034;EPS-024;ENG-043;EMS-005;ENG-045;EMS-031;EMS-012;EMS-004;EPS-005;EPS-009;EPS-012;EPS-022,12,3,continue,semantic,,,0.5,1.0,0.6667,0.5,0.0833,4,2,1,1-hop,False
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",1-hop,adaptive,bge,none,0,24126,4074,517,4591,EMS-034;EMS-006,EMS-034;EMS-005;AUTO-031;HMI-120;ENG-043;ENG-008;EPS-024;EMS-031,8,2,sufficient,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=True)",1.0,1.0,1.0,0.5,0.125,2,2,1,1-hop,False
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,1-hop,vanilla,bge,none,0,9067,482,158,640,STR-008;EMS-020,EMS-020;EMS-014;FCC-030;EMS-016;EMS-027,5,0,,,,,1.0,1.0,1.0,0.5,0.2,2,2,1,1-hop,True
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,1-hop,agentic,bge,none,0,12824,1955,335,2290,STR-008;EMS-020;EMS-033,EMS-020;EMS-014;FCC-030;EMS-027;EMS-033,5,0,sufficient,semantic,,,0.6667,1.0,0.8,0.5,0.2,3,2,1,1-hop,True
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,1-hop,graphrag,bge,none,0,7261,1501,167,1668,STR-008;EMS-020;EMS-033,EMS-020;EMS-014;FCC-030;EMS-016;EMS-027;EMS-029;EMS-033;EMS-013;APM-015;EMS-007;EPS-006;FCC-010;FUEL-013;PWR-018;STR-008,15,0,,,,,0.6667,1.0,0.8,1.0,0.1333,3,2,1,1-hop,True
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,1-hop,agentic-graph,bge,none,0,14742,2259,274,2533,STR-008;EMS-020;EMS-033,EMS-020;EMS-014;FCC-030;EMS-027;EMS-033,5,0,sufficient,semantic,,,0.6667,1.0,0.8,0.5,0.2,3,2,1,1-hop,True
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,1-hop,adaptive,bge,none,0,8224,482,117,599,STR-008;EMS-020,EMS-020;EMS-014;FCC-030;EMS-016;EMS-027,5,0,,,vanilla,R5: numeric_hint + single_module (EMS) → top-K,1.0,1.0,1.0,0.5,0.2,2,2,1,1-hop,True
How is the flight data recorder’s operator-action logging requirement satisfied by the ground control station’s audit trail and retention provisions?,1-hop,vanilla,bge,none,0,10359,488,366,854,GCS-010;FDR-045;FDR-002;FDR-015,GCS-010;FDR-001;FDR-002;PLD-021;FDR-015,5,0,,,,,0.5,1.0,0.6667,0.5,0.2,4,2,1,1-hop,True
How is the flight data recorder’s operator-action logging requirement satisfied by the ground control station’s audit trail and retention provisions?,1-hop,agentic,bge,none,0,26624,4744,543,5287,GCS-022;FCC-007,ADS-001;ADS-HDR-6;ADS-008;ADS-016;ADS-019;FCC-024;FCC-004;FCC-006;FCC-005;FCC-007,10,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,2,2,1,1-hop,True
How is the flight data recorder’s operator-action logging requirement satisfied by the ground control station’s audit trail and retention provisions?,1-hop,graphrag,bge,none,0,9283,1339,289,1628,GCS-010;FDR-045;EMS-008;FDR-002;GCS-018,GCS-010;FDR-001;FDR-002;PLD-021;FDR-015;BIT-021;FCC-012;FDR-008;AUTO-010;BIT-002;CDL-033;FDR-045;GCS-018;EMS-001;EMS-008,15,0,,,,,0.4,1.0,0.5714,1.0,0.1333,5,2,1,1-hop,True
How is the flight data recorder’s operator-action logging requirement satisfied by the ground control station’s audit trail and retention provisions?,1-hop,agentic-graph,bge,none,0,31428,6527,1175,7702,GCS-010;FDR-045;FDR-002,GCS-010;FDR-001;FDR-015;FDR-002;GCS-005;AUTO-010;FDR-045,7,3,continue,semantic,,,0.6667,1.0,0.8,1.0,0.2857,3,2,1,1-hop,True
How is the flight data recorder’s operator-action logging requirement satisfied by the ground control station’s audit trail and retention provisions?,1-hop,adaptive,bge,none,0,8276,1339,262,1601,GCS-010;FDR-045;FDR-002;GCS-018,GCS-010;FDR-001;FDR-002;PLD-021;FDR-015;BIT-021;FCC-012;FDR-008;AUTO-010;BIT-002;CDL-033;FDR-045;GCS-018;EMS-001;EMS-008,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.5,1.0,0.6667,1.0,0.1333,4,2,1,1-hop,True
Which HMI requirement implements the flight control single-engine-out detection and automatic rudder-trim alerting behavior for operator notification?,1-hop,vanilla,bge,none,0,7486,509,188,697,HMI-020;ALX2-FCC-003,HMI-020;ALX2-FCC-003;HMI-050;HMI-007;HMI-037,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,True
Which HMI requirement implements the flight control single-engine-out detection and automatic rudder-trim alerting behavior for operator notification?,1-hop,agentic,bge,none,0,21018,3829,571,4400,HMI-020;ALX2-FCC-003,HMI-020;HMI-050;HMI-090;HMI-037;HMI-060,5,3,continue,semantic,,,1.0,1.0,1.0,0.5,0.2,2,2,1,1-hop,True
Which HMI requirement implements the flight control single-engine-out detection and automatic rudder-trim alerting behavior for operator notification?,1-hop,graphrag,bge,none,0,6810,1271,174,1445,HMI-020;ALX2-FCC-003,HMI-020;ALX2-FCC-003;HMI-050;HMI-007;HMI-037;ENG-036;GCS-007;HMI-060;AUTO-010;AUTO-022;AUTO-031;ENG-043;FMS-022;HMI-210;TCS-011,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,True
Which HMI requirement implements the flight control single-engine-out detection and automatic rudder-trim alerting behavior for operator notification?,1-hop,agentic-graph,bge,none,0,18607,4318,447,4765,HMI-020;ALX2-FCC-003,HMI-020;HMI-050;HMI-090;HMI-037;HMI-007,5,3,continue,semantic,,,1.0,1.0,1.0,0.5,0.2,2,2,1,1-hop,True
Which HMI requirement implements the flight control single-engine-out detection and automatic rudder-trim alerting behavior for operator notification?,1-hop,adaptive,bge,none,0,6611,1271,132,1403,HMI-020;ALX2-FCC-003,HMI-020;ALX2-FCC-003;HMI-050;HMI-007;HMI-037;ENG-036;GCS-007;HMI-060;AUTO-010;AUTO-022;AUTO-031;ENG-043;FMS-022;HMI-210;TCS-011,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,True
"For the Nimbus-C3 external cargo pod interface, what FCC lane architecture is the PMC’s MIL-STD-1760 umbilical implementation referencing?",1-hop,vanilla,bge,none,0,6664,585,183,768,PLD-026;NBC3-FCC-003,PLD-026;PLD-030;PLD-023;NBC3-FCC-003;ENG-033,5,0,,,,,0.5,0.5,0.5,0.5,0.2,2,2,1,1-hop,True
"For the Nimbus-C3 external cargo pod interface, what FCC lane architecture is the PMC’s MIL-STD-1760 umbilical implementation referencing?",1-hop,agentic,bge,none,0,1823,160,66,226,,,0,0,sufficient,id_lookup,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,True
"For the Nimbus-C3 external cargo pod interface, what FCC lane architecture is the PMC’s MIL-STD-1760 umbilical implementation referencing?",1-hop,graphrag,bge,none,0,8226,1388,245,1633,NBC3-FCC-003;PLD-026;PLD-030;PLD-001,PLD-026;PLD-030;PLD-023;NBC3-FCC-003;ENG-033;PLD-001;NBC3-FCC-004;NBC3-FCC-002;EOIR-002;FMS-020;HMI-022;HMI-155;HMI-210;NBC3-ADS-001;NBC3-AUTO-001,15,0,,,,,0.25,0.5,0.3333,0.5,0.0667,4,2,1,1-hop,True
"For the Nimbus-C3 external cargo pod interface, what FCC lane architecture is the PMC’s MIL-STD-1760 umbilical implementation referencing?",1-hop,agentic-graph,bge,none,0,2216,160,66,226,,,0,0,sufficient,id_lookup,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,True
"For the Nimbus-C3 external cargo pod interface, what FCC lane architecture is the PMC’s MIL-STD-1760 umbilical implementation referencing?",1-hop,adaptive,bge,none,0,6255,585,172,757,PLD-026;NBC3-FCC-003,PLD-026;PLD-030;PLD-023;NBC3-FCC-003;ENG-033,5,0,,,vanilla,R2: explicit_id (1) + no_traceability_kw → cheap top-K,0.5,0.5,0.5,0.5,0.2,2,2,1,1-hop,True
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",1-hop,vanilla,bge,none,0,9610,697,416,1113,GCS-011;GCS-009;FCC-007;FCC-038,GCS-009;GCS-011;FCC-007;LDG-025;FCC-038,5,0,,,,,0.0,0.0,0.0,0.0,0.0,4,2,1,1-hop,True
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",1-hop,agentic,bge,none,0,23689,3779,738,4517,GCS-022;FCC-007;CDL-035;FCC-040;AUTO-010;FCC-032;FMS-030,ADS-006;ADS-001;ADS-016;ADS-020;ADS-014;FCC-040;FCC-007;FCC-001;FCC-032;FCC-005,10,1,sufficient,semantic,,,0.0,0.0,0.0,0.0,0.0,7,2,1,1-hop,True
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",1-hop,graphrag,bge,none,0,9319,1896,397,2293,CDL-035;GCS-009;FCC-040;AUTO-025;FCC-038,GCS-009;GCS-011;FCC-007;LDG-025;FCC-038;FCC-040;DLNK-025;FCC-001;ALX2-FMS-001;AUTO-001;AUTO-025;AUTO-028;CDL-035;ENG-021;FCC-005,15,0,,,,,0.0,0.0,0.0,0.0,0.0,5,2,1,1-hop,True
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",1-hop,agentic-graph,bge,none,0,29989,5746,834,6580,GCS-022;FCC-007;AUTO-001;CDL-035;FCC-040;FCC-029;FCC-038,ADS-016;ADS-014;ADS-026;ADS-006;ADS-025;FCC-007;FCC-040;FCC-038;FCC-001;FCC-005,10,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,7,2,1,1-hop,True
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",1-hop,adaptive,bge,none,0,36090,5047,990,6037,GCS-022;FCC-007;LDG-020;FCC-044;SEC-015;CDL-035;FCC-040;FCC-029;FCC-038,ADS-014;ADS-016;ADS-006;ADS-026;ADS-025;FCC-007;FCC-040;FCC-038;FCC-005;FCC-044,10,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=False)",0.0,0.0,0.0,0.0,0.0,9,2,1,1-hop,True
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,1-hop,vanilla,bge,none,0,7930,530,279,809,EOIR-025;PLD-031;PLD-008;SKT1-PLD-001,EOIR-025;PLD-031;PLD-008;EOIR-017;SKT1-PLD-001,5,0,,,,,0.5,1.0,0.6667,1.0,0.4,4,2,1,1-hop,True
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,1-hop,agentic,bge,none,0,20941,6440,586,7026,EOIR-025;PLD-031;PLD-008,EOIR-025;PLD-031;EOIR-017;SAR-021;PLD-008;PLD-003;ALX2-PLD-001;SKT1-PLD-001;PLD-033;EOIR-003;EOIR-002;EOIR-026;GCS-032;EOIR-007;PLD-004;GPS-027,16,1,sufficient,semantic,,,0.6667,1.0,0.8,1.0,0.125,3,2,1,1-hop,True
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,1-hop,graphrag,bge,none,0,7126,1310,278,1588,EOIR-025;PLD-031;PLD-008;SKT1-PLD-001,EOIR-025;PLD-031;PLD-008;EOIR-017;SKT1-PLD-001;SAR-021;EOIR-007;CDL-028;EOIR-001;FCC-004;GCS-032;HMI-006;PLD-002;SAR-010,14,0,,,,,0.5,1.0,0.6667,1.0,0.1429,4,2,1,1-hop,True
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,1-hop,agentic-graph,bge,none,0,27435,5705,915,6620,EOIR-025;PLD-031;PLD-008,EOIR-025;PLD-031;EOIR-017;SAR-021;PLD-008,5,3,continue,semantic,,,0.6667,1.0,0.8,1.0,0.4,3,2,1,1-hop,True
