query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,citation_precision,citation_recall,citation_f1,retrieval_recall,context_precision,n_cited,n_gold,hop_count,stratum,is_cross_module
Who introduced a system of musical notation in the 14th century that is used in the area where most of the invasion of the eastern Roman Empire took place?,1-hop,graphrag,azure,none,0,1666,1877,105,1982,MQ-010-P01;MQ-010-P15,MQ-010-P06;MQ-010-P01;MQ-010-P12;MQ-010-P17;MQ-010-P04;MQ-010-P15;MQ-010-P03;MQ-010-P00,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
What other county does the county where Imperial is located share a border with?,1-hop,graphrag,azure,none,0,1853,1241,92,1333,MQ-011-P17,MQ-011-P17;MQ-142-P04;MQ-091-P14;MQ-140-P16;MQ-049-P03;MQ-195-P02;MQ-174-P15;MQ-183-P16,8,,,,,,1.0,0.5,0.6667,0.5,0.125,1,2,1,1-hop,False
The author of Alciphron lived in what century?,1-hop,graphrag,azure,none,0,1298,1243,32,1275,,MQ-010-P04;MQ-012-P03;MQ-093-P00;MQ-003-P01;MQ-115-P11;MQ-182-P15;MQ-010-P01;MQ-185-P04,8,,,,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,False
What publisher was formed from the owner of the The Daily News?,1-hop,graphrag,azure,none,0,1386,1016,91,1107,MQ-013-P02;MQ-013-P13,MQ-013-P02;MQ-013-P13;MQ-013-P18;MQ-013-P15;MQ-013-P06;MQ-013-P08;MQ-013-P19;MQ-013-P11,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
What is the date of birth for the performer of Unbreakable?,1-hop,graphrag,azure,none,0,1095,1365,36,1401,MQ-014-P15,MQ-014-P14;MQ-014-P11;MQ-014-P10;MQ-014-P15;MQ-040-P00;MQ-141-P04;MQ-141-P01;MQ-018-P19,8,,,,,,1.0,0.5,0.6667,1.0,0.25,1,2,1,1-hop,False
Who was in charge of the province which contains Zeevang?,1-hop,graphrag,azure,none,0,1581,936,77,1013,MQ-015-P10;MQ-015-P04,MQ-015-P10;MQ-015-P04;MQ-084-P17;MQ-124-P12;MQ-157-P01;MQ-165-P14;MQ-127-P14;MQ-094-P02,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
Who played king whose regal Name did Albert Adopt in the king's speech?,1-hop,graphrag,azure,none,0,1470,1405,89,1494,MQ-016-P05;MQ-016-P07,MQ-016-P05;MQ-016-P07;MQ-016-P12;MQ-016-P00;MQ-016-P06;MQ-016-P04;MQ-028-P10;MQ-003-P16,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
What county was Tim Dubois born in?,1-hop,graphrag,azure,none,0,1223,1354,55,1409,MQ-017-P06,MQ-017-P06;MQ-017-P16;MQ-070-P16;MQ-005-P03;MQ-033-P06;MQ-073-P09;MQ-150-P10;MQ-033-P14,8,,,,,,1.0,0.5,0.6667,0.5,0.125,1,2,1,1-hop,False
What was the story that included the character from The Bourne Betrayal based on?,1-hop,graphrag,azure,none,0,2306,1379,226,1605,MQ-018-P18;MQ-018-P04;MQ-018-P13;MQ-018-P15,MQ-018-P18;MQ-018-P13;MQ-018-P15;MQ-018-P04;MQ-018-P19;MQ-018-P17;MQ-018-P03;MQ-018-P07,8,,,,,,0.5,1.0,0.6667,1.0,0.25,4,2,1,1-hop,False
Where is the province of Gonbad-e Qabus County located?,1-hop,graphrag,azure,none,0,1197,1159,57,1216,MQ-019-P14;MQ-019-P03,MQ-019-P14;MQ-019-P04;MQ-019-P08;MQ-019-P13;MQ-019-P00;MQ-019-P03;MQ-099-P10;MQ-019-P02,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
"What record label released the debut album of the artist behind the 1993 album ""Let There be Love"".",1-hop,graphrag,azure,none,0,1726,1064,118,1182,MQ-020-P15;MQ-020-P16,MQ-020-P16;MQ-020-P15;MQ-160-P05;MQ-199-P07;MQ-148-P15;MQ-024-P13;MQ-009-P14;MQ-024-P10,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
What company is the college where Wolf V. Vishniac studied a part of?,1-hop,graphrag,azure,none,0,1242,1267,66,1333,MQ-021-P14,MQ-021-P14;MQ-008-P01;MQ-083-P04;MQ-112-P18;MQ-021-P02;MQ-026-P09;MQ-042-P18;MQ-008-P17,8,,,,,,1.0,0.5,0.6667,0.5,0.125,1,2,1,1-hop,False
Where did the painter of The Mud Bath study?,1-hop,graphrag,azure,none,0,1409,910,85,995,MQ-022-P10;MQ-022-P07,MQ-022-P10;MQ-022-P04;MQ-022-P07;MQ-085-P02;MQ-061-P12;MQ-188-P06;MQ-012-P19;MQ-076-P00,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
What university did the author of 1967: The Last Good Year attend?,1-hop,graphrag,azure,none,0,1276,1127,65,1192,MQ-023-P00,MQ-023-P00;MQ-054-P05;MQ-026-P09;MQ-013-P07;MQ-026-P16;MQ-047-P12;MQ-026-P13;MQ-008-P09,8,,,,,,1.0,0.5,0.6667,0.5,0.125,1,2,1,1-hop,False
What is the parent company of the record label releasing Cold Turkey?,1-hop,graphrag,azure,none,0,1448,897,82,979,MQ-024-P01;MQ-024-P13,MQ-024-P01;MQ-199-P07;MQ-148-P15;MQ-160-P05;MQ-024-P13;MQ-024-P10;MQ-083-P12;MQ-148-P06,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
What month did the person who retained trust in Longchamp go away to the Holy Land?,1-hop,graphrag,azure,none,0,1804,1407,115,1522,MQ-025-P18;MQ-025-P04,MQ-025-P18;MQ-025-P09;MQ-025-P06;MQ-146-P10;MQ-188-P05;MQ-175-P04;MQ-145-P07;MQ-025-P04,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
What is the mascot of William J. Ripple's university?,1-hop,graphrag,azure,none,0,1093,1137,36,1173,MQ-026-P02;MQ-026-P05,MQ-026-P02;MQ-026-P18;MQ-026-P05;MQ-155-P17;MQ-023-P12;MQ-062-P18;MQ-047-P12;MQ-026-P03,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
What year did the author of The First Blast of the Trumpet Against the Monstruous Regiment of Women die?,1-hop,graphrag,azure,none,0,1367,1168,59,1227,MQ-027-P19,MQ-027-P19;MQ-027-P18;MQ-022-P02;MQ-037-P18;MQ-041-P07;MQ-014-P08;MQ-145-P06;MQ-188-P00,8,,,,,,1.0,0.5,0.6667,0.5,0.125,1,2,1,1-hop,False
Who is the king that translated the Bible and was on the throne when MacBeth was written?,1-hop,graphrag,azure,none,0,2198,1551,170,1721,MQ-028-P06;MQ-066-P14;MQ-028-P03,MQ-028-P10;MQ-028-P06;MQ-028-P00;MQ-028-P03;MQ-028-P04;MQ-028-P02;MQ-028-P16;MQ-066-P14,8,,,,,,0.6667,1.0,0.8,1.0,0.25,3,2,1,1-hop,False
"What shares a border with the administrative territorial entity Radwanice, Polkowice County is located in?",1-hop,graphrag,azure,none,0,2393,1009,173,1182,MQ-029-P11;MQ-029-P17;MQ-029-P12,MQ-029-P11;MQ-029-P12;MQ-175-P07;MQ-145-P12;MQ-188-P01;MQ-175-P15;MQ-029-P17;MQ-011-P11,8,,,,,,0.6667,1.0,0.8,1.0,0.25,3,2,1,1-hop,False
What record label did the performer of The Place and the Time belong to?,1-hop,graphrag,azure,none,0,2551,840,143,983,MQ-030-P00;MQ-024-P13;MQ-199-P07;MQ-160-P05;MQ-148-P15;MQ-020-P18;MQ-184-P13;MQ-148-P06,MQ-030-P00;MQ-024-P13;MQ-199-P07;MQ-160-P05;MQ-148-P15;MQ-020-P18;MQ-184-P13;MQ-148-P06,8,,,,,,0.125,0.5,0.2,0.5,0.125,8,2,1,1-hop,False
Who is the president of the group Kim Un-yong is a member of?,1-hop,graphrag,azure,none,0,1213,1299,74,1373,MQ-031-P14,MQ-031-P14;MQ-031-P00;MQ-031-P01;MQ-005-P11;MQ-031-P16;MQ-031-P08;MQ-031-P02;MQ-031-P13,8,,,,,,1.0,0.5,0.6667,0.5,0.125,1,2,1,1-hop,False
Who wrote the song sung by the performer of The Story?,1-hop,graphrag,azure,none,0,1315,1167,66,1233,MQ-032-P17;MQ-007-P16,MQ-032-P17;MQ-007-P16;MQ-032-P05;MQ-007-P01;MQ-032-P08;MQ-007-P17;MQ-023-P06;MQ-032-P12,8,,,,,,0.5,0.5,0.5,1.0,0.25,2,2,1,1-hop,False
Who is the spouse of the famous governor signing legislation in honor of Donda West's death?,1-hop,graphrag,azure,none,0,1355,1076,72,1148,MQ-033-P09;MQ-033-P17,MQ-033-P09;MQ-033-P03;MQ-033-P07;MQ-033-P17;MQ-005-P11;MQ-031-P16;MQ-033-P06;MQ-017-P06,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
What is the name of the game reserve in the country where hunters spend 50 to 100 times more than the average ecotourist?,1-hop,graphrag,azure,none,0,1334,1317,56,1373,MQ-034-P04;MQ-034-P01,MQ-034-P04;MQ-034-P17;MQ-034-P01;MQ-002-P07;MQ-080-P12;MQ-144-P16;MQ-189-P04;MQ-034-P11,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
"In 1990, who became the president of the country that Germany invaded?",1-hop,graphrag,azure,none,0,1489,1352,71,1423,MQ-035-P13,MQ-186-P01;MQ-035-P04;MQ-035-P08;MQ-035-P13;MQ-127-P12;MQ-094-P09;MQ-035-P00;MQ-001-P11,8,,,,,,1.0,0.5,0.6667,0.5,0.125,1,2,1,1-hop,False
What team is the highest goal scorer in the EPL a member of?,1-hop,graphrag,azure,none,0,2426,1414,176,1590,MQ-036-P18;MQ-050-P17;MQ-036-P11,MQ-036-P18;MQ-036-P11;MQ-050-P17;MQ-090-P16;MQ-108-P09;MQ-090-P05;MQ-108-P04;MQ-050-P10,8,,,,,,0.3333,0.5,0.4,0.5,0.125,3,2,1,1-hop,False
Who was the spouse of the British queen?,1-hop,graphrag,azure,none,0,1555,1357,77,1434,MQ-037-P01,MQ-037-P03;MQ-037-P19;MQ-114-P01;MQ-037-P01;MQ-016-P07;MQ-131-P13;MQ-037-P14;MQ-016-P06,8,,,,,,1.0,0.5,0.6667,0.5,0.125,1,2,1,1-hop,False
"The author of the novel ""2030"" was nominated for what award for his role in ""Broadcast News""?",1-hop,graphrag,azure,none,0,1283,1069,72,1141,MQ-038-P10;MQ-038-P12;MQ-038-P16,MQ-038-P10;MQ-038-P16;MQ-038-P12;MQ-038-P01;MQ-005-P07;MQ-018-P00;MQ-126-P09;MQ-103-P06,8,,,,,,0.6667,1.0,0.8,1.0,0.25,3,2,1,1-hop,False
Who is the spouse of the person who does the voice for Smokey the Bear?,1-hop,graphrag,azure,none,0,1594,1550,84,1634,MQ-039-P19,MQ-039-P19;MQ-039-P03;MQ-039-P12;MQ-039-P17;MQ-039-P10;MQ-132-P01;MQ-039-P00;MQ-132-P19,8,,,,,,1.0,0.5,0.6667,0.5,0.125,1,2,1,1-hop,False
Who is the child of the Victim of Romance performer?,1-hop,graphrag,azure,none,0,1589,1587,67,1654,MQ-040-P15,MQ-040-P15;MQ-018-P05;MQ-119-P02;MQ-125-P00;MQ-103-P10;MQ-040-P18;MQ-085-P07;MQ-005-P08,8,,,,,,1.0,0.5,0.6667,0.5,0.125,1,2,1,1-hop,False
What was the last year of the Castle of Riddles publisher?,1-hop,graphrag,azure,none,0,1445,1544,75,1619,MQ-041-P16,MQ-041-P16;MQ-074-P13;MQ-041-P00;MQ-074-P08;MQ-187-P19;MQ-187-P12;MQ-074-P19;MQ-074-P18,8,,,,,,1.0,0.5,0.6667,0.5,0.125,1,2,1,1-hop,False
Who founded what Robert J Chassell is a member of?,1-hop,graphrag,azure,none,0,1651,897,67,964,MQ-042-P14,MQ-042-P14;MQ-042-P07;MQ-062-P18;MQ-026-P11;MQ-013-P07;MQ-038-P14;MQ-026-P14;MQ-033-P17,8,,,,,,1.0,0.5,0.6667,0.5,0.125,1,2,1,1-hop,False
Who did the star of Dark Hazard play in The Ten Commandments?,1-hop,graphrag,azure,none,0,1203,1400,58,1458,MQ-043-P06;MQ-043-P15,MQ-043-P15;MQ-043-P18;MQ-043-P07;MQ-043-P06;MQ-053-P16;MQ-053-P19;MQ-043-P09;MQ-043-P17,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
with what movie did Mary Philips' husband win his only oscar?,1-hop,graphrag,azure,none,0,1301,1160,66,1226,MQ-044-P14,MQ-044-P16;MQ-044-P02;MQ-080-P11;MQ-044-P14;MQ-123-P15;MQ-172-P17;MQ-118-P10;MQ-044-P15,8,,,,,,1.0,0.5,0.6667,0.5,0.125,1,2,1,1-hop,False
At what local time does the country where Fuser and Alberto meet the indigenous couple traveling to look for work change their clocks for DST?,1-hop,graphrag,azure,none,0,2151,1494,148,1642,MQ-045-P01;MQ-045-P13;MQ-045-P16,MQ-045-P16;MQ-045-P13;MQ-045-P01;MQ-045-P09;MQ-045-P12;MQ-025-P17;MQ-045-P08;MQ-025-P01,8,,,,,,0.3333,0.5,0.4,0.5,0.125,3,2,1,1-hop,False
"Along with Kenny G and the performer of Off the Beaten Path, what artist was featured on smooth jazz stations?",1-hop,graphrag,azure,none,0,1506,746,94,840,MQ-046-P19;MQ-046-P04,MQ-046-P19;MQ-046-P04;MQ-046-P06;MQ-046-P05;MQ-046-P12;MQ-024-P03;MQ-030-P18;MQ-046-P02,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
Where does Hala El Badry's university rank according to QS World University Rankings?,1-hop,graphrag,azure,none,0,1045,1178,47,1225,MQ-047-P15;MQ-047-P00,MQ-047-P00;MQ-047-P15;MQ-047-P06;MQ-047-P19;MQ-047-P17;MQ-047-P13;MQ-047-P07;MQ-174-P16,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
What is the experimental satellite being forerunner to communication satellite of INSAT-4CR's manufacturer called?,1-hop,graphrag,azure,none,0,2071,1198,148,1346,MQ-048-P02;MQ-048-P05,MQ-048-P05;MQ-048-P18;MQ-048-P02;MQ-048-P01;MQ-048-P13;MQ-048-P04;MQ-048-P09;MQ-048-P16,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
When did the stalemate happen in the war where UN troops approached the Yalu River?,1-hop,graphrag,azure,none,0,1961,1671,129,1800,MQ-049-P07;MQ-049-P14;MQ-049-P09,MQ-049-P01;MQ-049-P14;MQ-049-P09;MQ-049-P07;MQ-049-P16;MQ-049-P19;MQ-152-P15;MQ-147-P10,8,,,,,,0.6667,1.0,0.8,1.0,0.25,3,2,1,1-hop,False
What league does the team that uses Dick's Sporting Goods Park play for?,1-hop,graphrag,azure,none,0,1121,1056,48,1104,MQ-050-P07;MQ-128-P00;MQ-050-P15,MQ-050-P07;MQ-128-P00;MQ-050-P15;MQ-050-P13;MQ-128-P18;MQ-050-P01;MQ-120-P16;MQ-120-P00,8,,,,,,0.6667,1.0,0.8,1.0,0.25,3,2,1,1-hop,False
Who was the first president in the country where the Kamchatka Peninsula is located?,1-hop,graphrag,azure,none,0,1662,1508,105,1613,MQ-051-P05;MQ-051-P08,MQ-051-P05;MQ-051-P01;MQ-033-P19;MQ-073-P08;MQ-051-P03;MQ-167-P11;MQ-170-P04;MQ-051-P08,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
When was Q1 who was impeached in england for acts committed as governor general of india impeached?,1-hop,graphrag,azure,none,0,2350,1403,163,1566,MQ-052-P18;MQ-052-P12;MQ-052-P01,MQ-052-P18;MQ-052-P16;MQ-052-P01;MQ-052-P12;MQ-052-P07;MQ-068-P10;MQ-052-P11;MQ-052-P00,8,,,,,,0.3333,0.5,0.4,1.0,0.25,3,2,1,1-hop,False
"This cast member in ""Search for the Gods"" also plays a character in which film?",1-hop,graphrag,azure,none,0,1684,1578,98,1676,MQ-053-P18;MQ-053-P16,MQ-053-P18;MQ-053-P07;MQ-053-P19;MQ-150-P06;MQ-043-P14;MQ-043-P15;MQ-007-P11;MQ-053-P16,8,,,,,,0.5,0.5,0.5,0.5,0.125,2,2,1,1-hop,False
Who is the child of the creator of A Distinguished Member of the Humane Society?,1-hop,graphrag,azure,none,0,1682,1459,88,1547,MQ-054-P07,MQ-054-P07;MQ-132-P01;MQ-021-P15;MQ-039-P01;MQ-054-P10;MQ-182-P17;MQ-132-P11;MQ-112-P05,8,,,,,,1.0,0.5,0.6667,0.5,0.125,1,2,1,1-hop,False
What was the population of the European country the Huguenots felt kinship for emigration to before this emigration?,1-hop,graphrag,azure,none,0,1295,1822,64,1886,MQ-055-P02;MQ-055-P19,MQ-055-P16;MQ-055-P19;MQ-002-P19;MQ-055-P15;MQ-002-P16;MQ-055-P02;MQ-182-P14;MQ-057-P11,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
What company was formed after a merger of the company that built ASM-N-5 Gorgon V?,1-hop,graphrag,azure,none,0,1196,1066,64,1130,MQ-056-P16;MQ-056-P15,MQ-056-P16;MQ-056-P06;MQ-056-P15;MQ-056-P14;MQ-113-P19;MQ-063-P06;MQ-122-P15;MQ-116-P13,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
"According to Pew, in 2010, what percent of Nigeria's population practiced the religion dominant in the countries surrounding Armenia?",1-hop,graphrag,azure,none,0,2413,1956,146,2102,MQ-057-P07;MQ-057-P06;MQ-153-P07,MQ-057-P07;MQ-057-P12;MQ-068-P09;MQ-153-P07;MQ-057-P00;MQ-057-P06;MQ-057-P01;MQ-068-P07,8,,,,,,0.3333,0.5,0.4,0.5,0.125,3,2,1,1-hop,False
From where do buses leave the city CKIS-FM serves?,1-hop,graphrag,azure,none,0,1495,983,101,1084,MQ-058-P10;MQ-096-P07;MQ-112-P14,MQ-058-P10;MQ-087-P04;MQ-058-P15;MQ-195-P09;MQ-058-P08;MQ-087-P02;MQ-096-P07;MQ-112-P14,8,,,,,,0.3333,0.5,0.4,0.5,0.125,3,2,1,1-hop,False
Who is the child of Sigrid Eskilsdotter's child?,1-hop,graphrag,azure,none,0,1361,997,74,1071,MQ-059-P15,MQ-059-P15;MQ-059-P04;MQ-037-P06;MQ-103-P08;MQ-005-P16;MQ-132-P14;MQ-040-P16;MQ-016-P08,8,,,,,,1.0,0.5,0.6667,1.0,0.25,1,2,1,1-hop,False
This is an instance of who was named commander in chief of texas forces by the new national government of texas National Forest?,1-hop,graphrag,azure,none,0,1828,1254,113,1367,MQ-060-P00,MQ-060-P07;MQ-060-P02;MQ-060-P09;MQ-060-P19;MQ-060-P00;MQ-060-P17;MQ-033-P04;MQ-015-P06,8,,,,,,1.0,0.5,0.6667,1.0,0.25,1,2,1,1-hop,False
Who is a cast member of the show that contains the character Michael Knight?,1-hop,graphrag,azure,none,0,960,969,46,1015,MQ-061-P00;MQ-061-P11,MQ-061-P11;MQ-061-P14;MQ-061-P00;MQ-061-P17;MQ-085-P03;MQ-085-P10;MQ-087-P05;MQ-061-P02,8,,,,,,0.5,0.5,0.5,1.0,0.25,2,2,1,1-hop,False
Who was the first black student admitted to where Robert Khayat was educated?,1-hop,graphrag,azure,none,0,1300,1243,81,1324,MQ-062-P18;MQ-062-P16,MQ-062-P18;MQ-062-P16;MQ-105-P04;MQ-069-P13;MQ-097-P14;MQ-062-P03;MQ-062-P08;MQ-062-P09,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
What is the maximum amount of load that can be drawn by the device where 1.1 was the first widely used version?,1-hop,graphrag,azure,none,0,1580,2035,131,2166,MQ-063-P17;MQ-063-P09,MQ-063-P09;MQ-063-P00;MQ-063-P17;MQ-056-P02;MQ-063-P07;MQ-056-P11;MQ-063-P15;MQ-063-P12,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
"Who employs the author of ""Ravenswood: The Steelworkers' Victory and the Revival of American Labor""?",1-hop,graphrag,azure,none,0,1554,937,100,1037,MQ-064-P12;MQ-064-P07,MQ-064-P12;MQ-064-P10;MQ-064-P11;MQ-064-P07;MQ-008-P06;MQ-095-P06;MQ-006-P14;MQ-013-P06,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
"Why was Common Sense, by the same author as Rights of Man, an important work?",1-hop,graphrag,azure,none,0,2508,1510,208,1718,MQ-065-P05;MQ-065-P00;MQ-065-P15,MQ-065-P05;MQ-065-P15;MQ-065-P00;MQ-065-P13;MQ-143-P08;MQ-008-P07;MQ-008-P14;MQ-065-P04,8,,,,,,0.6667,1.0,0.8,1.0,0.25,3,2,1,1-hop,False
Who was the spouse of the person the Bible says was the first king of Israel?,1-hop,graphrag,azure,none,0,1485,1170,63,1233,MQ-066-P15;MQ-066-P05,MQ-066-P17;MQ-066-P15;MQ-066-P05;MQ-066-P08;MQ-066-P12;MQ-066-P18;MQ-066-P16;MQ-000-P15,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
The native country of emu birds started conscription. This occurred during the war depicted in The Things They Carried. What year did the draft start?,2-hop,graphrag,azure,none,0,1402,1351,76,1427,MQ-067-P12;MQ-067-P16,MQ-067-P12;MQ-067-P11;MQ-067-P17;MQ-067-P16;MQ-147-P10;MQ-152-P15;MQ-067-P01;MQ-045-P15,8,,,,,,1.0,0.6667,0.8,0.6667,0.25,2,3,2,2-hop,False
In the Arabic dictionary what is the meaning of the word that also refers to the majority religion in India when the country containing the Neolithic graveyards was created?,2-hop,graphrag,azure,none,0,2256,2003,169,2172,MQ-057-P01;MQ-068-P07;MQ-068-P09;MQ-068-P01;MQ-068-P14,MQ-057-P01;MQ-068-P07;MQ-068-P09;MQ-068-P01;MQ-068-P16;MQ-145-P14;MQ-068-P02;MQ-068-P14,8,,,,,,0.4,0.6667,0.5,0.6667,0.25,5,3,2,2-hop,False
"When did the party that had majorities in Congress prior to the 1954 elections, take control of the organization that determines the rules of the US house and US senate?",2-hop,graphrag,azure,none,0,2738,1351,222,1573,MQ-105-P13;MQ-069-P14;MQ-081-P01;MQ-070-P02;MQ-105-P14;MQ-105-P11;MQ-070-P01,MQ-069-P14;MQ-081-P01;MQ-070-P02;MQ-105-P14;MQ-081-P18;MQ-105-P13;MQ-105-P11;MQ-070-P01,8,,,,,,0.0,0.0,0.0,0.0,0.0,7,3,2,2-hop,False
When did the party holding the majority in the House of Representatives take control of the determiner of rules of the House and Senate?,2-hop,graphrag,azure,none,0,2330,1266,174,1440,MQ-069-P14;MQ-081-P01;MQ-070-P02;MQ-105-P14;MQ-070-P08;MQ-081-P13;MQ-081-P14,MQ-069-P14;MQ-081-P01;MQ-070-P02;MQ-105-P14;MQ-070-P08;MQ-081-P18;MQ-081-P13;MQ-081-P14,8,,,,,,0.0,0.0,0.0,0.0,0.0,7,3,2,2-hop,False
When was the death penalty reinstated in the state that contains the county where Howard Mill is located?,2-hop,graphrag,azure,none,0,1443,1117,101,1218,MQ-071-P02;MQ-071-P00,MQ-033-P18;MQ-071-P00;MQ-071-P02;MQ-033-P12;MQ-042-P19;MQ-195-P02;MQ-040-P17;MQ-071-P09,8,,,,,,1.0,0.6667,0.8,0.6667,0.25,2,3,2,2-hop,False
What does SEAL stand for in the military group that is part of the branch that operates the USS Askari?,2-hop,graphrag,azure,none,0,1625,1134,75,1209,MQ-072-P01;MQ-072-P08,MQ-072-P08;MQ-072-P01;MQ-098-P03;MQ-113-P14;MQ-072-P09;MQ-098-P12;MQ-113-P07;MQ-072-P02,8,,,,,,1.0,0.6667,0.8,0.6667,0.25,2,3,2,2-hop,False
