query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,citation_precision,citation_recall,citation_f1,retrieval_recall,context_precision,n_cited,n_gold,hop_count,stratum,is_cross_module
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,1-hop,graphrag,azure,none,1,3850,1335,470,1805,INS-020;SAR-013;PLD-019;INS-022;SAR-009;FCC-043,SAR-009;SAR-013;INS-019;GPS-012;GPS-004;INS-022;NAV-011;PLD-019;AUTO-014;FCC-043;GPS-010;GPS-011;GPS-015;INS-009;INS-020,15,0,,,,,0.3333,1.0,0.5,1.0,0.1333,6,2,1,1-hop,True
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,1-hop,vanilla,azure,none,1,1881,569,194,763,FCC-023;EMS-006;AUTO-009,AUTO-009;FCC-010;FCC-023;EMS-002;FMS-010,5,0,,,,,0.6667,1.0,0.8,0.5,0.2,3,2,1,1-hop,True
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,1-hop,graphrag,azure,none,1,3342,1567,223,1790,FCC-023;EMS-006;FCC-009;FCC-010,AUTO-009;FCC-010;FCC-023;EMS-002;FMS-010;AUTO-010;EMS-004;FCC-009;BIT-024;EMS-001;EMS-006;EMS-010;EMS-020;EMS-033;EPS-001,15,0,,,,,0.5,1.0,0.6667,1.0,0.1333,4,2,1,1-hop,True
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",1-hop,vanilla,azure,none,1,1140,519,95,614,EMS-034;EMS-006,EMS-034;EPS-024;HMI-120;ENG-008;EMS-005,5,0,,,,,1.0,1.0,1.0,0.5,0.2,2,2,1,1-hop,False
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",1-hop,graphrag,azure,none,1,2029,1341,108,1449,EMS-034;EMS-006,EMS-034;EPS-024;HMI-120;ENG-008;EMS-005;EMS-009;EMS-035;HMI-210;COMM-021;EMS-006;EMS-023;EPS-004;EPS-005;EPS-006;EPS-011,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,False
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,1-hop,vanilla,azure,none,1,1149,482,61,543,STR-008;EMS-020,EMS-020;FMS-031;FCC-030;HMI-045;FCC-021,5,0,,,,,1.0,1.0,1.0,0.5,0.2,2,2,1,1-hop,True
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,1-hop,graphrag,azure,none,1,2767,1814,146,1960,STR-008;EMS-020;FCC-049,EMS-020;FMS-031;FCC-030;HMI-045;FCC-021;STR-002;EMS-007;FMS-038;EMS-033;FCC-010;FCC-038;FCC-049;STR-008;ALX2-FCC-004;AUTO-025,15,0,,,,,0.6667,1.0,0.8,1.0,0.1333,3,2,1,1-hop,True
How is the flight data recorder’s operator-action logging requirement satisfied by the ground control station’s audit trail and retention provisions?,1-hop,vanilla,azure,none,1,2551,473,226,699,FDR-012;FDR-015;GCS-010;FDR-002,GCS-010;FDR-012;FDR-002;FDR-015;GCS-018,5,0,,,,,0.25,0.5,0.3333,0.5,0.2,4,2,1,1-hop,True
How is the flight data recorder’s operator-action logging requirement satisfied by the ground control station’s audit trail and retention provisions?,1-hop,graphrag,azure,none,1,3361,1486,188,1674,FDR-045;GCS-010,GCS-010;FDR-012;FDR-002;FDR-015;GCS-018;FDR-035;FDR-022;FCC-012;AUTO-010;FCC-037;FDR-008;FDR-045;FMS-022;LDG-026;NBC3-GPS-002,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,True
Which HMI requirement implements the flight control single-engine-out detection and automatic rudder-trim alerting behavior for operator notification?,1-hop,vanilla,azure,none,1,2601,505,166,671,HMI-020;ALX2-FCC-003,HMI-020;ALX2-FCC-003;HMI-050;HMI-090;HMI-009,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,True
Which HMI requirement implements the flight control single-engine-out detection and automatic rudder-trim alerting behavior for operator notification?,1-hop,graphrag,azure,none,1,2360,1233,110,1343,HMI-020;ALX2-FCC-003,HMI-020;ALX2-FCC-003;HMI-050;HMI-090;HMI-009;HMI-060;HMI-010;HMI-045;ADS-014;ALX2-AUTO-003;AUTO-010;AUTO-031;ENG-018;ENG-028;ENG-044,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,True
"For the Nimbus-C3 external cargo pod interface, what FCC lane architecture is the PMC’s MIL-STD-1760 umbilical implementation referencing?",1-hop,vanilla,azure,none,1,2240,600,146,746,NBC3-FCC-003;PLD-026,PLD-026;PLD-030;ENG-033;NBC3-FCC-003;PLD-031,5,0,,,,,0.5,0.5,0.5,0.5,0.2,2,2,1,1-hop,True
"For the Nimbus-C3 external cargo pod interface, what FCC lane architecture is the PMC’s MIL-STD-1760 umbilical implementation referencing?",1-hop,graphrag,azure,none,1,1848,1353,103,1456,PLD-026;NBC3-FCC-003;FCC-003,PLD-026;PLD-030;ENG-033;NBC3-FCC-003;PLD-031;PLD-001;PLD-023;NBC3-CDL-001;EOIR-002;EOIR-025;FCC-003;HMI-155;SAR-021;ALX2-AUTO-003;ALX2-FCC-001,15,0,,,,,0.6667,1.0,0.8,1.0,0.1333,3,2,1,1-hop,True
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",1-hop,vanilla,azure,none,1,3127,692,352,1044,CDL-030;FCC-031;FCC-040,FCC-031;FCC-040;FCC-007;GCS-011;CDL-030,5,0,,,,,0.6667,1.0,0.8,1.0,0.4,3,2,1,1-hop,True
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",1-hop,graphrag,azure,none,1,3412,1930,389,2319,CDL-030;CDL-035;FCC-031;FCC-040;SEC-008;CDL-013,FCC-031;FCC-040;FCC-007;GCS-011;CDL-030;FMS-022;SEC-008;SEC-003_1;AUTO-001;AUTO-006;AUTO-033;CDL-013;CDL-035;CDL-040;COMM-023,15,0,,,,,0.3333,1.0,0.5,1.0,0.1333,6,2,1,1-hop,True
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,1-hop,vanilla,azure,none,1,3654,553,215,768,EOIR-025;PLD-031,EOIR-025;PLD-031;EOIR-017;SAR-021;CDL-010,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,True
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,1-hop,graphrag,azure,none,1,2475,1351,169,1520,EOIR-025;PLD-031,EOIR-025;PLD-031;EOIR-017;SAR-021;CDL-010;PLD-013;ALX2-PLD-001;EOIR-015;CDL-015;EOIR-002;HMI-006;PLD-011;RADAR-017;SAR-001;SAR-002,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,True
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",1-hop,vanilla,azure,none,1,5678,757,406,1163,INS-005;INS-040;INS-013,INS-005;INS-040;INS-036;INS-013;FMS-005,5,0,,,,,0.6667,1.0,0.8,1.0,0.4,3,2,1,1-hop,False
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",1-hop,graphrag,azure,none,1,3654,2012,360,2372,INS-005;INS-040,INS-005;INS-040;INS-036;INS-013;FMS-005;INS-033;FCC-005;NAV-005;AUTO-002;EMS-005;FCC-007;FCC-032;FCC-037;FMS-033;HMI-070,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,False
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",1-hop,vanilla,azure,none,1,3095,524,341,865,NAV-028;INS-028;INS-029;SEC-025,NAV-028;INS-028;INS-029;SEC-025;INS-052,5,0,,,,,0.5,1.0,0.6667,1.0,0.4,4,2,1,1-hop,True
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",1-hop,graphrag,azure,none,1,3651,1485,210,1695,NAV-028;INS-028;SEC-028;INS-052,NAV-028;INS-028;INS-029;SEC-025;INS-052;NAV-008;NAV-015;NAV-011;FCC-017;GPS-022;INS-019;SEC-028;EMS-021;EMS-033;FCC-016,15,0,,,,,0.5,1.0,0.6667,1.0,0.1333,4,2,1,1-hop,True
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,1-hop,vanilla,azure,none,1,1968,664,250,914,FCC-038;FCC-028,FCC-028;FCC-023;FCC-026;FCC-030;FCC-038,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,1-hop,graphrag,azure,none,1,2580,1362,268,1630,FCC-038;FCC-028;FCC-026,FCC-028;FCC-023;FCC-026;FCC-030;FCC-038;AUTO-015;AUTO-011;AUTO-027;ALX2-FCC-004;AUTO-020;AUTO-023;AUTO-025;AUTO-028;AUTO-030;BIT-024,15,0,,,,,0.6667,1.0,0.8,1.0,0.1333,3,2,1,1-hop,False
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",1-hop,vanilla,azure,none,1,2818,466,188,654,SEC-010;AUTO-006;CDL-030;ICE-019;FCC-011,AUTO-006;GCS-008;ICE-019;EMS-024;FCC-011,5,0,,,,,0.4,1.0,0.5714,0.5,0.2,5,2,1,1-hop,True
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",1-hop,graphrag,azure,none,1,3596,1280,219,1499,AUTO-020;AUTO-022;SEC-010;AUTO-006;ICE-019;FCC-011;CDL-030,AUTO-006;GCS-008;ICE-019;EMS-024;FCC-011;SEC-015;HMI-050;EPS-018;APM-029;AUTO-010;AUTO-020;AUTO-022;BIT-020;BIT-031;CDL-030,15,0,,,,,0.2857,1.0,0.4444,0.5,0.0667,7,2,1,1-hop,True
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,1-hop,vanilla,azure,none,1,1625,669,145,814,SEC-008;FCC-031;CDL-013;FCC-040,FCC-031;FCC-040;SEC-008;SEC-014;FCC-007,5,0,,,,,0.5,1.0,0.6667,1.0,0.4,4,2,1,1-hop,True
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,1-hop,graphrag,azure,none,1,1875,1660,141,1801,SEC-008;FCC-031;CDL-013;FCC-040,FCC-031;FCC-040;SEC-008;SEC-014;FCC-007;SEC-003_1;EMS-025;GCS-011;AUTO-001;CDL-013;CDL-030;CDL-035;FCC-005;FCC-011;FMS-022,15,0,,,,,0.5,1.0,0.6667,1.0,0.1333,4,2,1,1-hop,True
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,1-hop,vanilla,azure,none,1,1908,502,76,578,HMI-025;SKT1-FCC-003,HMI-025;HMI-009;HMI-050;HMI-004;HMI-015,5,0,,,,,1.0,1.0,1.0,0.5,0.2,2,2,1,1-hop,True
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,1-hop,graphrag,azure,none,1,1229,1252,123,1375,HMI-025;SKT1-FCC-003,HMI-025;HMI-009;HMI-050;HMI-004;HMI-015;SKT1-FCC-003;HMI-090;HMI-055;ADS-014;AUTO-010;AUTO-023;FCC-003;FCC-029;HMI-220;ADS-026,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,True
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,1-hop,vanilla,azure,none,1,2242,552,109,661,APM-009;APM-037,APM-037;APM-009;CDL-025;DLNK-016;PWR-035,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,1-hop,graphrag,azure,none,1,1923,1342,152,1494,APM-037;APM-009;AUTO-022,APM-037;APM-009;CDL-025;DLNK-016;PWR-035;PWR-018;FCC-055;COMM-016;AUTO-022;EMS-029;FCC-036;GPS-026;INS-035;NAV-026;PLD-028,15,0,,,,,0.6667,1.0,0.8,1.0,0.1333,3,2,1,1-hop,False
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,1-hop,vanilla,azure,none,1,1927,530,127,657,GCS-012;NAV-029,GCS-012;FMS-034;NAV-010;NAV-029;HMI-005,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,True
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,1-hop,graphrag,azure,none,1,2664,1638,134,1772,GCS-012;NAV-029,GCS-012;FMS-034;NAV-010;NAV-029;HMI-005;NAV-030;GPS-013;INS-038;ADS-002;ADS-020;AUTO-020;CDL-031;DLNK-006;FDR-016;FMS-007,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,True
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",1-hop,vanilla,azure,none,1,3527,785,253,1038,GCS-034;CDL-033;CDL-013,GCS-034;CDL-033;CDL-030;FCC-040;FCC-031,5,0,,,,,0.6667,1.0,0.8,1.0,0.4,3,2,1,1-hop,True
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",1-hop,graphrag,azure,none,1,4299,2054,289,2343,CDL-033;GCS-034;CDL-013,GCS-034;CDL-033;CDL-030;FCC-040;FCC-031;ICE-019;GCS-033;GCS-022;AUTO-006;AUTO-033;CDL-013;CDL-034;CDL-035;COMM-023;ENG-021,15,0,,,,,0.6667,1.0,0.8,1.0,0.1333,3,2,1,1-hop,True
How is the SAR status telemetry publication to the mission computer aligned with the payload telemetry aggregation and downlink path?,1-hop,vanilla,azure,none,1,2552,490,254,744,SAR-019;PLD-011;GCS-018;SAR-021,PLD-011;SAR-019;SAR-010;SAR-021;GCS-018,5,0,,,,,0.5,1.0,0.6667,1.0,0.4,4,2,1,1-hop,True
How is the SAR status telemetry publication to the mission computer aligned with the payload telemetry aggregation and downlink path?,1-hop,graphrag,azure,none,1,2262,1276,188,1464,SAR-019;PLD-011,PLD-011;SAR-019;SAR-010;SAR-021;GCS-018;SAR-013;SAR-009;SAR-018;BIT-026;CDL-031;EOIR-015;FDR-002;GPS-011;HMI-006;INS-020,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,True
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,1-hop,vanilla,azure,none,1,1885,583,177,760,PLD-033;PLD-009,PLD-009;PLD-033;PLD-021;PLD-003;PLD-016,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,1-hop,graphrag,azure,none,1,3385,1558,198,1756,PLD-033;PLD-009,PLD-009;PLD-033;PLD-021;PLD-003;PLD-016;PLD-017;PLD-031;PLD-034;BIT-030;CDL-030;CDL-033;EOIR-025;SAR-021;STR-038;AUTO-006,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,False
Which SAR status message fields and update rate provide the health input the built-in test function aggregates into the overall payload health report?,1-hop,vanilla,azure,none,1,1114,618,65,683,SAR-019;BIT-026,BIT-026;SAR-019;COMM-020;FCC-051;APM-026,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,True
Which SAR status message fields and update rate provide the health input the built-in test function aggregates into the overall payload health report?,1-hop,graphrag,azure,none,1,1009,1653,78,1731,SAR-019;BIT-026,BIT-026;SAR-019;COMM-020;FCC-051;APM-026;CDL-029;INS-020;BIT-027;AUTO-032;BIT-028;CDL-031;EOIR-024;FCC-016;FDR-016;GCS-005,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,True
Which sensor safety interlocks must the SAR mode logic enforce before allowing transition from standby into any transmitting mode?,1-hop,vanilla,azure,none,1,3465,495,234,729,PLD-006;SAR-005;PLD-018;SAR-015;SAR-025,SAR-015;SAR-005;SAR-025;PLD-006;SAR-016,5,0,,,,,0.4,1.0,0.5714,0.5,0.2,5,2,1,1-hop,True
Which sensor safety interlocks must the SAR mode logic enforce before allowing transition from standby into any transmitting mode?,1-hop,graphrag,azure,none,1,1857,1195,140,1335,PLD-006;SAR-005;PLD-018;SAR-015,SAR-015;SAR-005;SAR-025;PLD-006;SAR-016;PLD-007;PLD-018;SAR-004;EOIR-006;EOIR-030;PLD-036;STR-042;HMI-160;SAR-002,14,0,,,,,0.5,1.0,0.6667,1.0,0.1429,4,2,1,1-hop,True
"Which test requirement verifies, by RF-simulator satellite-fault injection, the FDE requirement to detect and exclude an unhealthy satellite within six seconds?",1-hop,vanilla,azure,none,1,867,543,63,606,GPS-034;GPS-014,GPS-034;GPS-014;FMS-044;FDR-070;ENG-042,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
"Which test requirement verifies, by RF-simulator satellite-fault injection, the FDE requirement to detect and exclude an unhealthy satellite within six seconds?",1-hop,graphrag,azure,none,1,1068,1569,63,1632,GPS-034;GPS-014,GPS-034;GPS-014;FMS-044;FDR-070;ENG-042;FCC-055;ENG-043;FCC-052;ENG-036;ENG-039;FCC-013;FCC-014;FCC-015;FCC-036;FDR-004,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,False
"Which operator command categories must the fuel subsystem accept via the command/data link interface, and how are those commands routed?",1-hop,vanilla,azure,none,1,2565,658,246,904,SEC-010;FUEL-025;GCS-034;CDL-035;CDL-030,FUEL-025;CDL-035;GCS-034;CDL-030;FUEL-026,5,0,,,,,0.4,1.0,0.5714,1.0,0.4,5,2,1,1-hop,True
"Which operator command categories must the fuel subsystem accept via the command/data link interface, and how are those commands routed?",1-hop,graphrag,azure,none,1,4529,2126,325,2451,CDL-030;SEC-010;FUEL-025;CDL-033;GCS-034;CDL-035,FUEL-025;CDL-035;GCS-034;CDL-030;FUEL-026;CDL-031;ICE-019;FUEL-024;AUTO-006;AUTO-033;CDL-033;CDL-034;COMM-023;EMS-010;ENG-014,15,0,,,,,0.3333,1.0,0.5,1.0,0.1333,6,2,1,1-hop,True
Which flight-control cross-channel data link timing and integrity behavior must BIT monitor to satisfy CBIT consistency-check verification?,1-hop,vanilla,azure,none,1,2890,469,149,618,BIT-023;BIT-012;BIT-007,BIT-023;BIT-016;BIT-007;BIT-012;BIT-040,5,0,,,,,0.3333,0.5,0.4,0.5,0.2,3,2,1,1-hop,True
Which flight-control cross-channel data link timing and integrity behavior must BIT monitor to satisfy CBIT consistency-check verification?,1-hop,graphrag,azure,none,1,3594,1197,266,1463,FCC-046;BIT-023,BIT-023;BIT-016;BIT-007;BIT-012;BIT-040;BIT-036;BIT-010;FCC-047;BIT-006;BIT-008;BIT-039;EMS-019;EMS-032;FCC-019;FCC-046,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,True
"Which integration-rig HIL test verifies the backup GCS cold-standby switchover requirement, including two-minute recovery and retained control authority?",1-hop,vanilla,azure,none,1,1925,527,88,615,GCS-040;GCS-025,GCS-040;GCS-025;GCS-038;NAV-035;PWR-034,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
"Which integration-rig HIL test verifies the backup GCS cold-standby switchover requirement, including two-minute recovery and retained control authority?",1-hop,graphrag,azure,none,1,892,1333,80,1413,GCS-040;GCS-025,GCS-040;GCS-025;GCS-038;NAV-035;PWR-034;PWR-035;TCS-020;EMS-034;EMS-006;FMS-021;GCS-021;NAV-007;PWR-006;PWR-018;AUTO-009,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,False
"Which flight-control initialization constraint governs the termination-mode full nose-down, throttle-cut command before subsequent recovery commands are rejected?",1-hop,vanilla,azure,none,1,3233,465,145,610,EMS-026;STR7-FCC-006;EMS-025,EMS-026;STR7-FCC-006;EMS-025;FCC-007;ENG-005,5,0,,,,,0.3333,0.5,0.4,0.5,0.2,3,2,1,1-hop,True
"Which flight-control initialization constraint governs the termination-mode full nose-down, throttle-cut command before subsequent recovery commands are rejected?",1-hop,graphrag,azure,none,1,2466,1213,171,1384,EMS-026;STR7-FCC-006;EMS-025,EMS-026;STR7-FCC-006;EMS-025;FCC-007;ENG-005;AUTO-021;ENG-018;ENG-036;ALX2-FCC-003;AUTO-001;EMS-023;EMS-030;ENG-043;ENG-044;FCC-003,15,0,,,,,0.3333,0.5,0.4,0.5,0.0667,3,2,1,1-hop,True
"For the Skyrunner-T1 test configuration, how is the FCC’s duplex single-LRU architecture derived from the platform-dependent independent-lane requirement?",1-hop,vanilla,azure,none,1,3303,572,405,977,SKT1-FCC-001;FCC-003;ALX2-FCC-001;STR7-FCC-001,SKT1-FCC-001;SKT1-CDL-001;ALX2-FCC-001;STR7-FCC-001;PWR-020,5,0,,,,,0.5,1.0,0.6667,0.5,0.2,4,2,1,1-hop,False
"For the Skyrunner-T1 test configuration, how is the FCC’s duplex single-LRU architecture derived from the platform-dependent independent-lane requirement?",1-hop,graphrag,azure,none,1,2837,1403,285,1688,FCC-003;SKT1-FCC-001,SKT1-FCC-001;SKT1-CDL-001;ALX2-FCC-001;STR7-FCC-001;PWR-020;SKT1-FCC-002;INS-003;SKT1-LDG-001;CDL-010;FCC-003;LDG-004;PWR-012;PWR-025;SKT1-INS-001;STR7-INS-001,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,False
"In linked mode, what ground-station command latency supports the command-data link’s 20 Hz command reception and downstream routing?",1-hop,vanilla,azure,none,1,2225,487,192,679,GCS-006;CDL-011,CDL-011;GCS-006;CDL-009;CDL-038;CDL-027,5,0,,,,,0.5,0.5,0.5,0.5,0.2,2,2,1,1-hop,True
"In linked mode, what ground-station command latency supports the command-data link’s 20 Hz command reception and downstream routing?",1-hop,graphrag,azure,none,1,2381,1747,119,1866,GCS-006;CDL-030;CDL-035,CDL-011;GCS-006;CDL-009;CDL-038;CDL-027;CDL-030;DLNK-015;DLNK-004;AUTO-006;AUTO-033;CDL-035;COMM-006;COMM-023;ENG-021;FCC-031,15,0,,,,,0.6667,1.0,0.8,1.0,0.1333,3,2,1,1-hop,True
What maintenance Ethernet port constraints and authentication conditions govern the FMS flight-plan upload/download interface?,1-hop,vanilla,azure,none,1,4686,535,305,840,FCC-044;SEC-015;FMS-035;SEC-020;SEC-022,FMS-035;FDR-055;SEC-015;FCC-044;SEC-022,5,0,,,,,0.4,1.0,0.5714,1.0,0.4,5,2,1,1-hop,True
What maintenance Ethernet port constraints and authentication conditions govern the FMS flight-plan upload/download interface?,1-hop,graphrag,azure,none,1,4299,1257,438,1695,FMS-035;FCC-044;SEC-015;GCS-008;SEC-022,FMS-035;FDR-055;SEC-015;FCC-044;SEC-022;FMS-022;GCS-011;HMI-037;APM-029;BIT-020;BIT-031;CDL-030;CDL-040;FDR-012;GCS-008,15,0,,,,,0.4,1.0,0.5714,1.0,0.1333,5,2,1,1-hop,True
