query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,judge_gpt5_faithful,judge_gpt5_reason,judge_gpt41_faithful,judge_gpt41_reason,judge_gemini_faithful,judge_gemini_reason,judge_unanimous
What team is the highest goal scorer in the EPL a member of?,1-hop,graphrag,azure,none,0,3842,1517,98,1615,MQ-036-P18;MQ-036-P11;MQ-050-P17;MQ-090-P16;MQ-108-P09;MQ-090-P05;MQ-108-P04;MQ-050-P10;MQ-036-P02,MQ-036-P18;MQ-036-P11;MQ-050-P17;MQ-090-P16;MQ-108-P09;MQ-090-P05;MQ-108-P04;MQ-050-P10;MQ-036-P02,9,0,,,,,False,"No answer was provided, so there are no factual claims to assess.",True,All factual claims about Alan Shearer being the highest Premier League goalscorer and his membership in Blackburn Rovers and Newcastle United are directly supported by the contexts.,,skipped,False
What is the experimental satellite being forerunner to communication satellite of INSAT-4CR's manufacturer called?,1-hop,vanilla,azure,none,0,3917,889,170,1059,MQ-048-P05;MQ-048-P18;MQ-048-P02;MQ-048-P01;MQ-048-P13,MQ-048-P05;MQ-048-P18;MQ-048-P02;MQ-048-P01;MQ-048-P13,5,0,,,,,False,"The answer is missing, so no factual claims can be verified from the provided contexts.",False,The claim about ATS-6 being relevant to INSAT-4CR’s manufacturer is not supported; the contexts do not link the two.,,skipped,True
"What franchise of the pro soccer organization headquartered in New York, is based in the city that produced the album considered the true portrait of the No Wave movement?",2-hop,agentic-graph,azure,none,0,15485,4404,410,4814,MQ-128-P11,MQ-128-P11;MQ-030-P16;MQ-030-P00;MQ-030-P06;MQ-020-P04,5,3,continue,semantic,,,False,The answer is empty and does not provide the requested franchise grounded in the contexts.,True,Every claim is directly grounded in the retrieved contexts and the answer makes clear what is supported and what is not.,,skipped,False
Where was Mary's betrothed born?,1-hop,vanilla,azure,none,0,2527,996,71,1067,MQ-003-P10;MQ-003-P11;MQ-003-P05;MQ-012-P14;MQ-003-P06,MQ-003-P10;MQ-003-P11;MQ-003-P05;MQ-012-P14;MQ-003-P06,5,0,,,,,True,"The answer contains no factual claims, so nothing is unsupported.",True,The answer correctly states that the contexts do not provide information about Joseph's birthplace.,,skipped,True
"In 1990, who became the president of the country that Germany invaded?",1-hop,vanilla,azure,none,0,2560,932,53,985,MQ-186-P01;MQ-035-P04;MQ-035-P08;MQ-035-P13;MQ-127-P12,MQ-186-P01;MQ-035-P04;MQ-035-P08;MQ-035-P13;MQ-127-P12,5,0,,,,,False,The answer is empty and does not answer the question using the provided contexts.,True,All claims are directly supported by the retrieved contexts or correctly identify missing information.,,skipped,False
Where do greyhound buses leave from in the city where the headquarters of Care Bears: Journey to Joke-a-lot's production company is located?,2-hop,graphrag,azure,none,0,5215,1650,107,1757,MQ-096-P09;MQ-112-P10;MQ-058-P05;MQ-080-P18;MQ-110-P04;MQ-112-P02;MQ-096-P10;MQ-112-P09;MQ-096-P06;MQ-112-P00;MQ-096-P03,MQ-096-P09;MQ-112-P10;MQ-058-P05;MQ-080-P18;MQ-110-P04;MQ-112-P02;MQ-096-P10;MQ-112-P09;MQ-096-P06;MQ-112-P00;MQ-096-P03,11,0,,,,,False,The answer is empty and does not answer the question using the provided contexts.,True,"All claims are directly supported: Nelvana Limited is stated as the production company, the headquarters location is not specified, and Greyhound buses leave from Toronto Coach Terminal at 610 Bay Str",,skipped,False
What continent is the country located near the country of citizenship of The Book Thief's author part of?,3+-hop,graphrag,azure,none,0,5351,1594,120,1714,MQ-169-P02;MQ-169-P14;MQ-130-P11;MQ-126-P04;MQ-169-P16;MQ-146-P08;MQ-150-P06;MQ-169-P13;MQ-146-P04;MQ-169-P04;MQ-146-P03,MQ-169-P02;MQ-169-P14;MQ-130-P11;MQ-126-P04;MQ-169-P16;MQ-146-P08;MQ-150-P06;MQ-169-P13;MQ-146-P04;MQ-169-P04;MQ-146-P03,11,0,,,,,True,"The answer contains no factual claims, so nothing is unsupported.",True,The answer does not claim more than what is supported by the provided contexts and explicitly identifies missing links.,,skipped,True
Who played king whose regal Name did Albert Adopt in the king's speech?,1-hop,vanilla,azure,none,0,3059,920,120,1040,MQ-016-P05;MQ-016-P07;MQ-016-P12;MQ-016-P00;MQ-016-P06,MQ-016-P05;MQ-016-P07;MQ-016-P12;MQ-016-P00;MQ-016-P06,5,0,,,,,True,"The contexts support that Colin Firth played the future King George VI, and that Albert adopted the regnal name George VI.",True,"Every factual claim is directly supported by the contexts, including Colin Firth playing King George VI and Albert adopting the regnal name George VI.",,skipped,True
What month did the person who retained trust in Longchamp go away to the Holy Land?,1-hop,agentic-graph,azure,none,0,13517,4520,285,4805,MQ-025-P18,MQ-025-P18;MQ-025-P09;MQ-025-P13;MQ-025-P06;MQ-041-P09,5,3,continue,semantic,,,False,"The contexts identify Richard as the person whose trust Longchamp retained, but do not state any month when Richard went to the Holy Land.",True,The answer correctly states that the month of departure is not present in the retrieved contexts.,,skipped,False
"How were the people that the Somali Muslim Ajuran Empire made coins to proclaim independence from, expelled from the country that Minyekyawdin lived in?",2-hop,vanilla,azure,none,0,4044,895,199,1094,MQ-111-P16;MQ-092-P17;MQ-139-P09;MQ-179-P17;MQ-196-P04,MQ-111-P16;MQ-092-P17;MQ-139-P09;MQ-179-P17;MQ-196-P04,5,0,,,,,True,"The answer contains no factual claims, so there is nothing unsupported by the contexts.",False,"The answer introduces information not present in the contexts, such as the lack of information about coins, the identity of the people, and 'Minyekyawdin,' which are not mentioned in any retrieved con",,skipped,False
From where do buses leave the city CKIS-FM serves?,1-hop,vanilla,azure,none,0,2459,634,53,687,MQ-058-P10;MQ-087-P04;MQ-058-P15;MQ-195-P09;MQ-058-P08,MQ-058-P10;MQ-087-P04;MQ-058-P15;MQ-195-P09;MQ-058-P08,5,0,,,,,False,The answer is empty and does not answer the question from the provided contexts.,True,The answer correctly states that no information about bus departures is present in the retrieved contexts.,,skipped,False
Who played king whose regal Name did Albert Adopt in the king's speech?,1-hop,graphrag,azure,none,0,3442,1383,77,1460,MQ-016-P05;MQ-016-P07;MQ-016-P12;MQ-016-P00;MQ-016-P06;MQ-016-P04;MQ-028-P10;MQ-003-P16,MQ-016-P05;MQ-016-P07;MQ-016-P12;MQ-016-P00;MQ-016-P06;MQ-016-P04;MQ-028-P10;MQ-003-P16,8,0,,,,,True,"The answer contains no factual claims, so nothing is unsupported.",True,"All claims are directly supported by the retrieved contexts, including Colin Firth playing King George VI and Albert adopting the regnal name George VI.",,skipped,True
Who played who sang is she really going out with him in the composer of speechless movie?,2-hop,vanilla,azure,none,0,4317,639,176,815,MQ-103-P03;MQ-119-P08;MQ-125-P06;MQ-006-P10;MQ-119-P09,MQ-103-P03;MQ-119-P08;MQ-125-P06;MQ-006-P10;MQ-119-P09,5,0,,,,,False,The answer is empty and does not address the question using the provided contexts.,False,The answer adds details and cites requirement IDs not found in the retrieved contexts.,,skipped,True
"What is the average daytime temperature in the region where Richmond is found, in the state where WGCK-FM is located?",2-hop,graphrag,azure,none,0,4564,1554,154,1708,MQ-101-P06;MQ-195-P10;MQ-101-P00;MQ-101-P03;MQ-101-P16;MQ-101-P04;MQ-013-P06;MQ-058-P17;MQ-101-P17,MQ-101-P06;MQ-195-P10;MQ-101-P00;MQ-101-P03;MQ-101-P16;MQ-101-P04;MQ-013-P06;MQ-058-P17;MQ-101-P17,9,0,,,,,False,The answer is empty and does not provide the requested supported fact.,True,All claims in the answer are explicitly grounded in the retrieved contexts without unsupported detail or inference.,,skipped,False
When did the party holding the majority in the House of Representatives take control of the determiner of rules of the House and Senate?,2-hop,graphrag,azure,none,0,4706,1228,149,1377,MQ-069-P14;MQ-081-P01;MQ-070-P02;MQ-105-P14;MQ-070-P08;MQ-081-P18;MQ-081-P13;MQ-081-P14,MQ-069-P14;MQ-081-P01;MQ-070-P02;MQ-105-P14;MQ-070-P08;MQ-081-P18;MQ-081-P13;MQ-081-P14,8,0,,,,,False,"The answer is empty and does not answer the question, so it is not supported by the provided contexts.",False,The answer includes unsupported claims about the context and makes assertions about content not present in the retrieved contexts.,,skipped,True
In what region of Phu Luong's country is John Phan's birthplace located?,2-hop,vanilla,azure,none,0,2781,582,68,650,MQ-089-P17;MQ-099-P12;MQ-099-P07;MQ-099-P00;MQ-084-P09,MQ-089-P17;MQ-099-P12;MQ-099-P07;MQ-099-P00;MQ-084-P09,5,0,,,,,False,"The answer is missing, so no factual claims can be verified from the contexts.",True,All statements are directly supported or logically deduced from the contexts without adding unsupported details.,,skipped,False
What publisher was formed from the owner of the The Daily News?,1-hop,vanilla,azure,none,0,2787,657,105,762,MQ-013-P02;MQ-013-P13;MQ-013-P18;MQ-013-P15;MQ-013-P06,MQ-013-P02;MQ-013-P13;MQ-013-P18;MQ-013-P15;MQ-013-P06,5,0,,,,,False,The answer is empty and does not answer the question based on the provided contexts.,True,The answer cites only supported facts from the contexts: MediaNews Group owned The Daily News and merged to become Digital First Media.,,skipped,False
What other types of theater performance are seen in the city where the Yongle emperor greeted the person to whom the edict was addressed?,2-hop,graphrag,azure,none,0,4567,2728,138,2866,MQ-109-P14;MQ-129-P04;MQ-129-P13;MQ-109-P00;MQ-100-P03;MQ-134-P03;MQ-129-P03;MQ-134-P07;MQ-100-P13;MQ-109-P09;MQ-129-P12;MQ-129-P19;MQ-134-P00;MQ-134-P06;MQ-100-P17,MQ-109-P14;MQ-129-P04;MQ-129-P13;MQ-109-P00;MQ-100-P03;MQ-134-P03;MQ-129-P03;MQ-134-P07;MQ-100-P13;MQ-109-P09;MQ-129-P12;MQ-129-P19;MQ-134-P00;MQ-134-P06;MQ-100-P17,15,0,,,,,False,The contexts only list Nanjing’s other performance types and do not identify the edict’s addressee as the same person greeted by Yongle or support any fuller answer beyond that.,True,"All factual claims about Nanjing, the Yongle Emperor, the Karmapa, and the specific types of theater are directly supported by the retrieved contexts.",,skipped,False
When was the most recent Bicycle Friendly Community Award given to the city where the only group larger than the record label of Desde El Principio is headquartered?,3+-hop,agentic-graph,azure,none,0,14333,4321,395,4716,MQ-160-P01;MQ-199-P03;MQ-024-P04,MQ-160-P01;MQ-199-P03;MQ-020-P18;MQ-088-P02;MQ-024-P04,5,3,continue,semantic,,,False,The answer is empty and does not answer the question from the provided contexts.,True,"The answer correctly states that the contexts do not provide enough information to answer the question, and provides a justified explanation grounded only in the retrieved contexts.",,skipped,False
Who's the son of the Italian navigator who explored the eastern coast of the continent Manuel Balbi was born in?,3+-hop,vanilla,azure,none,0,3998,817,196,1013,MQ-163-P11;MQ-163-P00;MQ-163-P04;MQ-163-P18;MQ-163-P10,MQ-163-P11;MQ-163-P00;MQ-163-P04;MQ-163-P18;MQ-163-P10,5,0,,,,,False,The answer is empty and does not answer the question using the provided contexts.,True,The answer only makes claims supported by the retrieved contexts and notes unsupported information is missing.,,skipped,False
What is the birthplace of the man who does the voice of Stan on the series that includes the episode The Hobbit?,2-hop,agentic-graph,azure,none,0,16320,4745,377,5122,MQ-132-P00;MQ-132-P01,MQ-132-P12;MQ-104-P01;MQ-132-P01;MQ-132-P03;MQ-132-P00,5,3,continue,semantic,,,False,"The contexts identify Stan's voice actor as Stephen Full but do not provide his birthplace, so the answer cannot be verified.",True,The answer accurately states that the birthplace is not in the retrieved contexts and all supporting points are grounded in the provided context.,,skipped,False
How many times did plague occur in the place where Bajazet's composer was born?,2-hop,agentic-graph,azure,none,0,14071,4833,365,5198,MQ-115-P12;MQ-115-P09;MQ-076-P06;MQ-093-P04,MQ-115-P12;MQ-115-P09;MQ-076-P06;MQ-093-P04;MQ-076-P15,5,3,continue,semantic,,,False,"No answer was provided, so there is nothing to verify against the contexts.",True,The answer correctly states that the composer's birthplace is not provided in the retrieved contexts and does not make unsupported claims.,,skipped,False
Who owns the record label where the singer of All Right records?,2-hop,vanilla,azure,none,0,3944,591,140,731,MQ-184-P13;MQ-199-P13;MQ-148-P06;MQ-160-P08;MQ-088-P08,MQ-184-P13;MQ-199-P13;MQ-148-P06;MQ-160-P08;MQ-088-P08,5,0,,,,,True,The answer is empty and makes no factual claims.,True,All statements are supported and carefully distinguish what is and isn't found in the retrieved contexts.,,skipped,True
In what county is the city that shares a border with the capital of the state where Levi Casey was born?,3+-hop,graphrag,azure,none,0,5737,2401,161,2562,MQ-165-P13;MQ-195-P02;MQ-155-P18;MQ-195-P01;MQ-177-P17;MQ-180-P13;MQ-198-P04;MQ-166-P19;MQ-155-P17;MQ-165-P09;MQ-165-P15;MQ-195-P00;MQ-195-P18;MQ-155-P16;MQ-165-P02,MQ-165-P13;MQ-195-P02;MQ-155-P18;MQ-195-P01;MQ-177-P17;MQ-180-P13;MQ-198-P04;MQ-166-P19;MQ-155-P17;MQ-165-P09;MQ-165-P15;MQ-195-P00;MQ-195-P18;MQ-155-P16;MQ-165-P02,15,0,,,,,True,The answer is empty and therefore makes no factual claims unsupported by the contexts.,True,"All claims are directly supported by the retrieved contexts, with caveats and uncertainty clearly acknowledged as per the evidence.",,skipped,True
When did the majority party of the branch of government that the President calls to support appointments to the USAF gain control in the House?,2-hop,vanilla,azure,none,0,3937,953,181,1134,MQ-105-P14;MQ-069-P14;MQ-081-P01;MQ-070-P02;MQ-081-P18,MQ-105-P14;MQ-069-P14;MQ-081-P01;MQ-070-P02;MQ-081-P18,5,0,,,,,False,"The answer is missing, so no factual claims can be evaluated against the contexts.",True,"All claims in the answer are supported by the retrieved contexts, which specify when the Democratic Party gained control of the House.",,skipped,False
When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,3+-hop,agentic-graph,azure,none,0,18130,4780,542,5322,MQ-141-P17;MQ-141-P03,MQ-141-P03;MQ-198-P11;MQ-144-P07;MQ-141-P04;MQ-141-P17,5,3,continue,semantic,,,False,The answer is empty and does not answer the question from the provided contexts.,False,The answer adds unsupported details about Eric Johnson’s identity and does not verify his birthplace or its status as capital from the retrieved contexts.,,skipped,True
How were people from whom new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the natural boundary between Thailand and Phommathat's country of citizenship?,3+-hop,vanilla,azure,none,0,7036,756,132,888,MQ-196-P11;MQ-139-P07;MQ-092-P04;MQ-111-P04;MQ-162-P14,MQ-196-P11;MQ-139-P07;MQ-092-P04;MQ-111-P04;MQ-162-P14,5,0,,,,,True,"The answer is empty, so it makes no unsupported factual claims.",True,The answer accurately reflects only what is present in the contexts and does not add unsupported details.,,skipped,True
Where is the district that the person who wanted to reform and address the religion that practices candidacy preach a sermon on Marian devotion before his death located?,3+-hop,graphrag,azure,none,0,4104,3055,77,3132,MQ-145-P04;MQ-175-P11;MQ-146-P02;MQ-188-P14;MQ-188-P17;MQ-188-P16;MQ-145-P10;MQ-146-P12;MQ-145-P15;MQ-146-P03;MQ-175-P08;MQ-175-P18;MQ-188-P02;MQ-188-P15;MQ-145-P16,MQ-145-P04;MQ-175-P11;MQ-146-P02;MQ-188-P14;MQ-188-P17;MQ-188-P16;MQ-145-P10;MQ-146-P12;MQ-145-P15;MQ-146-P03;MQ-175-P08;MQ-175-P18;MQ-188-P02;MQ-188-P15;MQ-145-P16,15,0,,,,,True,"The answer contains no factual claims, so nothing is unsupported.",True,"All claims regarding Martin Luther, his actions, the location Wittenberg, and its situation in Saxony-Anhalt are directly supported by the retrieved contexts.",,skipped,True
How were the same people who the Somali Muslim Ajuran Empire declared independence from expelled from the natural boundary between Thailand and the country where That Dam is found?,3+-hop,agentic-graph,azure,none,0,18592,4941,566,5507,MQ-189-P16;MQ-179-P13;MQ-139-P03;MQ-196-P02;MQ-168-P02,MQ-189-P16;MQ-179-P13;MQ-139-P03;MQ-196-P02;MQ-168-P02,5,3,continue,semantic,,,True,"The answer contains no factual claims, so nothing is unsupported.",True,"The answer accurately states that the contexts do not contain information about the Somali Muslim Ajuran Empire, That Dam, or any expulsion event, and only reference general information about Thailand",,skipped,True
There is a state A where Storm of the Century was filmed based on the book by the author who wrote a short story featuring the author of This Is My God. What is the population of state A?,3+-hop,agentic-graph,azure,none,0,14042,4446,385,4831,MQ-012-P11;MQ-172-P13,MQ-012-P11;MQ-172-P16;MQ-172-P13;MQ-040-P12;MQ-053-P07,5,3,continue,semantic,,,False,"The answer is empty and does not provide the requested population, which cannot be derived from the contexts.",True,All claims made are supported and limitations are correctly noted from the retrieved contexts.,,skipped,False
When did the country with a co-official language used in the film titled after the city that is the final resting place of Tito first attend the Olympics games?,3+-hop,agentic-graph,azure,none,0,6277,2280,173,2453,,,0,3,continue,semantic,,,False,"No answer or supporting context was provided, so the claim cannot be verified from the retrieved contexts.",True,"The answer correctly states it cannot answer without retrieved contexts, maintaining strict faithfulness.",,skipped,False
The population of the country that worked with the outfit behind Man in Space Soonest numbers how much?,2-hop,graphrag,azure,none,0,4214,1703,131,1834,MQ-075-P17;MQ-075-P01;MQ-199-P15;MQ-184-P17;MQ-038-P02;MQ-118-P17;MQ-048-P18;MQ-192-P12;MQ-075-P09;MQ-075-P07,MQ-075-P17;MQ-075-P01;MQ-199-P15;MQ-184-P17;MQ-038-P02;MQ-118-P17;MQ-048-P18;MQ-192-P12;MQ-075-P09;MQ-075-P07,10,0,,,,,False,The answer is empty and does not answer the question using the provided contexts.,False,No retrieved context states that Israel worked with the US Air Force on Man in Space Soonest or that Israel is the country referred to; the population data for Israel is presented out of context.,,skipped,True
Who is the brother of the Nothin' My Love Can't Fix performer?,1-hop,vanilla,azure,none,0,2264,631,46,677,MQ-009-P03;MQ-094-P10;MQ-009-P18;MQ-009-P06;MQ-006-P15,MQ-009-P03;MQ-094-P10;MQ-009-P18;MQ-009-P06;MQ-006-P15,5,0,,,,,True,"The answer contains no factual claims, so nothing is unsupported.",True,The answer accurately states Joey Lawrence performs 'Nothin' My Love Can't Fix' and notes the contexts do not specify his brother.,,skipped,True
"How were the people that the Somali Muslim Ajuran Empire made coins to proclaim independence from, expelled from the country where Mohinga is eaten?",2-hop,agentic-graph,azure,none,0,14553,4420,389,4809,MQ-092-P04;MQ-111-P04;MQ-162-P14;MQ-168-P09;MQ-139-P07,MQ-092-P04;MQ-111-P04;MQ-162-P14;MQ-168-P09;MQ-139-P07,5,3,continue,semantic,,,True,The answer is empty and makes no factual claims.,True,"The answer correctly states that the retrieved contexts only support claims about Ajuran economic independence from the Portuguese via coinage, and do not mention Mohinga or expulsion.",,skipped,True
"Who wrote ""Turn Me On"" by performer of ""Happy Pills""?",1-hop,vanilla,azure,none,0,2371,861,57,918,MQ-006-P15;MQ-006-P00;MQ-007-P06;MQ-020-P11;MQ-023-P06,MQ-006-P15;MQ-006-P00;MQ-007-P06;MQ-020-P11;MQ-023-P06,5,0,,,,,True,"The contexts show the performer of ""Happy Pills"" is Norah Jones and that her song ""Turn Me On"" was written by John D. Loudermilk.",True,All claims in the answer are directly supported by the retrieved contexts.,,skipped,True
What shares a border with the city where the person who went to the state where the 951 area code is used during the gold rush works?,3+-hop,agentic-graph,azure,none,0,16424,4441,492,4933,MQ-140-P16;MQ-140-P07;MQ-192-P04,MQ-140-P07;MQ-192-P04;MQ-140-P16;MQ-140-P03;MQ-192-P09,5,3,continue,semantic,,,True,"The answer is empty, so it makes no factual claims unsupported by the contexts.",True,The answer only provides information explicitly supported by the retrieved contexts and explains the lack of sufficient information to answer the question.,,skipped,True
"What was the form of the language that the last name Sylvester comes from, used in the era of the first Holy Roman Emperor, later known as?",2-hop,agentic-graph,azure,none,0,8779,2471,352,2823,,,0,3,continue,semantic,,,False,"No answer was provided, so the question was not answered from the retrieved contexts.",True,The answer correctly states that it can't be answered because there are no retrieved contexts.,,skipped,False
Which county shares a border with the county where the most populous city in the state where Redan High School is located?,3+-hop,agentic-graph,azure,none,0,6089,2250,133,2383,,,0,3,continue,semantic,,,False,The answer provides no supported response and there are no retrieved contexts to verify any claim.,True,The answer correctly states that it cannot be answered from the provided context due to lack of retrieved requirements.,,skipped,False
who has had the most hits in the league that includes the team that has played the most games of the type played just before the league MVP is awarded?,3+-hop,graphrag,azure,none,0,5136,2701,187,2888,MQ-135-P17;MQ-193-P18;MQ-159-P04;MQ-159-P07;MQ-193-P15;MQ-193-P07;MQ-159-P00;MQ-193-P10;MQ-135-P16;MQ-159-P06;MQ-193-P12;MQ-135-P10;MQ-159-P11;MQ-193-P11,MQ-135-P17;MQ-193-P18;MQ-159-P04;MQ-159-P07;MQ-193-P15;MQ-193-P07;MQ-159-P00;MQ-193-P10;MQ-135-P16;MQ-159-P06;MQ-193-P12;MQ-135-P10;MQ-159-P11;MQ-193-P11,14,0,,,,,False,The answer is empty and does not answer the question from the provided contexts.,True,All factual claims made in the answer are directly supported by the retrieved contexts.,,skipped,False
In what region of the country containing the district of A Lưới is the city that has the Zone 5 Military Museum located?,2-hop,vanilla,azure,none,0,2471,572,86,658,MQ-124-P11;MQ-084-P00;MQ-084-P09;MQ-124-P17;MQ-089-P03,MQ-124-P11;MQ-084-P00;MQ-084-P09;MQ-124-P17;MQ-089-P03,5,0,,,,,False,"The answer is missing, so its claims cannot be verified against the provided contexts.",True,"All factual claims are directly grounded in the contexts, and the answer acknowledges missing information.",,skipped,False
Who is the child of the Victim of Romance performer?,1-hop,vanilla,azure,none,0,3344,1215,135,1350,MQ-040-P15;MQ-018-P05;MQ-119-P02;MQ-125-P00;MQ-103-P10,MQ-040-P15;MQ-018-P05;MQ-119-P02;MQ-125-P00;MQ-103-P10,5,0,,,,,True,"The answer contains no factual claims, so nothing is unsupported.",True,Every factual claim in the answer is supported by the retrieved contexts or properly notes their absence.,,skipped,True
Who was the first black student admitted to where Robert Khayat was educated?,1-hop,vanilla,azure,none,0,2241,855,47,902,MQ-062-P18;MQ-062-P16;MQ-105-P04;MQ-069-P13;MQ-097-P14,MQ-062-P18;MQ-062-P16;MQ-105-P04;MQ-069-P13;MQ-097-P14,5,0,,,,,True,The answer is empty and therefore makes no unsupported factual claims.,True,Both the identification of the University of Mississippi as Robert Khayat's alma mater and James Meredith as its first black student are directly supported by the retrieved contexts.,,skipped,True
