query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,judge_gpt5_faithful,judge_gpt5_reason,judge_gpt41_faithful,judge_gpt41_reason,judge_gemini_faithful,judge_gemini_reason,judge_unanimous
"Which security requirement cited by the payload design is ultimately satisfied by the autonomy function, and where is that same security constraint referenced again downstream?",3+-hop,agentic-graph,local,none,1,28733,10558,786,11344,SEC-008;PLD-029;FCC-031;FCC-040;CDL-013;SHA-256,STR-038;PLD-034;SEC-008;EMS-033;FCC-049;PWR-032;STR7-FCC-004;PLD-033;PLD-001;STR-021;CDL-013;FCC-031;FCC-040;PLD-029;SEC-019;FCC-011;FCC-040;SEC-003;SEC-015;AUTO-006;SEC-019;SEC-012;SEC-003_1;SEC-010,24,3,continue,semantic,,,False,The answer is empty and does not identify any requirement or downstream reference.,True,"The payload design cites security requirement ##SEC.SEC-008 (as per PLD-029), which is satisfied by autonomy via FCC-031 and FCC-040, and ##SEC.SEC-008 is referenced downstream in CDL-013, FCC-031, an",,skipped,False
"During the 60-minute HIL verification, how should you confirm the flight recorder captures the emergency management system status information at the required cadence with valid timestamps?",2-hop,graphrag,local,none,2,10407,1477,287,1764,EMS-034;FDR-070;INS-039;FCC-052;EMS-018;CDL-040;FCC-050;EMS-017;CDL-021;COMM-022;EMS-006;EMS-008;EMS-032;FCC-013;FCC-014,EMS-034;FDR-070;INS-039;FCC-052;EMS-018;CDL-040;FCC-050;EMS-017;CDL-021;COMM-022;EMS-006;EMS-008;EMS-032;FCC-013;FCC-014,15,0,,,,,False,"The answer is missing, so its factual claims cannot be verified against the provided contexts.",True,"FDR-070 describes verification by running a 60 min HIL mission, extracting recorded data, and confirming required parameters are present at the specified rate with valid timestamps; EMS-008 specifies ",,skipped,False
"Which flight-control capability traces through the security and ground-control requirements to ultimately satisfy the aircraft power-management requirement, and what intermediate constraints must be met end-to-end?",3+-hop,adaptive,local,none,2,13057,1890,642,2532,SEC-002;SEC-003;GCS-001;APM-024;FCC-001;FCC-037;PWR-003;ENG-004;CDL-002;FCC-002;FCC-005;FCC-009;FCC-011;FCC-012;HMI-002,SEC-002;SEC-003;GCS-001;APM-024;FCC-001;FCC-037;PWR-003;ENG-004;CDL-002;FCC-002;FCC-005;FCC-009;FCC-011;FCC-012;HMI-002,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,False,"The answer is missing, so no supported grounded claims can be verified from the provided contexts.",False,"No context states a flight-control capability traces through security and ground-control requirements to satisfy the power-management requirement, nor does any context enumerate end-to-end constraints",,skipped,True
"How is operator-triggered MBIT maintenance on the FCC’s ground Ethernet port authenticated, and under what ground-only conditions is that port enabled?",2-hop,adaptive,local,none,2,40754,3263,570,3833,RJ-45;FCC-044;LDG-020;FCC-037;FCC-007;SEC-015,FCC-044;FCC-006;FCC-037;FCC-040;FCC-007;FCC-044;FCC-006;FCC-040;FCC-007;FCC-037,10,0,sufficient,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=True, numeric=False)",True,"The answer is empty, so it makes no unsupported factual claims.",True,"The answer is directly supported by FCC-044, which specifies authentication of maintenance traffic and the ground-only enablement conditions for the Ethernet port (WoW asserted on both main gear and g",,skipped,True
What verification demonstrates the autoland centreline touchdown accuracy required for AUTOLAND-certified Stratos-7 operations?,1-hop,adaptive,local,none,2,20420,3614,488,4102,AUTO-040;AUTO-029;AUTO-002,AUTO-040;AUTO-029;STR7-AUTO-002;STR7-ADS-001;STR7-AUTO-004,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=True)",True,The contexts state verification is by 30 simulated approaches with representative winds showing at least 95% of touchdowns within ±3 m of runway centreline.,True,"The answer is fully supported by AUTO-040, which specifies that autoland centreline touchdown accuracy is verified on Stratos-7 by 30 simulated approaches with 95% of touchdowns within ±3 m of centrel",,skipped,True
"During the 60-minute HIL verification, how should you confirm the flight recorder captures the emergency management system status information at the required cadence with valid timestamps?",2-hop,vanilla,local,none,1,6799,547,302,849,EMS-034;FDR-070;INS-039;FCC-052;EMS-018,EMS-034;FDR-070;INS-039;FCC-052;EMS-018,5,0,,,,,True,"The answer contains no factual claims, so it is vacuously supported by the provided contexts.",False,"The contexts specify verifying parameter recording at specified rate and with valid timestamps during a 60 min HIL mission, but do not explicitly mention EMS status, its required cadence, or how to ch",,skipped,False
"In battery-only flight, what SoC data path and update rate support critical-battery RTB, and how does the power subsystem’s SoC monitoring relate to mode-entry constraints?",2-hop,agentic,local,none,0,19558,2772,825,3597,EPS-020;EPS-007;EPS-006;AUTO-022;EPS-011;FCC-009,EPS-011;EPS-020;EPS-022;EPS-006;EPS-007;FCC-009;FCC-011;FCC-010;FCC-007;ALX2-FCC-003,10,0,sufficient,semantic,,,False,"The contexts do not provide any SoC data path or update rate, nor any mode-entry constraint tied to SoC monitoring.",False,"No context describes SoC data path or update rate, nor how SoC monitoring impacts mode-entry constraints for critical-battery RTB.",,skipped,True
"When coalition sensor handover control arrives over the tactical datalink, what operator-authenticated engagement constraints apply before the autopilot can enter a commanded mode?",2-hop,agentic,local,none,1,47199,6133,879,7012,FCC-032;FCC-007;FCC-040;ICE-019,ADS-002;ADS-023;STR7-ADS-001;ADS-014;ADS-C5;FCC-032;STR7-FCC-004;FCC-C5;FCC-007;FCC-040;ICE-019;ICE-012;ICE-002;ICE-020;ICE-001,15,3,continue,semantic,,,False,"The contexts do not mention coalition sensor handover, operator-authenticated engagement constraints, or autopilot entry to a commanded mode.",False,"The provided contexts do not mention coalition sensor handover, tactical datalink, or operator-authenticated engagement constraints for autopilot commanded modes.",,skipped,True
How does the FCC’s 1 Hz BIT status reporting drive both FDR health-record storage and the BIT subsystem’s consolidated health-status publication?,2-hop,vanilla,local,none,1,8596,488,409,897,BIT-008;FDR-005;FCC-047;BIT-028;FCC-015,BIT-008;FDR-005;FCC-047;BIT-028;FCC-015,5,0,,,,,False,The answer is empty and does not address the question using the provided requirements.,True,All claims about 1 Hz FCC BIT status reporting supporting FDR health-record storage and BIT subsystem status publication are explicitly verified by BIT-008 and FDR-005.,,skipped,False
"How does the two-aircraft live-network separation test demonstrate the coordinated-flight function is supported by guidance accuracy sufficient to meet enroute, terminal, and approach TSE limits?",2-hop,vanilla,local,none,2,10936,563,398,961,FMS-012;DLNK-025;NAV-012;ENG-027;EMS-024,FMS-012;DLNK-025;NAV-012;ENG-027;EMS-024,5,0,,,,,False,"The contexts separately cover guidance-accuracy/TSE limits and a two-aircraft separation test, but do not state that the live-network test demonstrates coordinated-flight support by guidance accuracy ",False,"The answer would need to explain how the two-aircraft test demonstrates that guidance accuracy meets TSE limits for enroute, terminal, and approach, but the retrieved contexts do not connect the netwo",,skipped,True
What navigation time-synchronization service must the flight data recorder use to timestamp mandatory parameters in UTC at native sampling rates?,1-hop,graphrag,local,none,2,8298,1510,229,1739,FDR-004;GCS-020;PLD-019;NAV-027;NAV-022;INS-037;GPS-010;FCC-034;DLNK-007;FCC-029;FDR-016;FDR-070;GPS-028;SEC-013;ADS-020,FDR-004;GCS-020;PLD-019;NAV-027;NAV-022;INS-037;GPS-010;FCC-034;DLNK-007;FCC-029;FDR-016;FDR-070;GPS-028;SEC-013;ADS-020,15,0,,,,,False,The answer is empty and does not answer the question from the provided contexts.,True,"FDR-004 explicitly states that the FDR must use a timestamp synchronised to UTC via NAV.NAV-027, which defines the required navigation time-synchronization service.",,skipped,False
"In approach mode, what guidance source must the flight control computer accept, and what deviation data must the FMS provide to support it?",1-hop,vanilla,local,none,1,5760,883,237,1120,FCC-032;FMS-012;FMS-013;FMS-033;FMS-037,FCC-032;FMS-012;FMS-013;FMS-033;FMS-037,5,0,,,,,True,"The empty answer makes no factual claims, so there is nothing unsupported by the provided contexts.",True,"In approach mode, FCC must accept guidance targets from FMS approach procedure (FCC-032), and FMS must provide LNAV and VNAV guidance messages including deviation data (xtk_error, vertical_dev) per FM",,skipped,True
What higher-level SAR mode requirement traces to the platform mandate for operator authorisation before leaving STANDBY for a transmitting state?,1-hop,agentic,local,none,1,10360,1995,256,2251,SAR-005;PLD-006,SAR-005;PLD-006;SAR-004;EOIR-004;INS-006,5,0,sufficient,semantic,,,True,SAR-005 is the higher-level SAR mode requirement that satisfies and traces to platform mandate PLD-006 for operator authorisation before leaving STANDBY for a transmitting mode.,True,"The answer is supported by SAR-005, which traces the operator authorisation requirement to PLD-006, a platform mandate.",,skipped,True
"Which security requirement cited by the payload design is ultimately satisfied by the autonomy function, and where is that same security constraint referenced again downstream?",3+-hop,vanilla,local,none,1,7685,546,404,950,STR-038;SEC-008;SEC-012;STR7-FCC-004;PLD-001,STR-038;SEC-008;SEC-012;STR7-FCC-004;PLD-001,5,0,,,,,False,"The answer is missing, so no factual claims can be verified from the provided contexts.",False,"No retrieved context directly states which security requirement cited by the payload design is satisfied by the autonomy function, nor details any downstream reference of such a constraint.",,skipped,True
"For the Nimbus-C3 external cargo pod interface, what FCC lane architecture is the PMC’s MIL-STD-1760 umbilical implementation referencing?",1-hop,agentic,local,none,1,1904,160,61,221,STD-1760,,0,0,sufficient,id_lookup,,,False,"No retrieved contexts were provided, so the answer cannot be supported.",False,No information is provided in the contexts to support any claims about the FCC lane architecture.,,skipped,True
"What flight data recorder requirement ultimately depends on inertial sensor provisions through navigation and GPS traceability, and how does that dependency chain affect recorded positioning data?",3+-hop,adaptive,local,none,1,13210,1504,638,2142,GPS-003;INS-002;FDR-002;FMS-004;INS-023;INS-028;INS-013;INS-004;ADS-001;ADS-003;EMS-005;GCS-018;GPS-001;GPS-005;INS-014,GPS-003;INS-002;FDR-002;FMS-004;INS-023;INS-028;INS-013;INS-004;ADS-001;ADS-003;EMS-005;GCS-018;GPS-001;GPS-005;INS-014,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,False,The answer is empty and does not identify any requirement or dependency chain from the provided contexts.,False,"No requirement chain explicitly links flight data recorder requirements to inertial sensor, navigation, and GPS provisions or their effect on recorded positioning data in the provided contexts.",,skipped,True
How do the automated control requirements trace through the radar subsystem dependencies to justify the final referenced automation constraint across the full chain?,3+-hop,graphrag,local,none,0,12177,1403,583,1986,BIT-024;SAR-003;PWR-001;ENG-003;RADAR-001;FCC-023;COMM-018;BIT-014;CDL-024;COMM-029;EMS-006;EPS-002;GPS-009;RADAR-009;STR-018,BIT-024;SAR-003;PWR-001;ENG-003;RADAR-001;FCC-023;COMM-018;BIT-014;CDL-024;COMM-029;EMS-006;EPS-002;GPS-009;RADAR-009;STR-018,15,0,,,,,False,The answer is empty and does not address the claimed trace chain or automation constraint from the provided contexts.,False,No context explicitly traces automated control requirements through radar subsystem dependencies or justifies a final automation constraint across the full chain.,,skipped,True
"Which built-in test requirement is ultimately driven by the power requirement through the linked security and flight-control requirements, and what end-to-end rationale connects them?",3+-hop,adaptive,local,none,0,26828,4874,1100,5974,PWR-003;FCC-036;FCC-055;SEC-016;SEC-001;SEC-002;BIT-001;PWR-001,BIT-C4;BIT-001;SEC-016;FCC-055;PWR-003;PWR-001;BIT-003;SEC-001;SEC-002;APM-001,10,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=False)",False,The answer is empty and does not identify any built-in test requirement or rationale from the provided contexts.,False,The answer is missing; no claims are made to compare with retrieved contexts.,,skipped,True
"Which communications requirement, linked through the security constraint referenced by the fuel requirement, ultimately traces to the EMS requirement, and what end-to-end dependency does that establish?",3+-hop,agentic-graph,local,none,1,29499,8352,829,9181,EMS-017;FMS-018;FUEL-014;FUEL-003;SEC-010;EMS-009;FCC-009;FCC-050;EMS-033;EMS-006,EMS-017;EMS-006;FUEL-003;EMS-033;EMS-014;EMS-001;FCC-050;EPS-001;GCS-035;EMS-009;EMS-022;EMS-007;EMS-023;FCC-009;EMS-030,15,3,continue,semantic,,,True,The answer is empty and therefore makes no factual claims unsupported by the contexts.,False,The answer is missing; no claims are present to judge faithfulness.,,skipped,False
Which payload requirement is ultimately satisfied by the security control referenced through the flight-control communication link that fulfills the communication requirement?,3+-hop,agentic-graph,local,none,2,22217,7682,542,8224,PLD-003;STR-038;DLNK-017;CDL-024,PLD-001;STR-038;FCC-001;CDL-001;FCC-038;GCS-009;SEC-003_1;FCC-049;COMM-001;SEC-022;COMM-013;COMM-C4;COMM-010;COMM-012;FCC-C5;FCC-010,16,3,continue,semantic,,,False,The answer is empty and does not identify any payload requirement supported by the provided contexts.,False,The answer is missing; no payload requirement is identified as satisfied by the referenced security control.,,skipped,True
"On Stratos-7, how does the thrust-to-surface coordination logic at high N1 support compliance with the N1 reserve limit during takeoff and emergency power?",2-hop,adaptive,local,none,1,31704,6780,1100,7880,ENG-030;ENG-007;ENG-008;ENG-040;ENG-039,ENG-030;ENG-007;ENG-039;EMS-C4;EMS-020;ENG-040;ENG-008;FCC-039;ALX2-FCC-002;ALX2-FCC-003;FCC-037;STR7-FCC-006,12,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=True)",False,The answer is empty and does not address the question using the provided contexts.,False,"The candidate answer is missing; thus, no claims can be assessed for support by the contexts.",,skipped,True
"When an uplinked flight-plan change is received, what operator-confirmation workflow and full-diff display are required before activation, and what record must be stored afterward?",2-hop,agentic,local,none,0,18556,3972,537,4509,FMS-022;HMI-037,HMI-037;FMS-022;FMS-033;FCC-038;FDR-015,5,3,continue,semantic,,,True,"The answer contains no factual claims, so it does not add anything unsupported by the provided contexts.",True,"All claims about operator confirmation workflow, full-diff display, and record of uplink with timestamp and operator ID are directly supported by the requirements in the retrieved contexts.",,skipped,True
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",1-hop,vanilla,local,none,1,8300,759,449,1208,INS-005;INS-011;INS-040;FMS-005;INS-036,INS-005;INS-011;INS-040;FMS-005;INS-036,5,0,,,,,False,The answer is empty and does not provide any grounded response to the question.,True,"All operational modes, preconditions, and timing for transitions are explicitly listed in the retrieved contexts.",,skipped,False
"How does the two-aircraft live-network separation test demonstrate the coordinated-flight function is supported by guidance accuracy sufficient to meet enroute, terminal, and approach TSE limits?",2-hop,vanilla,local,none,1,13662,563,433,996,FMS-012;DLNK-025;NAV-012;ENG-027;EMS-024,FMS-012;DLNK-025;NAV-012;ENG-027;EMS-024,5,0,,,,,False,"The contexts separately cover TSE accuracy limits and a two-aircraft separation test, but do not state that the live-network test demonstrates guidance accuracy sufficient to meet enroute, terminal, a",False,"The contexts support that the live-network test verifies coordination and that guidance accuracy requirements exist, but do not explicitly state the test demonstrates guidance accuracy meets TSE limit",,skipped,True
"On Stratos-7, how does the thrust-to-surface coordination logic at high N1 support compliance with the N1 reserve limit during takeoff and emergency power?",2-hop,vanilla,local,none,0,6101,508,242,750,ENG-030;ENG-017;EMS-013;EMS-014;STR7-FCC-004,ENG-030;ENG-017;EMS-013;EMS-014;STR7-FCC-004,5,0,,,,,True,"The answer is empty, so it makes no factual claims beyond the provided contexts.",True,"The contexts state that the FCC coordinates thrust-to-surface-command compatibility by reducing pitch rate when N1 > 95% (ENG-017), and applies an N1 reserve limit so commanded N1 does not exceed 98% ",,skipped,True
"For the live multi-aircraft separation test, which platform relies on navigation integration instead of an FMS, and what DAL applies to its navigation software?",2-hop,graphrag,local,none,2,7368,1719,130,1849,FMS-001;NAV-002;NAV-001;FMS-002;FMS-027;DLNK-025;ALX2-FMS-001;FMS-034;ADS-020;FCC-013;FMS-006;FMS-012;FUEL-020;GPS-001;GPS-030,FMS-001;NAV-002;NAV-001;FMS-002;FMS-027;DLNK-025;ALX2-FMS-001;FMS-034;ADS-020;FCC-013;FMS-006;FMS-012;FUEL-020;GPS-001;GPS-030,15,0,,,,,True,"The answer contains no factual claims, so there is nothing unsupported by the provided contexts.",True,"Skyrunner-T1 relies on navigation integration (NAV) instead of an FMS, and its navigation software is developed at DO-178C DAL-B per the contexts.",,skipped,True
"Which INS-published state elements support the flight data recorder’s mandatory attitude, position, and velocity parameter capture?",1-hop,agentic,local,none,2,24773,4616,614,5230,NAV-010;NAV-002,NAV-010;NAV-C5;NAV-002;NAV-017;NAV-008;ADS-008;ADS-007;ADS-016;ADS-015;ADS-010,10,3,continue,semantic,,,False,The answer is empty and does not identify any INS-published state elements from the provided contexts.,True,"NAV-010 confirms that INS publishes aircraft-state elements including attitude, position, and velocity.",,skipped,False
"When generator loss is induced on the iron-bird, which loads must drop during the transition to single-generator operation while flight-critical buses stay powered within limits?",2-hop,adaptive,local,none,2,25959,3921,864,4785,EPS-006;EPS-004;EPS-012;EPS-023;EPS-024,EPS-023;EPS-012;EPS-004;EPS-020;EPS-006,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=True)",False,"The answer is missing, so no factual claims can be verified from the provided contexts.",False,The answer does not specify which loads must drop during generator loss; the contexts mention operation modes and shedding levels but do not detail specific loads for single-generator transition.,,skipped,True
"Which built-in test requirement is ultimately driven by the power requirement through the linked security and flight-control requirements, and what end-to-end rationale connects them?",3+-hop,adaptive,local,none,2,37369,6260,1303,7563,FCC-006;BIT-005;EMS-004;EPS-002;FCC-055;FCC-036,EPS-024;EPS-001;EPS-025;EPS-002;EPS-003;ICE-001;ICE-006;ICE-002;ICE-003;ICE-012;FCC-055;FCC-001;FCC-052;FCC-038;FCC-006,15,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=False)",False,The answer is empty and does not identify any built-in test requirement or rationale from the provided contexts.,False,"The answer is missing; no factual claims were made, so nothing is supported by the contexts.",,skipped,True
Which security requirement traces through autonomy functions to the radar interface constraint ultimately governing the referenced radar behavior?,3+-hop,vanilla,local,none,0,4734,632,192,824,RADAR-001;AUTO-006;SAR-003;NAV-002;AUTO-020,RADAR-001;AUTO-006;SAR-003;NAV-002;AUTO-020,5,0,,,,,False,The answer is empty and does not identify any traced security requirement or radar interface constraint from the provided contexts.,False,No security requirement is shown to trace through autonomy functions to a radar interface constraint in the provided contexts.,,skipped,True
"For ground-maintenance fault-injection on the power subsystem via the BIT maintenance interface, what operator authentication is required before BPCU commands are accepted?",2-hop,adaptive,local,none,1,21912,4655,494,5149,SEC-010;EPS-018;EPS-020,EPS-015;EPS-020;EPS-018;EPS-011;EPS-024;ICE-019;ICE-012;ICE-008;ICE-020;ICE-017,10,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=True, numeric=False)",False,The contexts do not mention ground-maintenance fault-injection via the BIT maintenance interface or any BPCU-specific authentication requirement before commands are accepted.,False,No context describes operator authentication requirements for BPCU commands or ground-maintenance fault-injection on the power subsystem.,,skipped,True
"Which communications capability document is explicitly excluded from the tactical Link‑16 terminal scope, and what assurance levels govern it?",1-hop,agentic,local,none,1,19374,3756,459,4215,CDL-001;DLNK-002;CDL-003,DLNK-002;CDL-002;CDL-003;DLNK-C4;COMM-002,5,3,continue,semantic,,,False,"The contexts show voice comms (COMM-001) and primary CDL are excluded from Link-16 scope, but they do not provide any assurance levels for the excluded document.",True,"The Link-16 terminal scope explicitly excludes the primary CDL (##CDL.CDL-001), and assurance levels are not mentioned in the retrieved contexts.",,skipped,False
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",1-hop,vanilla,local,none,2,7813,532,297,829,INS-028;NAV-028;INS-029;INS-052;INS-013,INS-028;NAV-028;INS-029;INS-052;INS-013,5,0,,,,,False,The answer is empty and does not answer the question from the provided contexts.,True,"All claims about navigation fusion response to spoofing and specific INS spoof-detection criteria (6-sigma, 3 measurements) are directly supported by the retrieved contexts.",,skipped,False
How do the GPS-derived power constraints propagate through command/data handling and back into power requirements to shape the inertial subsystem’s implementation?,3+-hop,graphrag,local,none,1,16909,1742,918,2660,INS-013;ICE-019;INS-040;INS-048;PWR-016;PWR-018;INS-002;INS-029;ADS-001;ADS-003;CDL-025;CDL-030;EMS-005;EMS-029;FCC-036,INS-013;ICE-019;INS-040;INS-048;PWR-016;PWR-018;INS-002;INS-029;ADS-001;ADS-003;CDL-025;CDL-030;EMS-005;EMS-029;FCC-036,15,0,,,,,True,"The answer contains no factual claims, so all claims are vacuously supported.",False,No contexts explicitly describe propagation of GPS-derived power constraints through command/data handling or feedback into inertial subsystem power requirements.,,skipped,False
Which flight control computer requirement is ultimately implicated by the flight data recorder verification path through navigation and GPS references?,3+-hop,adaptive,local,none,1,9318,1744,293,2037,FMS-004;GPS-003;FDR-002;FMS-002;AUTO-004;FMS-C5;NAV-002;FDR-022;ADS-020;FCC-013;FMS-006;GCS-018;GPS-001;GPS-030;INS-001,FMS-004;GPS-003;FDR-002;FMS-002;AUTO-004;FMS-C5;NAV-002;FDR-022;ADS-020;FCC-013;FMS-006;GCS-018;GPS-001;GPS-030;INS-001,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,False,The answer is empty and does not identify any implicated FCC requirement from the provided contexts.,False,No retrieved context states which flight control computer requirement is implicated by FDR verification via navigation and GPS; the relevant FCC requirement (FCC-013) does not discuss FDR or verificat,,skipped,True
