query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,answer,judge_gpt5_faithful,judge_gpt5_reason,judge_gpt41_faithful,judge_gpt41_reason,judge_gemini_faithful,judge_gemini_reason,judge_unanimous
"In battery-only flight, what SoC data path and update rate support critical-battery RTB, and how does the power subsystem’s SoC monitoring relate to mode-entry constraints?",2-hop,adaptive,local,none,0,34341,6991,1254,8245,EPS-007;EPS-012;EPS-006,FCC-038;FCC-049;FCC-051;FCC-039;FCC-C5;EPS-007;EPS-002;EPS-012;EPS-024;EPS-006;ADS-023;ADS-016;ADS-022;ADS-014;ADS-021,15,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=True)","The retrieved requirements do not contain the full answer.

What is present:
- EPS uses battery SoC internally for mode logic and load shedding:
  - In BATT_ONLY, load shedding progresses at SoC thresholds 40 %, 20 %, and 10 %, each with a 5 s dwell [EPS-007].
  - The EPS opens the DC-TIE within 50 ms when any generator faults and battery SoC < 60 % [EPS-012].
  - On transition to BATT_ONLY, the EPS opens non-essential bus ties, closes the battery-to-emergency-bus tie, and retains only P1+P2 loads [EPS-006].

What is not present in the retrieved context:
- No requirement defines a SoC data path to an RTB function.
- No requirement gives a SoC update rate.
- No requirement mentions “critical-battery RTB.”
- No requirement states explicit BATT_ONLY mode-entry constraints beyond the transition actions and SoC-conditioned isolation/load-shed behavior already cited [EPS-006] [EPS-007] [EPS-012].

Relation to mode-entry constraints, based on available requirements:
- EPS SoC monitoring is used as a gating/trigger condition for power-management actions, not as a published interface in the retrieved set:
  - SoC < 60 % plus generator fault triggers DC-TIE opening to preserve battery for essential loads [EPS-012].
  - Once in BATT_ONLY, SoC thresholds govern staged load shedding [EPS-007].
  - Entry into BATT_ONLY itself is defined by bus-tie/contact state actions, but no retrieved requirement adds a numeric SoC prerequisite for entering that mode [EPS-006].

If you want the RTB data path/update-rate answer, I need the RTB/autonomy or battery-management requirements that define SoC publication/interface timing.",False,The answer adds unsupported statements about missing RTB data path/update-rate requirements and explicit mode-entry constraints not stated in the provided contexts.,True,"Every claim is directly supported by the retrieved requirements, which specify EPS uses of SoC for internal logic and the absence of SoC data path or update rate details concerning RTB.",,skipped,False
"For ground maintenance fault injection through the power subsystem via the built-in test interface, what operator authentication is required and where must it be enforced?",2-hop,agentic,local,none,0,14330,2679,395,3074,SEC-010;EPS-018,EPS-024;EPS-025;EPS-020;EPS-018;EPS-022;ICE-019;ICE-002;ICE-020;ICE-017;ICE-012,10,0,sufficient,semantic,,,"For fault injection through the power subsystem BIT interface, the retrieved EPS requirements only state that **any operator-initiated bus-tie command** must use **command authentication per ##SEC.SEC-010**, and that this authentication must be **enforced by the EPS** [EPS-018].

Relevant grounding:
- **Authentication required:** “command authentication per ##SEC.SEC-010” [EPS-018]
- **Where enforced:** “The EPS shall reject tampering by enforcing command authentication” [EPS-018]

The provided context does **not** explicitly mention:
- a BIT-interface-specific authentication requirement,
- a maintenance-mode-specific requirement, or
- whether fault-injection commands are classified as bus-tie commands.

So, from the retrieved requirements, the only clear answer is: **if the ground maintenance fault-injection action is an operator-initiated bus-tie command, it must be authenticated per ##SEC.SEC-010, enforced within the EPS** [EPS-018]. Beyond that, the context does not say.",True,All claims are supported by EPS-018 or explicitly noted as not stated in the retrieved contexts.,True,All claims about authentication for operator-initiated bus-tie commands and enforcement within the EPS are directly supported by EPS-018; it correctly notes no explicit requirement for BIT or fault-in,,skipped,True
"If an operator commands an emergency return or diversion, what encryption, authentication, and key-validity conditions must the communications link and secure UHF voice satisfy before execution?",2-hop,adaptive,local,none,0,11555,1508,543,2051,COMM-019;COMM-030;EMS-009;SEC-010;CDL-012;EMS-034;CDL-021;CDL-003;APM-033;AUTO-006;AUTO-034;CDL-040;DLNK-013;EMS-006;EPS-018,COMM-019;COMM-030;EMS-009;SEC-010;CDL-012;EMS-034;CDL-021;CDL-003;APM-033;AUTO-006;AUTO-034;CDL-040;DLNK-013;EMS-006;EPS-018,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,"For an operator-commanded emergency return/diversion, the retrieved requirements show these security conditions:

- The emergency procedures **RTB** and **LAND_AT_NEAREST** are operator-initiated EMS actions and **must be authenticated per SEC-010** [EMS-009].
- More generally, Autopilot engagement requests for **RTB** must also be **authenticated per SEC-010** [AUTO-006].

For the communications/data link side, SEC-010 requires:

- **AES-256 in GCM mode for encryption** on the **CDL forward and return links** [SEC-010].
- **HMAC-SHA-256 for authentication** on those links [SEC-010].
- **Session keys rotated per policy** [SEC-010], which CDL-012 defines as **every 24 h of flight time or every 10 GB of traffic, whichever comes first**, with rotation coordinated via the control channel [CDL-012].

For secure UHF voice, COMM-019 requires:

- **Voice-encryption capability on UHF** via an embedded cryptographic module [COMM-019].
- **Key rotation per SEC-010** [COMM-019].
- In **secure mode**, **transmit shall be inhibited if no valid key is loaded** [COMM-019].
- This inhibit is verified by test, with an **operator alert raised within 200 ms** when transmit is attempted without a valid key [COMM-030].

Relationship between the requirements:
- EMS/AUTO define that the emergency action command itself must be authenticated [EMS-009] [AUTO-006].
- SEC-010 and CDL-012 define the required protection and key-rotation policy for the command/data link carrying that command [SEC-010] [CDL-012].
- COMM-019 separately governs **secure UHF voice**: if voice is used in secure mode to coordinate the action, transmission is only allowed with a **valid loaded key**; otherwise it is blocked [COMM-019].

What the retrieved context does **not** state:
- It does **not explicitly require** that emergency return/diversion execution be blocked if the **CDL** has an expired/invalid key; it only states the CDL must use the specified encryption/authentication and key-rotation policy [SEC-010] [CDL-012].
- It does **not define** a specific “key-valid” criterion for CDL beyond the rotation policy in the retrieved set [SEC-010] [CDL-012].
- For **UHF secure voice**, the key-validity condition is explicit: **no valid key loaded => no transmit** [COMM-019].",False,The answer adds unsupported claims about a command/data link carrying the emergency command and CDL key validity/execution blocking not stated in the retrieved requirements.,True,"All factual claims are explicitly supported by the retrieved requirement contexts, with clarifications about what is and is not stated.",,skipped,False
"Which flight-control initialization constraint governs the termination-mode full nose-down, throttle-cut command before subsequent recovery commands are rejected?",1-hop,agentic-graph,local,none,2,21629,5972,613,6585,FCC-006;FCC-038;FCC-009;FCC-037;FCC-050,FCC-037;STR7-FCC-006;FCC-038;FCC-040;FCC-007;FCC-050,6,3,continue,semantic,,,"The retrieved requirements do **not** define a distinct “flight-control initialization constraint” governing that behavior.

What they do define is:

- On Stratos-7, a flight-termination input shall cause the FCC to command **full nose-down pitch (-25°)** with **throttle cut** within **200 ms** of the authenticated termination signal [STR7-FCC-006].
- Those commanded values are within the FCC surface-command limits:
  - `pitch_cmd` range **-25 to +25 deg**
  - `throttle_cmd` range **0 to 100 %** [FCC-038].
- If a command exceeds those limits, it is clamped and flagged [FCC-038].
- Emergency mode transitions are allowed from **any** mode on an **FCC-009 condition** within **50 ms** [FCC-037], but the retrieved context does not show FCC-009, so I cannot tie termination directly to EMERGENCY from the provided material.
- Recovery behavior after faults is governed by the Fault_Recovery_Map, including several cases that escalate to EMS [FCC-050], but this is not stated as an initialization constraint nor as a rule that “subsequent recovery commands are rejected” [FCC-050].

So, based on the provided context, the only governing constraint for the termination command itself is the Stratos-7 termination requirement plus the control-command range/rate limits [STR7-FCC-006] [FCC-038]. There is **no retrieved requirement** stating a separate initialization constraint or an explicit rule that subsequent recovery commands are rejected.",False,The answer adds unsupported claims about initialization constraints and rejection of subsequent recovery commands not stated in the retrieved contexts.,True,"Every factual claim in the answer is directly supported by the provided contexts, with requirement IDs and described constraints matching what is present.",,skipped,False
"Which transceiver fault condition forces EMS into CAUTION, and what communication subsystem response and operator notification are required?",1-hop,agentic-graph,local,none,0,27423,4291,493,4784,EMS-005;COMM-021;HMI-105,EMS-005;FCC-050;COMM-021;EMS-007;EMS-020,5,3,continue,semantic,,,"EMS enters **CAUTION** on the **COMM transceiver failure** condition referenced in [EMS-005]. The requirement explicitly lists **“##COMM.COMM-021 transceiver failure”** as a **P2 fault** that shall cause the EMS to transition to CAUTION and **notify the operator within 500 ms** [EMS-005].

The corresponding COMM-side fault condition is: **any transceiver fault** defined as **failed self-test, excessive VSWR, or loss of local-oscillator lock** [COMM-021]. On such a fault, the COMM subsystem shall:

- **disable transmit on the faulted transceiver within 100 ms** [COMM-021]
- **notify the operator per ##HMI.HMI-105** [COMM-021]

Relationship between the requirements:
- **COMM-021** defines the triggering transceiver fault set and the immediate subsystem response [COMM-021].
- **EMS-005** treats that transceiver failure as a **P2 fault**, requiring **EMS CAUTION mode transition** and **operator notification within 500 ms** [EMS-005].",True,"All claims are supported by EMS-005 and COMM-021, with no added unsupported details.",True,"All claims about EMS CAUTION mode, transceiver fault conditions, operator notification timing, and subsystem response are explicitly supported by the retrieved contexts.",,skipped,True
Which airframe general requirement references the FCC cross-channel data link timing and integrity requirement to justify dissimilar-redundant routing separation?,1-hop,adaptive,local,none,1,5803,1536,136,1672,STR-021;FCC-C5;FCC-003;FCC-052;FCC-002;FCC-038;CDL-003;STR-013;ALX2-AUTO-003;ALX2-FCC-001;ALX2-FCC-004;AUTO-025;AUTO-028;ENG-010;ENG-017,STR-021;FCC-C5;FCC-003;FCC-052;FCC-002;FCC-038;CDL-003;STR-013;ALX2-AUTO-003;ALX2-FCC-001;ALX2-FCC-004;AUTO-025;AUTO-028;ENG-010;ENG-017,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,"The airframe general requirement is [STR-021]. It justifies dissimilar-redundant routing separation by explicitly referencing the FCC CCDL requirement: “power (##PWR.PWR-012), data bus A/B (##FCC.FCC-041), and CCDL (##FCC.FCC-046) with minimum 150 mm physical separation per AS50881” [STR-021].

From the provided context, [STR-021] references [FCC-046] for the cross-channel data link, but the actual timing/integrity content of [FCC-046] is not included here, so I cannot quote that requirement itself.",False,"The answer adds an unsupported claim that FCC-046 is a timing/integrity requirement, which is not shown in the retrieved contexts.",True,"[STR-021] does reference the FCC CCDL requirement (##FCC.FCC-046) for justifying dissimilar-redundant routing separation, as in the retrieved context.",,skipped,False
"How do lateral-guidance accuracy requirements constrain autopilot roll and throttle targets through the FCC flight-control command limits across enroute, terminal, and approach phases?",2-hop,agentic-graph,local,none,0,26916,5635,905,6540,NAV-012;FCC-038;FCC-049;FCC-020,ALX2-NAV-001;NAV-001;NAV-016;NAV-012;NAV-032;FCC-038;STR7-FCC-002;FCC-020;FCC-049;STR7-FCC-006,10,3,continue,semantic,,,"The retrieved context does not define lateral-guidance accuracy requirements for enroute, terminal, or approach phases, so I cannot state phase-specific constraints from the provided requirements.

What the context does provide is the NAV-to-FCC linkage and the FCC command ceilings:

- NAV computes and publishes Total System Error at 10 Hz for RNP compliance monitoring, where TSE includes NSE and FTE from the FCC [NAV-012].
- Because FTE is part of TSE, FCC tracking performance contributes directly to lateral-guidance compliance [NAV-012].
- FCC roll commands are limited to -60 to +60 deg, with max rate 120 deg/s; commands beyond that are clamped and EXCEEDANCE is set [FCC-038].
- FCC throttle commands are limited to 0 to 100 %, with max rate 20 %/s; commands beyond that are clamped and EXCEEDANCE is set [FCC-038].
- FCC also limits dynamic response by configuration via roll-rate limits p_max:
  - Clean, gear up: 120 deg/s [FCC-049]
  - Flaps intermediate: 90 deg/s [FCC-049]
  - Flaps full, gear down: 60 deg/s [FCC-049]
  - Payload > 80 % MTOW: 90 deg/s [FCC-049]
- FCC control laws are gain-scheduled by calibrated airspeed and pressure altitude, with breakpoint spacing not exceeding 20 kt and 5 000 ft, which shapes how roll/throttle targets are realized across the envelope [FCC-020].

So, from the available requirements, the defensible statement is:

- Lateral-guidance accuracy is monitored through NAV’s TSE/RNP function, with FCC-induced FTE as one contributor [NAV-012].
- Any autopilot-generated roll or throttle target must remain within FCC command and rate limits, otherwise it will be clamped, which could degrade path tracking and therefore increase FTE/TSE [FCC-038][NAV-012].
- Additional configuration-dependent roll-rate limiting further constrains lateral capture/tracking responsiveness, especially in higher-drag or landing configurations [FCC-049].
- No retrieved requirement maps those constraints to specific enroute/terminal/approach accuracy values or distinct phase-dependent roll/throttle target policies.

If you want, I can also extract the implied control-chain relationship between NAV/FMS lateral accuracy monitoring and FCC actuation limits in a short interface-focused summary.",False,"The answer adds unsupported claims about phase-specific lateral-guidance compliance, autopilot targets, throttle/roll shaping, and tracking degradation not stated in the retrieved contexts.",True,"All claims are supported by the retrieved contexts, with direct citation of NAV/FCC requirements and no unsupported phase-specific or detailed modeling statements.",,skipped,False
"Which flight-control built-in test requirement traces through security constraints to the autopilot mode behavior, and what security requirement is referenced at both ends of that chain?",3+-hop,vanilla,local,none,2,7845,615,195,810,AUTO-001;AUTO-006;AUTO-005;AUTO-025;BIT-001,AUTO-001;AUTO-006;AUTO-005;AUTO-025;BIT-001,5,0,,,,,"From the provided context, the autopilot mode behavior is constrained by [AUTO-006], which states that engagement requests “shall be authenticated per ##SEC.SEC-010” [AUTO-006].

However, no flight-control built-in test requirement is included in the retrieved context that traces into that behavior. The only BIT requirement provided is the document purpose [BIT-001], and it contains no trace to security or autopilot modes [BIT-001].

So, based on the retrieved requirements:

- Autopilot mode behavior requirement: [AUTO-006]
- Security requirement referenced there: `##SEC.SEC-010` [AUTO-006]
- Flight-control BIT requirement that traces through that security constraint: not present in the retrieved context

Therefore, I can identify the common security requirement at the autopilot end as `##SEC.SEC-010` [AUTO-006], but I cannot identify the BIT requirement at the other end from the supplied requirements.",True,"All claims match the provided contexts, including that no BIT tracing requirement is present and AUTO-006 references SEC.SEC-010.",True,"The answer accurately reflects that only the autopilot mode behavior and its referenced security requirement are present, and states the absence of a BIT requirement tracing through security constrain",,skipped,True
"At what rate must the recorder log the communications data link health/status word, given mandatory-parameter native-rate recording and the health word’s own update requirement?",2-hop,vanilla,local,none,2,7148,644,233,877,CDL-029;FDR-004;FDR-005;COMM-020;FCC-051,CDL-029;FDR-004;FDR-005;COMM-020;FCC-051,5,0,,,,,"The retrieved context does not show any requirement that the **FDR records the CDL health word**. It only says the FDR records the parameters in **FDR_Mandatory_Params** at each parameter’s native rate [FDR-004], but that table content is not included here, so I cannot confirm whether **CDL_HEALTH_WORD** is a mandatory parameter.

What the context does establish is:

- **CDL_HEALTH_WORD** is **updated at 2 Hz** [CDL-029].
- The FDR must record mandatory parameters at each parameter’s **native rate** [FDR-004].

So, **if** `CDL_HEALTH_WORD` is included in `FDR_Mandatory_Params`, then the recorder must log it at **2 Hz** [CDL-029][FDR-004].

Related note:
- There is an explicit recorder requirement for **FCC_BIT_STATUS_MSG** at **1 Hz** [FDR-005], but no equivalent explicit FDR requirement for the CDL health word is present in the retrieved context [FDR-005][CDL-029].",True,"The answer only states what is and is not shown in the provided contexts, and its conditional 2 Hz conclusion is supported by CDL-029 and FDR-004.",True,All claims in the answer are supported by the retrieved contexts without adding new details or unsupported requirement IDs.,,skipped,True
"Which flight-control requirement ultimately drives the GPS timing/power dependency through the referenced power allocation chain, and how does that dependency propagate across the involved subsystems?",3+-hop,vanilla,local,none,2,9123,559,497,1056,PWR-016;ENG-003;PWR-019;PWR-001;FCC-034,PWR-016;ENG-003;PWR-019;PWR-001;FCC-034,5,0,,,,,"From the provided context, the flight-control requirement that introduces the GPS timing dependency is **[FCC-034]**: the FCC “shall provide a time-reference service aligned to UTC with accuracy ≤ 1 ms when GPS time is valid,” and otherwise free-wheel with drift ≤ 100 ppm [FCC-034].

However, the **power allocation chain** you ask about is **not present in the retrieved requirements**. I can identify the timing-side dependency, but I cannot fully trace the referenced allocation chain across subsystems without the intermediate requirements.

What can be stated from the retrieved set:

- **FCC timing dependency on GPS:**  
  The FCC time-reference requirement explicitly depends on valid GPS time via `##GPS.GPS-010` [FCC-034].

- **Power subsystem relevance:**  
  The PWR subsystem defines electrical source switching and protection behavior, e.g. GPU changeover without > 5 V essential-bus transient [PWR-016], and generator fault trip within 200 ms for under-frequency/under-voltage abnormalities [PWR-019]. These requirements govern continuity/quality of electrical power to downstream equipment, which would include FCC and GPS-powered equipment if allocated that way [PWR-016] [PWR-019].

- **But the actual allocation path is missing:**  
  There is no retrieved requirement showing:
  - GPS equipment power allocation from PWR,
  - FCC dependence on a GPS subsystem beyond the `##GPS.GPS-010` cross-reference,
  - any explicit “power allocation chain” linking PWR → GPS → FCC.

So, based only on the retrieved context, the best-supported propagation is:

1. **[FCC-034]** requires UTC-aligned time accuracy ≤ 1 ms when GPS time is valid.  
2. Therefore, FCC timing performance depends on availability/validity of the referenced GPS time source `##GPS.GPS-010` [FCC-034].  
3. Any subsystem providing that GPS function must itself remain powered; PWR requirements define general source continuity/protection mechanisms that would support such operation [PWR-016] [PWR-019].  
4. The specific requirement that “ultimately drives” the GPS timing/power dependency through a formal allocation chain cannot be identified from the provided requirements alone.

If you want, provide the GPS and allocation/linking requirements, and I can trace the exact dependency chain requirement-by-requirement.",False,The answer adds unsupported claims about downstream equipment inclusion and a formal PWR→GPS→FCC power-allocation propagation not stated in the retrieved contexts.,True,All claims in the answer are directly supported by the retrieved contexts or appropriately acknowledge missing allocation chain requirements.,,skipped,False
Which power requirement provides the continuously available hold-up energy the CDL relies on to ride through a 50 ms Category Z interruption?,1-hop,vanilla,local,none,1,4152,569,109,678,CDL-025;PWR-018;INS-035;FCC-055;PLD-028,CDL-025;PWR-018;INS-035;FCC-055;PLD-028,5,0,,,,,"The governing power requirement is [PWR-018].

It states that the PWR subsystem shall deliver “hold-up energy at the essential-bus ≥ 50 J continuously available per MIL-STD-704F Category Z 50 ms interruption” for the CDL, among other consumers [PWR-018]. The CDL requirement explicitly depends on that hold-up energy: the CDL shall sustain the 50 ms primary-power interruption profile “using hold-up energy from ##PWR.PWR-018” [CDL-025].",True,All claims are directly supported by PWR-018 and CDL-025.,True,All claims are directly supported by requirements CDL-025 and PWR-018 in the retrieved contexts.,,skipped,True
"When GPS is valid, can the navigation fusion timing service meet the flight control computer’s UTC alignment requirement through the GNSS time outputs?",2-hop,adaptive,local,none,1,30327,5900,786,6686,FCC-034;NAV-027;GPS-010,FCC-034;FCC-040;NBC3-FCC-001;FCC-017;STR7-FCC-004;NAV-022;NAV-027;NAV-021;NAV-015;NAV-016;GPS-010;GPS-031;GPS-030;GPS-023;GPS-012,15,2,sufficient,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=True, numeric=False)","Yes, based on the retrieved requirements.

- The FCC requires a time-reference service aligned to UTC with accuracy ≤ 1 ms when GPS time is valid [FCC-034].
- The NAV Fusion timing service provides time synchronisation at 1 Hz with ≤ 10 µs accuracy, derived from GPS time when valid [NAV-027].
- The GNSS receiver provides UTC time accurate to ≤ 50 ns 1-sigma when NAV is valid, via 1PPS and time-of-week outputs to downstream systems including the FCC [GPS-010].

So, through the GNSS time outputs, NAV can derive its timing service from GPS-valid time [NAV-027][GPS-010], and that service is substantially tighter than the FCC’s ≤ 1 ms UTC alignment requirement [FCC-034].

One caveat: the requirement set does not explicitly state that the FCC uses NAV-027 as its source for FCC-034. It only shows that NAV exposes such a service [NAV-027] and that GPS time is also provided directly to the FCC [GPS-010]. Therefore, the timing performance is sufficient, but the exact integration path is not fully specified in the retrieved context [FCC-034][NAV-027][GPS-010].",False,The answer adds an unsupported conclusion about meeting the FCC requirement via NAV/GNSS and mentions an unspecified integration path not stated in the retrieved requirements.,True,"All claims are directly supported by FCC-034, NAV-027, and GPS-010, and the caveat about integration path is reasonable given the contexts.",,skipped,False
"Which flight management function, via the flight data recorder linkage, ultimately traces to the data link requirement, and how is that end-to-end dependency justified across subsystems?",3+-hop,agentic,local,none,0,28277,5314,811,6125,FMS-033;FMS-037;FDR-002;FDR-055,FMS-004;FMS-039;FMS-001;FMS-037;FMS-033;FDR-001;FDR-055;FDR-002;FDR-003;FDR-C4,10,3,continue,semantic,,,"From the provided context, the identifiable end-to-end chain is:

- **Flight management function:** FMS guidance output publication — the FMS publishes **LNAV_GUIDANCE_MSG** and **VNAV_GUIDANCE_MSG** every **100 ms** on the primary avionics bus, using the **FMS_Guidance_Msg** format [FMS-033][FMS-037].
- **Flight data recorder linkage:** the FDR covers aircraft-side **data selection, storage, crash-survivability, post-flight retrieval, and synchronisation with GCS recording** [FDR-002], and provides a **post-flight data-retrieval interface** over the maintenance Ethernet port [FDR-055].

However, the specific **“data link requirement”** you ask about is **not present in the retrieved context**, so I cannot name the exact downstream requirement or claim a formal trace to it.

What can be justified from the retrieved requirements is this subsystem dependency:

1. The **FMS generates guidance data** as a defined avionics interface output [FMS-033][FMS-037].  
2. The **FDR is responsible for recording aircraft-side data** and making recorded data retrievable post-flight [FDR-002][FDR-055].  
3. Therefore, if FMS guidance messages are among the selected recorded parameters, the record/retrieval path would provide the linkage from **FMS guidance function** to external access via the FDR [FMS-033][FDR-002][FDR-055].

So, the best-supported answer is: the flight management function is the **LNAV/VNAV guidance publication function** [FMS-033][FMS-037], but the final trace to a **data link requirement** cannot be established from the supplied requirements alone.",False,"The answer adds an unsupported conditional claim that FDR would record FMS guidance messages if selected, which is not stated in the contexts.",True,All claims about subsystem interfaces and dependencies are directly grounded in the retrieved contexts; no unsupported data link requirement trace is made.,,skipped,False
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",1-hop,agentic-graph,local,none,1,26033,5914,870,6784,FCC-007;CDL-035;FCC-040;FCC-037;FCC-038,ADS-016;ADS-014;ADS-023;ADS-026;ADS-004;FCC-040;FCC-038;FCC-037;FCC-007;FCC-010,10,3,continue,semantic,,,"The retrieved requirements do **not** describe the full routing path from the ground station to the FCC. They only state FCC-side acceptance/validation behavior and one GROUND-mode path constraint.

What the requirements do say:

- In **GROUND** mode, the FCC shall accept control-surface deflection commands **only via the ground-maintenance command path** and reject any surface command from the autopilot or guidance laws [FCC-007].
- For **GCS-originated commands**, the FCC shall validate them against the **Command_Validation** table and reject any non-conforming command, returning an error code per `##CDL.CDL-035` [FCC-040].

Required validation before use is:

- `cmd_altitude`: `0 to 55000 ft`, rate limit `1000 ft/s`, `monotonic seq #` [FCC-040]
- `cmd_heading`: `0 to 3599 (0.1 deg)`, rate limit `30 deg/s`, `monotonic seq #` [FCC-040]
- `cmd_airspeed`: `40 to 350 kt`, rate limit `10 kt/s`, `monotonic seq #` [FCC-040]
- `cmd_mode`: `enum {0..9}`, rate limit `n/a`, `auth token valid` [FCC-040]

Related FCC behavior after validation:

- If a command requests a mode transition, the FCC must also enforce the applicable **mode-transition preconditions** and reject/log any transition whose precondition is not satisfied [FCC-037].
- If a validated command drives flight-control surface commands beyond allowed actuator limits, the FCC clamps to the nearest limit and sets `EXCEEDANCE` [FCC-038].

So, from the provided requirements: **routing is only explicitly constrained as “GCS-originated” into the FCC, and in GROUND mode via the ground-maintenance command path for surface deflections; the intermediate transport/interface path is not specified here** [FCC-007] [FCC-040].",False,The answer adds unsupported statements about a missing full routing path and post-validation actuator-limit behavior for GCS commands.,True,All claims in the answer are directly supported by the retrieved requirements and tables.,,skipped,False
How is radar-altimeter EMC coexistence verification performed while the onboard GNSS receiver tracks its required frequencies with CDL transmissions active?,2-hop,adaptive,local,none,0,18225,3081,560,3641,RADAR-024;RADAR-009;GPS-009;COMM-018;COMM-029;DLNK-017,RADAR-024;COMM-029;RADAR-009;COMM-018;DLNK-017;NAV-002;NAV-016;ALX2-NAV-001;NAV-014;NAV-C5;GPS-029;GPS-001;GPS-018;ALX2-GPS-001;GPS-009,15,0,sufficient,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=True, numeric=False)","Radar-altimeter EMC coexistence is verified by a DO-160G §20 Category Y test with the CDL and GPS transmitters active, and the pass criterion is no degradation of radar-altimeter track or GNSS PVT output [RADAR-024]. This test verifies the radar-altimeter EMC coexistence requirement that it shall coexist without mutual interference with the CDL at C-band and any onboard GPS receiver [RADAR-009].

For the GNSS side, the onboard receiver’s required tracked frequencies are the minimum GPS L1 C/A at 1575.42 MHz on all platforms, plus GPS L5 at 1176.45 MHz and Galileo E1/E5a on Stratos-7, AeroLynx-X2, and Nimbus-C3 [GPS-009]. So, in the coexistence verification context, the radar-altimeter test is performed while those required GNSS services are active/tracked and CDL transmissions are active, demonstrating no interference-induced loss of RA tracking or GNSS PVT performance [RADAR-024][RADAR-009][GPS-009].

Related subsystem-level EMC requirements also require COMM and DLNK to coexist with GPS, radar altimeter, and CDL under DO-160G §20 Category Y, with COMM specifically verified using all transceivers active simultaneously at maximum duty cycle and no spurious emissions into protected GPS, radar-altimeter, and CDL bands beyond allowable limits [COMM-018][COMM-029][DLNK-017].",False,The answer adds that GNSS services/frequencies are actively tracked during the RA test and includes unsupported DLNK/COMM linkage details not stated for this specific verification.,True,"All claims in the answer are directly supported by the retrieved contexts, including test procedures, tracked frequencies, and subsystem-level EMC requirements with matching references and criteria.",,skipped,False
"Which flight control requirement is ultimately traced from the referenced air data requirement through the intermediate air data dependency, and how does that end-to-end linkage propagate across the ADS–FCC boundary?",3+-hop,vanilla,local,none,2,7824,708,231,939,FCC-001;ADS-001;AUTO-004;SEC-003;FUEL-003,FCC-001;ADS-001;AUTO-004;SEC-003;FUEL-003,5,0,,,,,"The retrieved context does not contain any explicit trace links from an air data requirement to an intermediate dependency and then to a flight control requirement.

What can be stated from the provided requirements is only the document/interface relationship at the system level:

- The ADS document defines the Air Data System requirements for the common air-data LRU / ADM [ADS-001].
- The FCC document defines the functional, performance, interface, and safety requirements for the Flight Control Computer software and hardware interfaces [FCC-001].

So, across the ADS–FCC boundary, the available context supports only this high-level propagation statement:

- ADS requirements belong to the ADM/air-data source domain [ADS-001].
- FCC requirements consume external interfaces and define flight-control behavior/interfaces at the FCC boundary [FCC-001].

However, no requirement IDs are provided here for:
- a specific referenced air data requirement,
- an intermediate air data dependency,
- or the ultimate traced flight control requirement.

Therefore I cannot identify the exact flight control requirement or demonstrate the end-to-end trace chain from ADS to FCC from the supplied context alone [ADS-001] [FCC-001].",True,The answer accurately states that the provided contexts contain only high-level ADS and FCC document descriptions and no explicit trace chain or requirement IDs linking ADS to FCC.,True,The answer correctly states that there is no explicit trace data or specific requirement IDs enabling an end-to-end linkage to be established in the retrieved contexts.,,skipped,True
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,1-hop,agentic-graph,local,none,2,13551,3559,280,3839,SEC-008;FCC-031;CDL-035;FCC-040,FCC-040;FCC-031;FCC-C5;FCC-007;FCC-010;CDL-035;SEC-008,7,0,sufficient,semantic,,,"The system-level security requirement is **[SEC-008]**: “The system shall enforce a command-validation discipline … rejecting commands with invalid range, rate, sequence, or authentication” [SEC-008].

The FCC realizes this through:
- validating every incoming GCS command for **range, rate, and sequence number** and rejecting violations without passing them to control laws [FCC-031]
- validating against the **Command_Validation** table and rejecting non-conforming commands with an error code returned per **[CDL-035]** [FCC-040]

So the FCC command-validation behavior is an implementation of **[SEC-008]** [FCC-031] [FCC-040].",True,"All claims are supported by the cited contexts, and SEC-008 is explicitly satisfied by FCC-031 and FCC-040.",True,"All claims regarding SEC-008 as the system-level requirement, FCC's validation actions, and reference to FCC-031, FCC-040, and CDL-035 are directly supported by the retrieved contexts.",,skipped,True
