query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,citation_precision,citation_recall,citation_f1,retrieval_recall,context_precision,n_cited,n_gold,hop_count,stratum,is_cross_module
Where was Mary's betrothed born?,1-hop,graphrag,azure,none,0,4189,2037,57,2094,MQ-003-P10,MQ-003-P10;MQ-003-P11;MQ-003-P05;MQ-012-P14;MQ-003-P06;MQ-040-P09;MQ-003-P12;MQ-145-P04;MQ-003-P04;MQ-145-P15;MQ-145-P16,11,0,,,,,0.0,0.0,0.0,1.0,0.1818,1,2,1,1-hop,False
Where was Mary's betrothed born?,1-hop,agentic-graph,azure,none,0,12774,4210,358,4568,MQ-003-P10;MQ-003-P11;MQ-003-P05,MQ-003-P10;MQ-003-P11;MQ-003-P05;MQ-037-P19;MQ-040-P09,5,3,continue,semantic,,,0.3333,0.5,0.4,0.5,0.2,3,2,1,1-hop,False
The island where they filmed ninja warrior in Australia is located in what harbor?,1-hop,vanilla,azure,none,0,2318,988,66,1054,MQ-004-P04;MQ-004-P09,MQ-004-P04;MQ-004-P09;MQ-102-P14;MQ-163-P17;MQ-011-P01,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
The island where they filmed ninja warrior in Australia is located in what harbor?,1-hop,graphrag,azure,none,0,3643,1887,41,1928,MQ-004-P04;MQ-004-P09,MQ-004-P04;MQ-004-P09;MQ-102-P14;MQ-163-P17;MQ-011-P01;MQ-015-P09;MQ-165-P07;MQ-017-P07,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
The island where they filmed ninja warrior in Australia is located in what harbor?,1-hop,agentic-graph,azure,none,0,5795,2212,131,2343,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,False
Who is the mother of the founder of Mormonism?,1-hop,vanilla,azure,none,0,2589,1013,39,1052,MQ-005-P02;MQ-005-P18;MQ-005-P05,MQ-005-P05;MQ-005-P01;MQ-005-P02;MQ-005-P18;MQ-005-P09,5,0,,,,,0.6667,1.0,0.8,1.0,0.4,3,2,1,1-hop,False
Who is the mother of the founder of Mormonism?,1-hop,graphrag,azure,none,0,3727,1631,44,1675,MQ-005-P02;MQ-005-P18;MQ-005-P05,MQ-005-P05;MQ-005-P01;MQ-005-P02;MQ-005-P18;MQ-005-P09;MQ-003-P05;MQ-003-P11;MQ-165-P11;MQ-003-P04,9,0,,,,,0.6667,1.0,0.8,1.0,0.2222,3,2,1,1-hop,False
Who is the mother of the founder of Mormonism?,1-hop,agentic-graph,azure,none,0,5191,2085,65,2150,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,False
"Who wrote ""Turn Me On"" by performer of ""Happy Pills""?",1-hop,vanilla,azure,none,0,2371,861,57,918,MQ-006-P15;MQ-006-P00,MQ-006-P15;MQ-006-P00;MQ-007-P06;MQ-020-P11;MQ-023-P06,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
"Who wrote ""Turn Me On"" by performer of ""Happy Pills""?",1-hop,graphrag,azure,none,0,3857,1183,79,1262,MQ-006-P15;MQ-006-P00,MQ-006-P15;MQ-006-P00;MQ-007-P06;MQ-020-P11;MQ-023-P06;MQ-007-P08;MQ-020-P19;MQ-006-P12,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
"Who wrote ""Turn Me On"" by performer of ""Happy Pills""?",1-hop,agentic-graph,azure,none,0,8562,2208,163,2371,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,False
"Who wrote the song ""The Story"" that is sung by the performer of ""That Wasn't Me""?",1-hop,vanilla,azure,none,0,3414,574,86,660,MQ-007-P13;MQ-032-P17;MQ-007-P16,MQ-007-P13;MQ-032-P17;MQ-007-P16;MQ-032-P05;MQ-023-P06,5,0,,,,,0.6667,1.0,0.8,1.0,0.4,3,2,1,1-hop,False
"Who wrote the song ""The Story"" that is sung by the performer of ""That Wasn't Me""?",1-hop,graphrag,azure,none,0,3641,944,87,1031,MQ-007-P13;MQ-032-P17;MQ-007-P16,MQ-007-P13;MQ-032-P17;MQ-007-P16;MQ-032-P05;MQ-023-P06;MQ-007-P01;MQ-032-P08;MQ-007-P17,8,0,,,,,0.6667,1.0,0.8,1.0,0.25,3,2,1,1-hop,False
"Who wrote the song ""The Story"" that is sung by the performer of ""That Wasn't Me""?",1-hop,agentic-graph,azure,none,0,12163,4109,256,4365,MQ-007-P13;MQ-032-P17,MQ-007-P13;MQ-032-P17;MQ-007-P16;MQ-032-P05;MQ-007-P19,5,3,continue,semantic,,,0.5,0.5,0.5,1.0,0.4,2,2,1,1-hop,False
Who did Hayek work for upon being hired by the author of Omnipotent Government?,1-hop,vanilla,azure,none,0,2087,925,45,970,MQ-008-P17,MQ-008-P17;MQ-008-P09;MQ-008-P04;MQ-008-P01;MQ-008-P05,5,0,,,,,1.0,0.5,0.6667,0.5,0.2,1,2,1,1-hop,False
Who did Hayek work for upon being hired by the author of Omnipotent Government?,1-hop,graphrag,azure,none,0,3360,1672,32,1704,MQ-008-P17;MQ-008-P14,MQ-008-P17;MQ-008-P09;MQ-008-P04;MQ-008-P01;MQ-008-P05;MQ-008-P07;MQ-008-P12;MQ-008-P08;MQ-008-P14,9,0,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,1,1-hop,False
Who did Hayek work for upon being hired by the author of Omnipotent Government?,1-hop,agentic-graph,azure,none,0,6933,2208,128,2336,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,False
Who is the brother of the Nothin' My Love Can't Fix performer?,1-hop,vanilla,azure,none,0,2264,631,46,677,MQ-009-P03,MQ-009-P03;MQ-094-P10;MQ-009-P18;MQ-009-P06;MQ-006-P15,5,0,,,,,1.0,0.5,0.6667,0.5,0.2,1,2,1,1-hop,False
Who is the brother of the Nothin' My Love Can't Fix performer?,1-hop,graphrag,azure,none,0,3757,1235,76,1311,MQ-009-P03;MQ-009-P10,MQ-009-P03;MQ-094-P10;MQ-009-P18;MQ-009-P06;MQ-006-P15;MQ-009-P11;MQ-061-P02;MQ-085-P15;MQ-006-P00;MQ-009-P10,10,0,,,,,1.0,1.0,1.0,1.0,0.2,2,2,1,1-hop,False
Who is the brother of the Nothin' My Love Can't Fix performer?,1-hop,agentic-graph,azure,none,0,6583,2255,183,2438,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,False
Who introduced a system of musical notation in the 14th century that is used in the area where most of the invasion of the eastern Roman Empire took place?,1-hop,vanilla,azure,none,0,4393,1009,179,1188,MQ-010-P01;MQ-010-P17,MQ-010-P06;MQ-010-P01;MQ-010-P12;MQ-010-P17;MQ-010-P04,5,0,,,,,0.5,0.5,0.5,0.5,0.2,2,2,1,1-hop,False
Who introduced a system of musical notation in the 14th century that is used in the area where most of the invasion of the eastern Roman Empire took place?,1-hop,graphrag,azure,none,0,3308,1860,70,1930,MQ-010-P01;MQ-010-P15,MQ-010-P06;MQ-010-P01;MQ-010-P12;MQ-010-P17;MQ-010-P04;MQ-010-P15;MQ-010-P03;MQ-010-P00,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
Who introduced a system of musical notation in the 14th century that is used in the area where most of the invasion of the eastern Roman Empire took place?,1-hop,agentic-graph,azure,none,0,14460,4765,402,5167,MQ-010-P01;MQ-010-P03,MQ-010-P06;MQ-010-P01;MQ-010-P12;MQ-010-P03;MQ-010-P04,5,3,continue,semantic,,,0.5,0.5,0.5,0.5,0.2,2,2,1,1-hop,False
What other county does the county where Imperial is located share a border with?,1-hop,vanilla,azure,none,0,2231,872,55,927,MQ-011-P17,MQ-011-P17;MQ-142-P04;MQ-091-P14;MQ-140-P16;MQ-049-P03,5,0,,,,,1.0,0.5,0.6667,0.5,0.2,1,2,1,1-hop,False
What other county does the county where Imperial is located share a border with?,1-hop,graphrag,azure,none,0,3689,2032,98,2130,MQ-011-P17,MQ-011-P17;MQ-142-P04;MQ-091-P14;MQ-140-P16;MQ-049-P03;MQ-195-P02;MQ-174-P15;MQ-183-P16;MQ-011-P12;MQ-140-P11;MQ-174-P13;MQ-183-P13;MQ-195-P01;MQ-195-P18;MQ-140-P07,15,0,,,,,1.0,0.5,0.6667,1.0,0.1333,1,2,1,1-hop,False
What other county does the county where Imperial is located share a border with?,1-hop,agentic-graph,azure,none,0,5754,2158,118,2276,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,False
The author of Alciphron lived in what century?,1-hop,vanilla,azure,none,0,3160,938,105,1043,MQ-012-P03,MQ-010-P04;MQ-012-P03;MQ-093-P00;MQ-003-P01;MQ-115-P11,5,0,,,,,0.0,0.0,0.0,0.0,0.0,1,2,1,1-hop,False
The author of Alciphron lived in what century?,1-hop,graphrag,azure,none,0,2931,2239,30,2269,,MQ-010-P04;MQ-012-P03;MQ-093-P00;MQ-003-P01;MQ-115-P11;MQ-182-P15;MQ-010-P01;MQ-185-P04;MQ-010-P15;MQ-182-P11;MQ-185-P16;MQ-182-P10;MQ-185-P18,13,0,,,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,False
The author of Alciphron lived in what century?,1-hop,agentic-graph,azure,none,0,6056,2158,124,2282,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,False
What publisher was formed from the owner of the The Daily News?,1-hop,vanilla,azure,none,0,2787,657,105,762,MQ-013-P02;MQ-013-P13,MQ-013-P02;MQ-013-P13;MQ-013-P18;MQ-013-P15;MQ-013-P06,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
What publisher was formed from the owner of the The Daily News?,1-hop,graphrag,azure,none,0,3794,988,83,1071,MQ-013-P02;MQ-013-P13,MQ-013-P02;MQ-013-P13;MQ-013-P18;MQ-013-P15;MQ-013-P06;MQ-013-P08;MQ-013-P19;MQ-013-P11,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
What publisher was formed from the owner of the The Daily News?,1-hop,agentic-graph,azure,none,0,13768,4162,314,4476,MQ-013-P02;MQ-013-P13,MQ-013-P02;MQ-013-P18;MQ-013-P06;MQ-013-P15;MQ-013-P13,5,3,continue,semantic,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
What is the date of birth for the performer of Unbreakable?,1-hop,vanilla,azure,none,0,2676,669,91,760,MQ-014-P15;MQ-014-P11,MQ-014-P14;MQ-014-P11;MQ-014-P10;MQ-014-P15;MQ-040-P00,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
What is the date of birth for the performer of Unbreakable?,1-hop,graphrag,azure,none,0,3449,1333,49,1382,MQ-014-P11;MQ-014-P15,MQ-014-P14;MQ-014-P11;MQ-014-P10;MQ-014-P15;MQ-040-P00;MQ-141-P04;MQ-141-P01;MQ-018-P19,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
What is the date of birth for the performer of Unbreakable?,1-hop,agentic-graph,azure,none,0,6635,2223,204,2427,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,False
Who was in charge of the province which contains Zeevang?,1-hop,vanilla,azure,none,0,2103,617,48,665,MQ-015-P10;MQ-015-P04,MQ-015-P10;MQ-015-P04;MQ-084-P17;MQ-124-P12;MQ-157-P01,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
Who was in charge of the province which contains Zeevang?,1-hop,graphrag,azure,none,0,3410,913,80,993,MQ-015-P10;MQ-015-P04,MQ-015-P10;MQ-015-P04;MQ-084-P17;MQ-124-P12;MQ-157-P01;MQ-165-P14;MQ-127-P14;MQ-094-P02,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
Who was in charge of the province which contains Zeevang?,1-hop,agentic-graph,azure,none,0,11041,2266,242,2508,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,False
Who played king whose regal Name did Albert Adopt in the king's speech?,1-hop,vanilla,azure,none,0,3059,920,120,1040,MQ-016-P07;MQ-016-P05,MQ-016-P05;MQ-016-P07;MQ-016-P12;MQ-016-P00;MQ-016-P06,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
Who played king whose regal Name did Albert Adopt in the king's speech?,1-hop,graphrag,azure,none,0,3442,1383,77,1460,MQ-016-P07;MQ-016-P05,MQ-016-P05;MQ-016-P07;MQ-016-P12;MQ-016-P00;MQ-016-P06;MQ-016-P04;MQ-028-P10;MQ-003-P16,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
Who played king whose regal Name did Albert Adopt in the king's speech?,1-hop,agentic-graph,azure,none,0,12791,4020,330,4350,MQ-016-P05;MQ-016-P07;MQ-016-P04,MQ-016-P07;MQ-016-P05;MQ-016-P12;MQ-016-P00;MQ-016-P04,5,3,continue,semantic,,,0.6667,1.0,0.8,1.0,0.4,3,2,1,1-hop,False
What county was Tim Dubois born in?,1-hop,vanilla,azure,none,0,2347,714,65,779,MQ-017-P06,MQ-017-P06;MQ-017-P16;MQ-070-P16;MQ-005-P03;MQ-033-P06,5,0,,,,,1.0,0.5,0.6667,0.5,0.2,1,2,1,1-hop,False
What county was Tim Dubois born in?,1-hop,graphrag,azure,none,0,3630,1414,82,1496,MQ-017-P06;MQ-017-P17,MQ-017-P06;MQ-017-P16;MQ-070-P16;MQ-005-P03;MQ-033-P06;MQ-073-P09;MQ-150-P10;MQ-033-P14;MQ-017-P17,9,0,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,1,1-hop,False
What county was Tim Dubois born in?,1-hop,agentic-graph,azure,none,0,12354,4063,286,4349,MQ-017-P06,MQ-017-P16;MQ-017-P06;MQ-035-P03;MQ-005-P03;MQ-078-P04,5,3,continue,semantic,,,1.0,0.5,0.6667,0.5,0.2,1,2,1,1-hop,False
What was the story that included the character from The Bourne Betrayal based on?,1-hop,vanilla,azure,none,0,3987,1069,138,1207,MQ-018-P04;MQ-018-P18,MQ-018-P18;MQ-018-P13;MQ-018-P15;MQ-018-P04;MQ-018-P19,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
What was the story that included the character from The Bourne Betrayal based on?,1-hop,graphrag,azure,none,0,5523,1339,204,1543,MQ-018-P18;MQ-018-P13;MQ-018-P15;MQ-018-P04,MQ-018-P18;MQ-018-P13;MQ-018-P15;MQ-018-P04;MQ-018-P19;MQ-018-P17;MQ-018-P03;MQ-018-P07,8,0,,,,,0.5,1.0,0.6667,1.0,0.25,4,2,1,1-hop,False
What was the story that included the character from The Bourne Betrayal based on?,1-hop,agentic-graph,azure,none,0,8856,2353,272,2625,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,False
Where is the province of Gonbad-e Qabus County located?,1-hop,vanilla,azure,none,0,2373,807,61,868,MQ-019-P14;MQ-019-P13,MQ-019-P14;MQ-019-P04;MQ-019-P08;MQ-019-P13;MQ-019-P00,5,0,,,,,0.5,0.5,0.5,0.5,0.2,2,2,1,1-hop,False
Where is the province of Gonbad-e Qabus County located?,1-hop,graphrag,azure,none,0,3747,1128,57,1185,MQ-019-P14;MQ-019-P03,MQ-019-P14;MQ-019-P04;MQ-019-P08;MQ-019-P13;MQ-019-P00;MQ-019-P03;MQ-099-P10;MQ-019-P02,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
Where is the province of Gonbad-e Qabus County located?,1-hop,agentic-graph,azure,none,0,8888,2926,187,3113,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,False
"What record label released the debut album of the artist behind the 1993 album ""Let There be Love"".",1-hop,vanilla,azure,none,0,2525,632,67,699,MQ-020-P15;MQ-020-P16,MQ-020-P16;MQ-020-P15;MQ-160-P05;MQ-199-P07;MQ-148-P15,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
"What record label released the debut album of the artist behind the 1993 album ""Let There be Love"".",1-hop,graphrag,azure,none,0,4309,1172,88,1260,MQ-020-P15;MQ-020-P16,MQ-020-P16;MQ-020-P15;MQ-160-P05;MQ-199-P07;MQ-148-P15;MQ-024-P13;MQ-009-P14;MQ-024-P10;MQ-024-P01,9,0,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,1,1-hop,False
"What record label released the debut album of the artist behind the 1993 album ""Let There be Love"".",1-hop,agentic-graph,azure,none,0,17941,4163,421,4584,MQ-020-P15;MQ-020-P16,MQ-020-P15;MQ-020-P16;MQ-020-P08;MQ-088-P07;MQ-030-P10,5,3,continue,semantic,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
What company is the college where Wolf V. Vishniac studied a part of?,1-hop,vanilla,azure,none,0,2373,942,67,1009,MQ-021-P14,MQ-021-P14;MQ-008-P01;MQ-083-P04;MQ-112-P18;MQ-021-P02,5,0,,,,,1.0,0.5,0.6667,0.5,0.2,1,2,1,1-hop,False
What company is the college where Wolf V. Vishniac studied a part of?,1-hop,graphrag,azure,none,0,3835,1434,69,1503,MQ-021-P14;MQ-021-P04,MQ-021-P14;MQ-008-P01;MQ-083-P04;MQ-112-P18;MQ-021-P02;MQ-026-P09;MQ-042-P18;MQ-008-P17;MQ-008-P14;MQ-021-P04,10,0,,,,,1.0,1.0,1.0,1.0,0.2,2,2,1,1-hop,False
What company is the college where Wolf V. Vishniac studied a part of?,1-hop,agentic-graph,azure,none,0,17457,4298,339,4637,MQ-021-P14,MQ-021-P14;MQ-008-P01;MQ-042-P18;MQ-117-P10;MQ-083-P04,5,3,continue,semantic,,,1.0,0.5,0.6667,0.5,0.2,1,2,1,1-hop,False
Where did the painter of The Mud Bath study?,1-hop,vanilla,azure,none,0,3317,722,91,813,MQ-022-P10;MQ-022-P07,MQ-022-P10;MQ-022-P04;MQ-022-P07;MQ-085-P02;MQ-061-P12,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
Where did the painter of The Mud Bath study?,1-hop,graphrag,azure,none,0,4655,1246,78,1324,MQ-022-P10;MQ-022-P07,MQ-022-P10;MQ-022-P04;MQ-022-P07;MQ-085-P02;MQ-061-P12;MQ-188-P06;MQ-012-P19;MQ-076-P00;MQ-076-P06;MQ-076-P11,10,0,,,,,1.0,1.0,1.0,1.0,0.2,2,2,1,1-hop,False
Where did the painter of The Mud Bath study?,1-hop,agentic-graph,azure,none,0,12503,3882,252,4134,MQ-022-P10;MQ-022-P07,MQ-022-P10;MQ-022-P04;MQ-022-P07;MQ-085-P02;MQ-026-P16,5,3,continue,semantic,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
What university did the author of 1967: The Last Good Year attend?,1-hop,vanilla,azure,none,0,2857,606,61,667,MQ-023-P00,MQ-023-P00;MQ-054-P05;MQ-026-P09;MQ-013-P07;MQ-026-P16,5,0,,,,,1.0,0.5,0.6667,0.5,0.2,1,2,1,1-hop,False
What university did the author of 1967: The Last Good Year attend?,1-hop,graphrag,azure,none,0,3779,1195,73,1268,MQ-023-P00;MQ-023-P02,MQ-023-P00;MQ-054-P05;MQ-026-P09;MQ-013-P07;MQ-026-P16;MQ-047-P12;MQ-026-P13;MQ-008-P09;MQ-023-P02,9,0,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,1,1-hop,False
What university did the author of 1967: The Last Good Year attend?,1-hop,agentic-graph,azure,none,0,8103,2234,193,2427,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,False
What is the parent company of the record label releasing Cold Turkey?,1-hop,vanilla,azure,none,0,2797,684,81,765,MQ-024-P01;MQ-024-P13,MQ-024-P01;MQ-199-P07;MQ-148-P15;MQ-160-P05;MQ-024-P13,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
What is the parent company of the record label releasing Cold Turkey?,1-hop,graphrag,azure,none,0,4429,1209,84,1293,MQ-024-P01;MQ-024-P13,MQ-024-P01;MQ-199-P07;MQ-148-P15;MQ-160-P05;MQ-024-P13;MQ-024-P10;MQ-083-P12;MQ-148-P06;MQ-148-P08;MQ-148-P17,10,0,,,,,1.0,1.0,1.0,1.0,0.2,2,2,1,1-hop,False
What is the parent company of the record label releasing Cold Turkey?,1-hop,agentic-graph,azure,none,0,15469,4261,395,4656,MQ-024-P01;MQ-024-P13,MQ-024-P01;MQ-148-P15;MQ-199-P07;MQ-160-P05;MQ-024-P13,5,3,continue,semantic,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
What month did the person who retained trust in Longchamp go away to the Holy Land?,1-hop,vanilla,azure,none,0,3123,885,71,956,MQ-025-P18,MQ-025-P18;MQ-025-P09;MQ-025-P06;MQ-146-P10;MQ-188-P05,5,0,,,,,1.0,0.5,0.6667,0.5,0.2,1,2,1,1-hop,False
What month did the person who retained trust in Longchamp go away to the Holy Land?,1-hop,graphrag,azure,none,0,4991,1387,106,1493,MQ-025-P18;MQ-025-P04,MQ-025-P18;MQ-025-P09;MQ-025-P06;MQ-146-P10;MQ-188-P05;MQ-175-P04;MQ-145-P07;MQ-025-P04,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
What month did the person who retained trust in Longchamp go away to the Holy Land?,1-hop,agentic-graph,azure,none,0,13517,4520,285,4805,MQ-025-P18,MQ-025-P18;MQ-025-P09;MQ-025-P13;MQ-025-P06;MQ-041-P09,5,3,continue,semantic,,,1.0,0.5,0.6667,0.5,0.2,1,2,1,1-hop,False
What is the mascot of William J. Ripple's university?,1-hop,vanilla,azure,none,0,2810,710,36,746,MQ-026-P02;MQ-026-P05,MQ-026-P02;MQ-026-P18;MQ-026-P05;MQ-155-P17;MQ-023-P12,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
What is the mascot of William J. Ripple's university?,1-hop,graphrag,azure,none,0,3376,1808,36,1844,MQ-026-P02;MQ-026-P05,MQ-026-P02;MQ-026-P18;MQ-026-P05;MQ-155-P17;MQ-023-P12;MQ-062-P18;MQ-047-P12;MQ-026-P03;MQ-062-P16;MQ-155-P16;MQ-155-P18;MQ-155-P04,12,0,,,,,1.0,1.0,1.0,1.0,0.1667,2,2,1,1-hop,False
What is the mascot of William J. Ripple's university?,1-hop,agentic-graph,azure,none,0,12595,4181,249,4430,MQ-026-P02;MQ-026-P05,MQ-026-P02;MQ-026-P05;MQ-026-P18;MQ-023-P12;MQ-155-P17,5,3,continue,semantic,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
What year did the author of The First Blast of the Trumpet Against the Monstruous Regiment of Women die?,1-hop,vanilla,azure,none,0,2301,884,47,931,MQ-027-P19,MQ-027-P19;MQ-027-P18;MQ-022-P02;MQ-037-P18;MQ-041-P07,5,0,,,,,1.0,0.5,0.6667,0.5,0.2,1,2,1,1-hop,False
What year did the author of The First Blast of the Trumpet Against the Monstruous Regiment of Women die?,1-hop,graphrag,azure,none,0,3599,1404,60,1464,MQ-027-P19;MQ-027-P07,MQ-027-P19;MQ-027-P18;MQ-022-P02;MQ-037-P18;MQ-041-P07;MQ-014-P08;MQ-145-P06;MQ-188-P00;MQ-027-P07,9,0,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,1,1-hop,False
What year did the author of The First Blast of the Trumpet Against the Monstruous Regiment of Women die?,1-hop,agentic-graph,azure,none,0,6568,2190,127,2317,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,False
