query,pipeline,repeat,query_type,judged_on,gemini_faithful,gemini_reason,gemini_tokens
"Which film whose director was born first, Sin'S Pay Day or Gunaah (1993 Film)?",graphrag,0,3+-hop,2026-08-21,True,"All facts regarding film directors, their birth dates, and the resulting comparison are fully supported by the retrieved contexts.",3805
Who was the teacher of the composer of film The Cousin From Nowhere (1953 Film)?,graphrag,0,2-hop,2026-08-21,True,The contexts confirm that Eduard Künneke composed the operetta on which the 1953 film was based and that he was an advanced student of Max Bruch.,1986
"Who is older, Arnold Carl Johansen or Walter Lafferty?",graphrag,0,1-hop,2026-08-21,True,All factual claims regarding the birth dates and age comparison are fully supported by the retrieved contexts.,1846
"Who was born first, Cornelis Gijsbert Gerrit Jan Van Steenis or Tarsem King, Baron King Of West Bromwich?",graphrag,0,1-hop,2026-08-21,True,All facts and birth dates are fully supported by the retrieved contexts.,1838
"Did the movies Mille Bolle Blu and La Moglie Vergine, originate from the same country?",graphrag,0,1-hop,2026-08-21,True,All claims regarding the country of origin of both films are fully supported by the retrieved contexts.,1647
"Who is older, Daniel David Moses or Stanislas Batchi?",graphrag,0,1-hop,2026-08-21,True,All birth dates and the resulting comparison are fully supported by the retrieved contexts.,1429
"Which film came out first, Blood And Diamonds or Opened By Mistake?",graphrag,0,1-hop,2026-08-21,True,"The contexts confirm that Opened by Mistake is from 1940 and Blood and Diamonds is from 1978, correctly supporting the answer.",1295
When was Richard Bootle-Wilbraham's father born?,graphrag,0,2-hop,2026-08-21,True,The answer accurately states the identity and birth date of Richard Bootle-Wilbraham's father based directly on the provided context.,2070
"Which film has the producer who is older, Dweepa or Kalank?",graphrag,0,3+-hop,2026-08-21,True,"All factual claims regarding the films, producers, and their respective birth dates are fully supported by the retrieved contexts.",3902
Who was born first out of Gerda Weissensteiner and Stasys Šaparnis?,graphrag,0,1-hop,2026-08-21,True,All claims regarding the birth dates and the comparison of who was born first are fully supported by the retrieved contexts.,1306
Who is the paternal grandfather of George Tupou V?,graphrag,0,2-hop,2026-08-21,True,The answer logically deduces George Tupou V's paternal grandfather directly from the retrieved contexts identifying his father and his father's parents.,1367
"Which film has the director who is older than the other, Odd Job (Film) or Everything'S Ducky? ",graphrag,0,3+-hop,2026-08-21,True,All facts and claims in the answer are accurately supported by the retrieved contexts.,2850
When did Mary Basset's father die?,graphrag,0,2-hop,2026-08-21,True,The contexts confirm that Mary Basset's father was William Roper and that he died on 4 January 1578.,3212
"Which film has the director who was born earlier, The Forbidden Trail or A Weaver Of Dreams?",graphrag,0,3+-hop,2026-08-21,False,"The answer falsely states in its opening that A Weaver of Dreams has the earlier-born director, which contradicts the birth dates in the contexts showing Robert N. Bradbury was born before John H. Col",2844
"Which film has the director died later, The Wax Model or Khoon Ka Karz?",graphrag,0,3+-hop,2026-08-21,True,All facts regarding the directors of both films and their dates of death are fully supported by the retrieved contexts.,3770
"Are the movies The Urethra Chronicles and Starter For 10 (Film), from the same country?",graphrag,0,1-hop,2026-08-21,True,The answer accurately reflects the context details regarding the British origin of Starter for 10 and the American association of The Urethra Chronicles.,1913
"Which film has the director who was born earlier, Angélique, Marquise Des Anges or That Man George?",graphrag,0,3+-hop,2026-08-21,False,The answer opens with a false claim contradicting the provided contexts and its own concluding reasoning.,2591
"Who lived longer, George F. Sowers or Henrietta Amelia Leeson?",graphrag,0,1-hop,2026-08-21,True,All birth and death dates and lifespan inferences are accurately drawn from the provided contexts.,3115
Did Mitch Brian and Harry Kent (Cyclist) share the same nationality?,graphrag,0,1-hop,2026-08-21,True,All claims are supported by the provided retrieved contexts.,1461
"Which film has the director who died later, Waiting For The Hearse or The Seventh Sword?",graphrag,0,3+-hop,2026-08-21,True,All facts and comparisons regarding the directors and their dates of death are directly supported by the context.,2214
Who is Princess Elizabeth Of Greece And Denmark's maternal grandfather?,graphrag,0,2-hop,2026-08-21,True,The answer logically deduces Princess Elizabeth's maternal grandfather from the provided parentage records in the context.,1778
What is the place of birth of Dianne Bentley's husband?,graphrag,0,2-hop,2026-08-21,True,"The provided contexts confirm Dianne Bentley was married to Robert J. Bentley and that he was born in Columbiana, Alabama.",2659
What nationality is Sukhumala Marasri's father?,graphrag,0,2-hop,2026-08-21,True,All factual statements and inferences in the answer are directly supported by the retrieved contexts.,1593
"Which magazine was founded first, Racing Toward Diversity or Lo Scolaro?",graphrag,0,1-hop,2026-08-21,True,The answer accurately compares the founding dates of both magazines as stated in the provided contexts.,1883
"Which film was released earlier, Smiles Of A Summer Night or Two Idiots In Hollywood?",graphrag,0,1-hop,2026-08-21,True,The answer accurately compares the release years of both films as directly stated in the provided contexts.,1543
Did Charles Robinson (Raf Airman) and Terri Hooley share the same nationality?,graphrag,0,1-hop,2026-08-21,True,The answer accurately reflects the information in the provided context and correctly states that Terri Hooley's nationality is not explicitly given.,1691
Do both films All Souls (Film) and Atomised (Film) have the directors from the same country?,graphrag,0,3+-hop,2026-08-21,False,"The answer falsely claims that Oskar Roehler's nationality is not explicitly stated in the context, contradicting chunk [2W-044-P08] which identifies him as a German film director.",3165
Where was the director of film Death Of A Friend born?,graphrag,0,2-hop,2026-08-21,True,"The answer accurately cites the context stating that Death of a Friend was directed by Franco Rossi, who was born in Florence.",3104
Who is the spouse of the director of film Fire-Eater (Film)?,graphrag,0,2-hop,2026-08-21,True,"All claims are completely supported by the retrieved contexts, accurately noting that Pirjo Honkasalo directed the film and that Pirkko Saisio is identified as her partner rather than her spouse.",2447
"Which film has the director born later, No Dough Boys or The Punch And Judy Man?",graphrag,0,3+-hop,2026-08-21,True,"All statements regarding the films' directors, birth dates, and the resulting comparison are fully supported by the retrieved contexts.",2646
Are Saks Fifth Avenue and Warburg Pincus located in the same country?,graphrag,0,1-hop,2026-08-21,True,The answer's claims that both Warburg Pincus and Saks Fifth Avenue are based/located in New York City in the United States are directly supported by the retrieved contexts.,1544
Are the directors of films Jaco (Film) and Half A Bride both from the same country?,graphrag,0,3+-hop,2026-08-21,True,"All claims regarding the directors, their nationalities, and missing information are accurately grounded in the retrieved contexts.",2474
"Which film has the director who died earlier, My Husband'S Other Wife or ¡Que Viene Mi Marido!?",graphrag,0,3+-hop,2026-08-21,True,"All statements, dates, and director associations are directly supported by the retrieved contexts.",2029
Are Vivicca Whitsett and Pepa (Rapper) from the same country?,graphrag,0,1-hop,2026-08-21,True,All factual claims are supported by the provided text chunks.,1709
"Which film came out first, Je L'Ai Été Trois Fois or Tamala 2010: A Punk Cat In Space?",graphrag,0,1-hop,2026-08-21,False,The release year 2002 for Tamala 2010: A Punk Cat in Space is not present in the provided contexts.,2250
"Which film came out first, The Happy Life or King Arthur Was A Gentleman?",graphrag,0,1-hop,2026-08-21,True,All facts and cited years are directly supported by contexts [2W-053-P02] and [2W-053-P03].,1246
"Which film has the director who was born earlier, Time For Loving or Un'Altra Vita?",graphrag,0,3+-hop,2026-08-21,True,All claims regarding the directors of the films and their dates of birth are directly supported by the provided context.,2765
"Which film has the director born later, Monsieur Taxi or A Yiddish World Remembered?",graphrag,0,3+-hop,2026-08-21,True,All claims regarding the directors of both films and their respective birthdates are fully supported by the retrieved contexts.,1557
"Which film has the director who died first, The Squaw Man'S Son or Till We Meet Again (1936 Film)?",graphrag,0,3+-hop,2026-08-21,True,"All facts including the movie directors, their death dates, and the final conclusion are fully supported by the retrieved contexts.",2077
What is the place of birth of Marie Tomášová's husband?,graphrag,0,2-hop,2026-08-21,True,The answer accurately identifies Marie Tomášová's husband as Otomar Krejča and cites his birthplace directly from the provided contexts.,2235
Where did Eduardo Notari's mother die?,graphrag,0,2-hop,2026-08-21,True,The answer correctly identifies Elvira Notari as Eduardo Notari's mother and verifies from the provided context that she died in Cava de' Tirreni.,2466
"Who is younger, Empress Xiaoshurui or Goran Veselinovski?",graphrag,0,1-hop,2026-08-21,True,The answer accurately compares the birth dates of Empress Xiaoshurui (1760) and Goran Veselinovski (1975) based directly on the provided contexts.,2035
"Which film has the director who died earlier, A Medal For Benny or King Of Chinatown?",graphrag,0,3+-hop,2026-08-21,False,The answer directly contradicts the provided context by initially claiming that King of Chinatown had the earlier-deceased director when Irving Pichel died before Nick Grinde.,2677
"Which film came out earlier, Painted Post (Film) or Katka'S Reinette Apples?",graphrag,0,1-hop,2026-08-21,True,All factual claims regarding the release years of both films and the comparison between them are fully supported by the retrieved contexts.,2569
"Who was born earlier, Ela Gandhi or Sebastián Borensztein?",graphrag,0,1-hop,2026-08-21,True,The answer accurately compares the birthdates of Ela Gandhi and Sebastián Borensztein using information directly supported by the retrieved contexts.,2881
Was Dudley Russell or Juan René Serrano born first?,graphrag,0,1-hop,2026-08-21,True,All facts and birth dates mentioned in the answer are directly supported by the retrieved contexts.,1257
Are Bilthoven and Herveld both located in the same country?,graphrag,0,1-hop,2026-08-21,True,"All claims are supported by the retrieved contexts, which identify Bilthoven and Herveld as villages in Dutch provinces.",2140
Who is the spouse of the director of film The Glass Boat?,graphrag,0,2-hop,2026-08-21,True,The contexts confirm that Constantin J. David directed The Glass Boat and was married to Käthe von Nagy.,2474
What is the place of birth of the director of film A Woman'S Face (1938 Film)?,graphrag,0,2-hop,2026-08-21,True,All facts regarding the director and his place of birth are directly supported by the retrieved contexts.,2637
Are both directors of films The Princess Bride (Film) and I Never Sang For My Father from the same country?,graphrag,0,3+-hop,2026-08-21,True,All facts regarding the directors of both films and their American nationality are fully supported by the provided contexts.,2540
"Which film has the director who was born later, El Extraño Viaje or Love In Pawn?",graphrag,0,3+-hop,2026-08-21,True,All facts regarding the directors of the films and their dates of birth are completely supported by the provided contexts.,2416
Who is Charlotte Of Schaumburg-Lippe's father?,graphrag,0,2-hop,2026-08-21,True,"The answer accurately names Charlotte of Schaumburg-Lippe's father as Prince Wilhelm Karl August of Schaumburg-Lippe, supported by context [2W-069-P07].",1545
"Which film came out first, A Girl'S Folly or The Original Latin Kings Of Comedy?",graphrag,0,1-hop,2026-08-21,True,The answer accurately compares the release years of both films based directly on the provided contexts.,1192
"Who was born later, Borys Karnicki or Admir Velagić?",graphrag,0,1-hop,2026-08-21,True,The answer accurately compares the birth dates of Admir Velagić and Borys Karnicki using the retrieved contexts.,1133
Are Paula Arundell and Trent Grimsey both from the same country?,graphrag,0,1-hop,2026-08-21,True,"The answer is fully supported by the retrieved contexts, which identify both Paula Arundell and Trent Grimsey as Australian.",1378
Where did Hal Steinbrenner's father die?,graphrag,0,2-hop,2026-08-21,True,"The contexts confirm Hal Steinbrenner's father is George Steinbrenner, who died in his Tampa home.",1983
"Who is older, Oreste Scalzone or John Dugard?",graphrag,0,1-hop,2026-08-21,True,All factual claims regarding the birth dates and relative ages of John Dugard and Oreste Scalzone are directly supported by the provided context.,2812
"Which film has the director who was born first, The Millionaire'S Double or The Groundstar Conspiracy?",graphrag,0,3+-hop,2026-08-21,True,All facts regarding the directors and their birth dates are directly supported by the retrieved contexts.,3072
"Which film was released earlier, Navavadhu or The January Man?",graphrag,0,1-hop,2026-08-21,True,The answer accurately compares the release years of both films based directly on the provided context.,3033
"Where did Frederick, Hereditary Prince Of Baden-Durlach's father die?",graphrag,0,2-hop,2026-08-21,False,"The answer claims the context does not state where the father died, which directly contradicts the provided text.",1947
"Which film has the director who is older, Heremias or S.P.Q.R.: 2,000 And A Half Years Ago?",graphrag,0,3+-hop,2026-08-21,True,All facts and birth dates mentioned for both directors and their associated films are directly supported by the provided contexts.,3466
"Were both Pietro Salini and Domenico Ravenna, born in the same place?",graphrag,0,1-hop,2026-08-21,True,All statements and requirement references in the answer are accurate and fully supported by the provided context.,1512
"Which film has the director born earlier, Street Of No Return or Stage Door?",graphrag,0,3+-hop,2026-08-21,True,All facts regarding the directors and their birthdates are directly supported by the retrieved contexts.,2385
"Which film has the director who died first, Sons Of Bitches or Di Che Segno Sei??",graphrag,0,3+-hop,2026-08-21,True,All facts and comparisons regarding the directors and their dates of death are fully supported by the retrieved contexts.,2170
"Which magazine came out first, Sri Ramakrishna Vijayam or Tait'S Edinburgh Magazine?",graphrag,0,1-hop,2026-08-21,True,All claims regarding the founding and publication dates of both magazines are fully supported by the cited contexts.,1846
"Which film has the director who died earlier, Here Is The Beauty or Whirl Of Youth?",graphrag,0,3+-hop,2026-08-21,True,All facts and cited dates regarding the directors and their respective films are fully supported by the retrieved contexts.,2533
"Who is older, Artyom Novichonok or Lyubov Kiryukhina-Tsyoma?",graphrag,0,1-hop,2026-08-21,True,The birth dates of Lyubov Kiryukhina-Tsyoma and Artyom Novichonok and the conclusion about who is older are directly supported by the context.,1710
Who was born first out of Andrea Di Vito and Barbara Fairchild?,graphrag,0,1-hop,2026-08-21,True,The answer accurately states the birth dates and correctly determines that Barbara Fairchild was born first based on the provided contexts.,1281
What is the place of birth of the director of film The New Kids?,graphrag,0,2-hop,2026-08-21,True,The answer accurately states that the director is Sean S. Cunningham and that his place of birth is not provided in the context.,1721
"What is the place of birth of Rudolf Christian, Count Of East Frisia's father?",graphrag,0,2-hop,2026-08-21,True,The contexts confirm that Rudolf Christian's father was Enno III and that Enno III was born in Aurich.,2266
"Which film was released earlier, Samundi or Babilonia?",graphrag,0,1-hop,2026-08-21,False,"The answer falsely claims Samundi was released earlier, which contradicts the retrieved context showing Babilonia (1987) predates Samundi (1992).",2519
Do director of film Trouble In The Glen and director of film Hennessy (Film) have the same nationality?,graphrag,0,3+-hop,2026-08-21,True,All claims regarding the directors and their nationalities are directly supported by the retrieved contexts.,1631
"Who was born earlier, Denis Rogers or Zelma Wilson?",graphrag,0,1-hop,2026-08-21,True,All facts and birth dates are fully supported by the retrieved contexts.,1367
"Which film has the director born first, Escape From The Dark or Bulundi?",graphrag,0,3+-hop,2026-08-21,True,Every claim in the answer is completely supported by the provided context chunks.,2513
"Which film has the director who died later, The Heart Of Nora Flynn or A Vanished World?",graphrag,0,3+-hop,2026-08-21,False,The answer's opening statement that 'A Vanished World' has the director who died later directly contradicts the contexts and its own supporting reasoning.,3381
Are Trenton Aerodrome and Mackenzie Airport both located in the same country?,graphrag,0,1-hop,2026-08-21,True,The answer accurately reflects and cites the locations of both aerodromes from the retrieved contexts.,965
"Which film has the director born first, Free Hand For A Tough Cop or Man'S Favorite Sport??",graphrag,0,3+-hop,2026-08-21,True,All factual claims regarding the directors of the films and their birth dates are fully supported by the retrieved contexts.,3071
What is the place of birth of Lupe Rumazo's father?,graphrag,0,2-hop,2026-08-21,True,The answer correctly identifies Lupe Rumazo's father and his place of birth directly from the provided contexts.,3931
Are Mount Queen Mary and Curia Mountain located in the same country?,graphrag,0,1-hop,2026-08-21,False,The answer begins by stating 'No' while the supporting details and context confirm that both mountains are in Canada.,1504
"Which film was released earlier, Robotech: The Movie or Lakeeran?",graphrag,0,1-hop,2026-08-21,True,The answer accurately compares the release years of both films directly supported by the retrieved contexts.,1046
"Who is younger, R. Nagarajan or Agneta Engström?",graphrag,0,1-hop,2026-08-21,True,The answer accurately compares the birth dates of Agneta Engström and R. Nagarajan as given in the retrieved contexts.,1339
"Which film has the director who died earlier, Up In The World or Gioventù Alla Sbarra?",graphrag,0,3+-hop,2026-08-21,False,"The retrieved context does not contain the death date for John Paddy Carstairs, making the conclusion that Gioventù Alla Sbarra's director died earlier unsupported.",2771
Where did the composer of film Kilippattu (Film) die?,graphrag,0,2-hop,2026-08-21,True,All statements and citations in the answer are directly supported by the retrieved contexts.,3107
Where did the composer of film Before Sunset study?,graphrag,0,2-hop,2026-08-21,True,"All factual statements are supported by the provided contexts, accurately noting that the composer of Before Sunset is not identified.",1408
"Which film has the director who died later, Farewell, My Beautiful Lady or Night 'N' Gales?",graphrag,0,3+-hop,2026-08-21,True,"All factual claims regarding the directors, their death dates, and the final comparison are fully supported by the retrieved contexts.",1961
Does Éric Ruf have the same nationality as Jean Léonard Marie Poiseuille?,graphrag,0,1-hop,2026-08-21,True,Every claim in the answer is directly supported by the retrieved contexts.,1178
Where was the founder of university Vermont Studio Center born?,graphrag,0,2-hop,2026-08-21,True,The answer accurately states that the founders' birthplaces are not provided in the retrieved contexts.,2048
Are Marib Airport and Lee County Airport (Virginia) both located in the same country?,graphrag,0,1-hop,2026-08-21,True,All claims are accurately supported by the provided contexts.,1025
What is the place of birth of the performer of song Heaven (Namie Amuro Song)?,graphrag,0,2-hop,2026-08-21,True,"The answer accurately states that Namie Amuro performed the song and was born in Naha, Okinawa, Japan based on the provided contexts.",2206
Where did Shivaji Ii's father die?,graphrag,0,2-hop,2026-08-21,True,All factual claims are fully supported by the retrieved contexts.,1344
Where did Paulding Farnham's wife die?,graphrag,0,2-hop,2026-08-21,True,"The answer accurately states that the context names Sally James Farnham and her birthplace, but does not provide her place of death.",1974
What is the place of birth of Oliver Penrose's father?,graphrag,0,2-hop,2026-08-21,True,The answer accurately states that Oliver Penrose's father is Lionel Penrose and correctly identifies that his place of birth is not mentioned in the context.,1996
"Who is younger, Adam Morawski or Matt Kilcullen?",graphrag,0,1-hop,2026-08-21,True,All factual claims including birthdates and the comparison are fully supported by the retrieved contexts.,1084
Which award the director of film Solstice (Film) received?,graphrag,0,2-hop,2026-08-21,True,All factual claims regarding the director of Solstice and the award he received are fully supported by the retrieved contexts.,3066
"Are director of film The Case Is Closed, Forget It and director of film Le Signorine Dello 04 from the same country?",graphrag,0,3+-hop,2026-08-21,False,"The answer falsely claims that both directors are identified as Italian in the retrieved context, whereas Damiano Damiani's nationality is never stated.",2742
Who is the father of the director of film Dino Ki Dulhaniya?,graphrag,0,2-hop,2026-08-21,True,The contexts confirm that Mehreen Jabbar directed Dino Ki Dulhaniya and that she is the daughter of Javed Jabbar.,3477
Are both directors of films Dead Man Running and Night Alone from the same country?,graphrag,0,3+-hop,2026-08-21,True,All facts regarding the directors of the specified films and their British nationality are directly supported by the context.,1981
Do director of film Brain Damage (Film) and director of film The Hole In The Ground (Film) have the same nationality?,graphrag,0,3+-hop,2026-08-21,False,"The answer begins with 'Yes', which contradicts the contexts showing that Frank Henenlotter is American while Lee Cronin is Irish.",2831
"Which film has the director who was born later, L'Eclisse or A Matter Of Morals?",graphrag,0,3+-hop,2026-08-21,True,All facts and cited references in the answer are directly supported by the retrieved contexts.,2835
"Who was born later, Jay T. Harris or Amie Casey?",graphrag,0,1-hop,2026-08-21,True,The answer accurately compares the birth dates of Amie Casey and Jay T. Harris directly supported by the provided context.,1432
Where was the director of film Chopsticks (Film) born?,graphrag,0,2-hop,2026-08-21,True,"The answer accurately reflects the information in the provided context, noting that while Sachin Yardi is identified as the director, his specific birthplace is not mentioned.",3799
"Which film whose director was born first, Flesh And The Spur or Memories Of A Mexican?",graphrag,0,3+-hop,2026-08-21,True,"All claims regarding the films, directors, and their birth dates are fully supported by the retrieved contexts.",2045
Who is the father of Alexios Iii Angelos?,graphrag,0,2-hop,2026-08-21,False,"The contexts provide sufficient information to identify the father, as [2W-120-P05] establishes Isaac II Angelos is Alexios III's brother and [2W-120-P02] states Isaac's father is Andronikos Doukas An",2634
"Which magazine came out first, Family Herald or Books For Keeps?",graphrag,0,1-hop,2026-08-21,True,All facts regarding the launch dates of both magazines and the conclusion of which came out first are directly supported by the retrieved contexts.,1463
"Which film has the director born earlier, Trail To Vengeance or Sally'S Irish Rogue?",graphrag,0,3+-hop,2026-08-21,True,All factual claims regarding the directors and their birth dates are completely supported by the retrieved contexts.,2129
Where was the composer of film Billy Elliot born?,graphrag,0,2-hop,2026-08-21,True,The answer accurately identifies the composer and his birthplace using the provided contexts.,1644
"Which film has the director who is older than the other, Velli Vizha or A Year Ago In Winter? ",graphrag,0,3+-hop,2026-08-21,True,"All claims regarding the films, their directors, and the birth dates are fully supported by the provided context chunks.",2410
"Which film came out earlier, Kalyana Mandapam or Lucrèce Borgia?",graphrag,0,1-hop,2026-08-21,True,All claims regarding the release years of Lucrèce Borgia (1953) and Kalyana Mandapam (1965 and 1971) are directly supported by the retrieved contexts.,3511
"Which film was released more recently, Bhanwarey or Harlem Nights?",graphrag,0,1-hop,2026-08-21,True,All facts and release dates are directly supported by the provided contexts.,3296
"Which film has the director who was born first, Valley Of The Redwoods or The Law Of Men?",graphrag,0,3+-hop,2026-08-21,True,All claims regarding the directors of both films and their respective birth dates are fully supported by the retrieved contexts.,2933
"Which film has the director who was born earlier, The Blackmailers or Re-Animator?",graphrag,0,3+-hop,2026-08-21,True,All facts including the directors and their respective birth dates are fully supported by the retrieved contexts.,3363
Are Graduate University Of Advanced Technology and Fruita Schoolhouse located in the same country?,graphrag,0,1-hop,2026-08-21,True,All facts in the answer are directly supported by the retrieved contexts.,1160
Who is Paolo Ii Vitelli's maternal grandfather?,graphrag,0,2-hop,2026-08-21,True,All facts stated in the answer are directly supported by the retrieved contexts [2W-130-P09] and [2W-130-P02].,1733
Do both films: Blockade (1938 Film) and Woman In The River have the directors from the same country?,graphrag,0,3+-hop,2026-08-21,True,All claims regarding the directors of the films and their nationalities are directly supported by the retrieved contexts.,3478
"Which film has the director died later, Mexican Spitfire'S Elephant or Revenge (1918 Film)?",graphrag,0,3+-hop,2026-08-21,True,All facts regarding the directors of the films and their dates of death are directly supported by the retrieved contexts.,1943
What is the place of birth of the director of film Walerjan Wrobel'S Homesickness?,graphrag,0,2-hop,2026-08-21,True,Every claim in the answer is directly supported by the retrieved contexts.,3180
Do both films September Affair and A Gathering Of Eagles have the directors that share the same nationality?,graphrag,0,3+-hop,2026-08-21,False,"The answer claims that both directors are identified as American in the context, but the context provides no nationality for Delbert Mann.",3601
"Which film has the director died earlier, Hôtel Du Nord or Down In 'Arkansaw'?",graphrag,0,3+-hop,2026-08-21,False,"The context does not provide the death date for Nick Grinde, making the claim that Hôtel du Nord's director died earlier unsupported.",2243
Who is Adolf Ernst Of Limburg Stirum's paternal grandfather?,graphrag,0,2-hop,2026-08-21,True,The answer accurately traces Adolf Ernst's lineage to his father Hermann Otto I and grandfather Jobst of Limburg Stirum using the provided context.,1774
When did Harald Sigtryggsson's father die?,graphrag,0,2-hop,2026-08-21,True,The contexts confirm that Harald Sigtryggsson's father was Sitric Cáech and that Sitric Cáech died in 927.,3367
Where did Richard Altham's father study?,graphrag,0,2-hop,2026-08-21,True,The answer directly cites and accurately reflects the information provided in the context regarding Harry Altham's education.,1314
"Which film has the director who is older than the other, Zwemplaats Voor Jongelingen Te Amsterdam or Client 9: The Rise And Fall Of Eliot Spitzer? ",graphrag,0,3+-hop,2026-08-21,True,Every claim made in the answer is directly supported by the retrieved contexts.,3794
Where was the editor of magazine Argentus born?,graphrag,0,2-hop,2026-08-21,True,The answer accurately states the editor and his place of birth according to the provided contexts.,2412
"Which song was released more recently, Go Ahead And Break My Heart or Knee Deep In My Heart?",graphrag,0,1-hop,2026-08-21,True,All facts and dates comparing the release of both songs are directly supported by the retrieved contexts.,1846
Where was the place of burial of the director of film Loose Ankles?,graphrag,0,2-hop,2026-08-21,True,"The answer accurately cites the retrieved contexts, confirming Ted Wilde directed Loose Ankles and was buried in Forest Lawn Memorial Park Cemetery in Glendale, California.",3534
"Which film has the director who died later, The House Behind The Cedars or First Case, Second Case?",graphrag,0,3+-hop,2026-08-21,True,"All facts including the film directors, their death dates, and the final comparison are fully supported by the retrieved contexts.",3483
Where did the performer of song Girlfriend (Alicia Keys Song) study?,graphrag,0,2-hop,2026-08-21,True,The answer accurately states that the retrieved contexts do not provide information on where Alicia Keys studied.,2674
Does Devorah Rose have the same nationality as Jay Hambidge?,graphrag,0,1-hop,2026-08-21,True,The answer accurately reflects the information in the retrieved contexts showing that both individuals are identified as American.,1505
Where did Princess Catherine Of Schleswig-Holstein-Sonderburg-Beck's father die?,graphrag,0,2-hop,2026-08-21,True,All factual claims in the answer regarding Catherine's father and his place of death are directly supported by the retrieved contexts.,1947
"Which film whose director is younger, The Jazz Cinderella or The Battle Of Jangsari?",graphrag,0,3+-hop,2026-08-21,True,All statements and director birth details are directly supported by the retrieved contexts.,1550
Who is the paternal grandmother of King Kang Of Zhou?,graphrag,0,2-hop,2026-08-21,False,"The answer falsely claims the paternal grandmother is not in the context, even though the context establishes Queen Yi Jiang as the mother of King Kang's father, King Cheng.",2793
