query,pipeline,repeat,query_type,judged_on,gpt41_faithful,gpt41_reason,gpt41_tokens
What hardware-protected mechanism and software-extraction constraint apply to the AES-256 key-wrapping storage method specified in the crypto selection table?,agentic-graph,0,1-hop,2026-08-16,False,No factual claims can be verified due to absence of retrieved contexts.,311
What hardware-protected mechanism and software-extraction constraint apply to the AES-256 key-wrapping storage method specified in the crypto selection table?,adaptive,0,1-hop,2026-08-16,True,"All claims are supported: AES-256 wrap in HSM is specified, storage must be in HSM or secure element, and software extraction is not permitted.",958
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,vanilla,0,1-hop,2026-08-16,True,"All factual claims in the answer are supported by the retrieved contexts, with no unsupported details added.",1136
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,agentic,0,1-hop,2026-08-16,True,"All claims about published state data and timing are directly supported by the contexts, and the answer properly notes the absence of SAR-specific requirements.",1277
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,graphrag,0,1-hop,2026-08-16,True,All claims in the answer are directly supported by the referenced retrieved contexts.,1751
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,agentic-graph,0,1-hop,2026-08-16,True,All claims are directly supported by the retrieved requirements and no unsupported details are added.,896
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,adaptive,0,1-hop,2026-08-16,True,"All claims are grounded in the contexts, including SAR-required INS position/attitude at ≥ 100 Hz, INS EKF rate at 10 Hz, use of GPS aiding, and listed limitations on explicit interface details.",1084
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,vanilla,0,1-hop,2026-08-16,True,All claims are directly supported by the retrieved contexts and cite the correct requirements.,865
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,agentic,0,1-hop,2026-08-16,True,"All claims about FCC-023, EMS-006, FCC-010, and AUTO-009 are strictly supported by the retrieved contexts.",1290
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,graphrag,0,1-hop,2026-08-16,False,"The answer adds unsupported details about traceability (FCC-023 satisfies EMS-006), and claims about what is not stated are not grounded in the retrieved contexts.",1890
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,agentic-graph,0,1-hop,2026-08-16,True,All claims in the answer are supported or directly traceable to the retrieved requirement contexts.,1453
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,adaptive,0,1-hop,2026-08-16,True,"Every factual claim is supported by the retrieved requirements, including the explicit 'Satisfies: EMS-006' linkage for FCC-023, and the absence of a textual statement that FCC-023 triggers emergency ",1946
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",vanilla,0,1-hop,2026-08-16,True,All claims are explicitly supported by EMS-034 in the retrieved contexts.,668
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",agentic,0,1-hop,2026-08-16,True,All claims in the answer are directly supported by EMS-034 from the retrieved contexts.,617
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",graphrag,0,1-hop,2026-08-16,True,"All claims regarding emergency-mode entry, transition timing, operator annunciation, test rig, and requirement IDs are directly supported by EMS-034 and EMS-006 in the contexts.",1443
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",agentic-graph,0,1-hop,2026-08-16,True,"All claims about fault-injection, transition timing, annunciation, EMS-006 linkage, and FCC coordination are supported by the contexts, especially EMS-034 and EMS-006.",1056
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",adaptive,0,1-hop,2026-08-16,True,"All claims about emergency-mode entry verification, transition timing, and operator annunciation performance are supported in EMS-034 and EMS-005.",720
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,vanilla,0,1-hop,2026-08-16,True,"All factual claims about EMS reaction to structural envelope exceedance, definition of exceedance, and FCC's load-factor margin are directly supported by the retrieved contexts.",734
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,agentic,0,1-hop,2026-08-16,True,Every factual claim in the answer is directly supported by EMS-020 in the retrieved contexts.,1122
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,graphrag,0,1-hop,2026-08-16,True,"All factual claims about trigger, envelope values, and reference tables are explicitly supported by EMS-020, STR-008, and FCC-049 in the contexts.",2130
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,agentic-graph,0,1-hop,2026-08-16,True,All factual claims are directly supported or inferred from the retrieved context EMS-020.,687
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,adaptive,0,1-hop,2026-08-16,True,All factual claims are directly supported by EMS-020 and FCC-021 in the retrieved contexts.,723
How is the flight data recorder’s operator-action logging requirement satisfied by the ground control station’s audit trail and retention provisions?,vanilla,0,1-hop,2026-08-16,True,All claims are directly grounded in the provided requirement contexts by referencing their contents and scope.,941
How is the flight data recorder’s operator-action logging requirement satisfied by the ground control station’s audit trail and retention provisions?,agentic,0,1-hop,2026-08-16,True,"Every claim in the answer is directly supported by the retrieved contexts, especially FDR-045 and GCS-010.",1114
How is the flight data recorder’s operator-action logging requirement satisfied by the ground control station’s audit trail and retention provisions?,graphrag,0,1-hop,2026-08-16,True,"All claims in the answer are directly supported by the retrieved contexts, with correct citations and no extraneous detail.",1797
How is the flight data recorder’s operator-action logging requirement satisfied by the ground control station’s audit trail and retention provisions?,agentic-graph,0,1-hop,2026-08-16,True,All claims in the answer accurately reflect and directly reference the retrieved contexts without adding unsupported information.,1184
How is the flight data recorder’s operator-action logging requirement satisfied by the ground control station’s audit trail and retention provisions?,adaptive,0,1-hop,2026-08-16,True,"All claims in the answer are supported by GCS-010, FDR-045, FDR-002, and GCS-018 as provided in the retrieved contexts.",1843
Which HMI requirement implements the flight control single-engine-out detection and automatic rudder-trim alerting behavior for operator notification?,vanilla,0,1-hop,2026-08-16,True,"All claims about detection, auto rudder trim, and HMI notification are supported by HMI-020 and ALX2-FCC-003 in the retrieved contexts.",783
Which HMI requirement implements the flight control single-engine-out detection and automatic rudder-trim alerting behavior for operator notification?,agentic,0,1-hop,2026-08-16,True,"Every claim is supported by HMI-020, which describes notification, failed engine identification, and rudder-trim display upon engine-out detection.",698
Which HMI requirement implements the flight control single-engine-out detection and automatic rudder-trim alerting behavior for operator notification?,graphrag,0,1-hop,2026-08-16,True,"All claims about HMI-020, ALX2-FCC-003, and ENG-018 are directly supported by the retrieved contexts.",1408
Which HMI requirement implements the flight control single-engine-out detection and automatic rudder-trim alerting behavior for operator notification?,agentic-graph,0,1-hop,2026-08-16,True,All claims are directly supported by HMI-020 in the retrieved contexts.,685
Which HMI requirement implements the flight control single-engine-out detection and automatic rudder-trim alerting behavior for operator notification?,adaptive,0,1-hop,2026-08-16,True,[HMI-020] is explicitly stated as the HMI requirement implementing operator notification for single-engine-out and automatic rudder-trim per [ALX2-FCC-003].,1386
"For the Nimbus-C3 external cargo pod interface, what FCC lane architecture is the PMC’s MIL-STD-1760 umbilical implementation referencing?",vanilla,0,1-hop,2026-08-16,True,The answer summarizes requirements accurately and correctly identifies that no retrieved context specifies the FCC lane architecture.,860
"For the Nimbus-C3 external cargo pod interface, what FCC lane architecture is the PMC’s MIL-STD-1760 umbilical implementation referencing?",agentic,0,1-hop,2026-08-16,True,The answer correctly states that there are no contexts supporting any claims and refrains from inferring or inventing information.,348
"For the Nimbus-C3 external cargo pod interface, what FCC lane architecture is the PMC’s MIL-STD-1760 umbilical implementation referencing?",graphrag,0,1-hop,2026-08-16,True,Every claim is supported or derived directly from the retrieved requirements without unstated details.,1620
"For the Nimbus-C3 external cargo pod interface, what FCC lane architecture is the PMC’s MIL-STD-1760 umbilical implementation referencing?",agentic-graph,0,1-hop,2026-08-16,True,The answer correctly states that the information cannot be determined due to lack of retrieved contexts.,329
"For the Nimbus-C3 external cargo pod interface, what FCC lane architecture is the PMC’s MIL-STD-1760 umbilical implementation referencing?",adaptive,0,1-hop,2026-08-16,True,"The answer correctly limits itself to the contexts, which do not specify any FCC lane architecture for the MIL-STD-1760 umbilical, and accurately summarizes the requirements present.",919
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",vanilla,0,1-hop,2026-08-16,True,"All claims about command routing and validation are directly supported by the retrieved contexts, including steps, validation details, and references to requirement IDs.",1257
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",agentic,0,1-hop,2026-08-16,True,"All details provided in the answer are directly supported by FCC-031, FCC-040, FCC-007, and referenced CDL/GCS interfaces as stated in the contexts.",1624
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",graphrag,0,1-hop,2026-08-16,True,Every factual claim about routing and validation is explicitly supported by the retrieved contexts.,2445
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",agentic-graph,0,1-hop,2026-08-16,True,"All claims in the answer are directly supported by the retrieved contexts, which detail FCC validation of GCS commands but do not specify routing architecture.",1582
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",adaptive,0,1-hop,2026-08-16,True,"All claims are traceable to FCC-031, FCC-040, FCC-007, and do not add unsupported details; routing limitations and validation requirements are verbatim.",1572
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,vanilla,0,1-hop,2026-08-16,True,"All claims about payload bus implementations, bandwidths, EOIR-to-PMC interface protocols, and FibreChannel being used for SAR/imagery are supported by the retrieved contexts.",933
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,agentic,0,1-hop,2026-08-16,True,"All claims are directly supported by the provided contexts, including the STANAG 4586/RTP/RTSP interfaces and platform-specific bandwidths; Nimbus-C3 omission is explicitly noted.",1067
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,graphrag,0,1-hop,2026-08-16,True,"All claims regarding payload bus types, platform-specific bandwidths, protocol usage, and absence of Nimbus-C3 values are explicitly supported by the retrieved contexts.",1600
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,agentic-graph,0,1-hop,2026-08-16,True,"All factual claims about payload bus implementation, platform-specific bandwidths, and STANAG 4586/RTP/RTSP interface are explicitly supported by EOIR-025 and PLD-031.",841
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,adaptive,0,1-hop,2026-08-16,True,"All claims are supported by the provided contexts, using EOIR-025 and PLD-031 for interface protocols and platform-specific bandwidths, with explicit absence of Nimbus-C3 details.",1117
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",vanilla,0,1-hop,2026-08-16,True,"All listed operational modes, transition preconditions, and timing details are directly supported by the retrieved contexts; additional commentary is supported by INS-013 and INS-040.",1218
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",agentic,0,1-hop,2026-08-16,True,"All described modes, transitions, preconditions, timing, and behaviors are directly supported by the retrieved requirements.",1336
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",graphrag,0,1-hop,2026-08-16,True,"All operational modes, mode transitions, preconditions, and timing are accurately and completely supported by the retrieved context; cited additional points are present in requirements.",2434
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",agentic-graph,0,1-hop,2026-08-16,True,"All operational modes, transition preconditions, and timing details described are directly supported by the retrieved requirements.",1375
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",adaptive,0,1-hop,2026-08-16,True,All claims about operational modes and transition preconditions/timing are supported or explicitly flagged as unsupported where the contexts are silent.,1404
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",vanilla,0,1-hop,2026-08-16,True,All factual claims in the answer are directly supported by the retrieved contexts and match the stated requirements.,958
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",agentic,0,1-hop,2026-08-16,True,"All claims are directly supported by NAV-028, and the limitations on available spoof-detection criteria are correctly stated.",1095
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",graphrag,0,1-hop,2026-08-16,True,All factual claims are explicitly supported by the retrieved contexts.,1919
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",agentic-graph,0,1-hop,2026-08-16,True,"Every claim is directly supported or careful to note absent criteria, matching NAV-028 exactly.",1089
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",adaptive,0,1-hop,2026-08-16,True,All claims are directly supported by the retrieved contexts and use only requirements and language present there.,1833
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,vanilla,0,1-hop,2026-08-16,True,"All factual claims about limits, rates, and anti-windup logic references to FCC-038, FCC-028, and FCC-026 are directly supported by the retrieved contexts.",1133
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,agentic,0,1-hop,2026-08-16,True,"All claims about limits, rates, requirement references, and freeze conditions are directly supported by the retrieved contexts.",1063
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,graphrag,0,1-hop,2026-08-16,True,"All claims about actuator-command limits, max rates, and anti-windup/trim integrator logic are directly supported by the content of FCC-028, FCC-026, and the FCC-038 table.",1767
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,agentic-graph,0,1-hop,2026-08-16,True,"All claims about saturation limits, rates, anti-windup, clamping behavior, and integrator freeze are directly supported by FCC-028, FCC-038, and FCC-026 in the contexts.",1572
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,adaptive,0,1-hop,2026-08-16,True,"All claims are directly supported by the context, referencing FCC-038 for limits/rates, FCC-028 for anti-windup, and FCC-026 for integrator freeze at 2% of a limit.",1164
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",vanilla,0,1-hop,2026-08-16,True,"All claims about authentication mechanisms (cryptographic authentication per SEC-010, sequence number protection) are directly supported by AUTO-006, FCC-011, and ICE-019; the absence of SEC-010's con",781
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",agentic,0,1-hop,2026-08-16,True,All claims about cryptographic authentication per SEC-010 and non-reused valid sequence numbers are directly supported by AUTO-006 and FCC-011.,815
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",graphrag,0,1-hop,2026-08-16,True,"All claims about authentication mechanisms and mode engagement exceptions are supported by AUTO-006, FCC-011, and the referenced contexts.",1443
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",agentic-graph,0,1-hop,2026-08-16,True,The answer accurately reflects that the retrieved contexts do not specify authentication mechanisms for operator engagement requests.,753
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",adaptive,0,1-hop,2026-08-16,True,"All claims about cryptographic authentication per SEC-010, exceptions for DAA RESOLUTION and RTB, and sequence number anti-replay at the FCC interface are directly supported by the retrieved contexts.",856
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,vanilla,0,1-hop,2026-08-16,True,[SEC-008] is directly specified as the system-level security requirement realized by FCC command validation in the contexts.,874
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,agentic,0,1-hop,2026-08-16,True,"The answer is directly supported by FCC-031 and FCC-040, which state that command validation realizes ##SEC.SEC-008.",1747
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,graphrag,0,1-hop,2026-08-16,True,"All requirements, validation logic, and requirement IDs cited are supported directly by the retrieved contexts.",1862
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,agentic-graph,0,1-hop,2026-08-16,True,All claims in the answer are directly supported and referenced in the retrieved contexts.,1315
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,adaptive,0,1-hop,2026-08-16,True,##SEC.SEC-008 is explicitly listed as satisfied by the FCC's command validation and rejection in both FCC-031 and FCC-040.,1309
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,vanilla,0,1-hop,2026-08-16,True,All claims in the answer are explicitly supported by [HMI-025] in the retrieved contexts.,623
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,agentic,0,1-hop,2026-08-16,True,Every claim is directly supported by retrieved context [HMI-025].,932
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,graphrag,0,1-hop,2026-08-16,True,All claims about HMI-025 referencing SKT1-FCC-003 and specifying joystick deadband and rate limiting are directly supported by the retrieved contexts.,1344
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,agentic-graph,0,1-hop,2026-08-16,True,All claims are directly supported by HMI-025 in the contexts.,648
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,adaptive,0,1-hop,2026-08-16,True,All claims about the requirements and specific values are directly supported by the retrieved contexts HMI-025 and SKT1-FCC-003.,1362
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,vanilla,0,1-hop,2026-08-16,True,"All claims are directly supported by the retrieved contexts, including the verification link between APM-037 and APM-009 and the summary of APM-009 itself.",743
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,agentic,0,1-hop,2026-08-16,True,The answer accurately states that there is no information in the retrieved contexts about a laboratory discharge verification or a 30-minute RTB load profile endurance-capacity requirement.,736
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,graphrag,0,1-hop,2026-08-16,True,All claims about APM-037 verifying APM-009 and the 30 min at 70% DoD RTB-profile endurance are directly supported by the retrieved contexts.,1423
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,agentic-graph,0,1-hop,2026-08-16,True,The answer correctly states that there is no mention of a 30-minute RTB load profile or an endurance-capacity requirement in the retrieved contexts.,744
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,adaptive,0,1-hop,2026-08-16,True,All claims in the answer are directly supported by APM-037 and APM-009 contexts.,1446
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,vanilla,0,1-hop,2026-08-16,True,"All claims about upstream interface (NAV_STATE_MSG from NAV Fusion), its 50 Hz rate, and the GCS 5 Hz display requirement are explicitly and correctly supported by the retrieved contexts.",819
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,agentic,0,1-hop,2026-08-16,True,"All claims regarding the upstream interface (NAV_STATE_MSG), update rate (50 Hz), bus types, and latency (≤ 15 ms) are directly supported by the retrieved contexts NAV-029 and NAV-010.",1234
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,graphrag,0,1-hop,2026-08-16,True,"All interface names, rates, and requirement references are supported directly by the retrieved contexts.",1830
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,agentic-graph,0,1-hop,2026-08-16,True,"All claims about the interface, update rate, message content, platform-specific bus, and lack of explicit ground-station interface are directly supported by the retrieved contexts.",1620
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,adaptive,0,1-hop,2026-08-16,True,"All claims in the answer are directly supported by NAV-010 and NAV-029, and the answer notes the absence of explicit ground station interface requirements.",1590
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",vanilla,0,1-hop,2026-08-16,True,"All claims, including the governing definition and required fields, are supported by the retrieved contexts.",1188
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",agentic,0,1-hop,2026-08-16,True,"All claims in the answer are directly supported by the retrieved contexts regarding governing definition, required fields, and system relationships.",999
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",graphrag,0,1-hop,2026-08-16,True,"All claims about the command-frame definition and fields are supported directly by the retrieved contexts, with reference to correct requirement IDs and accurate field descriptions.",2434
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",agentic-graph,0,1-hop,2026-08-16,True,"Every factual claim in the answer is directly supported by the retrieved requirement contexts, citing correct frame definition and all mandated fields.",1038
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",adaptive,0,1-hop,2026-08-16,True,"All claims about the command-frame definition, its fields, and the relationship between GCS and CDL are directly supported by the retrieved contexts.",1019
How is the SAR status telemetry publication to the mission computer aligned with the payload telemetry aggregation and downlink path?,vanilla,0,1-hop,2026-08-16,True,All claims made are directly supported by the retrieved requirement chunks or light inference therefrom.,948
How is the SAR status telemetry publication to the mission computer aligned with the payload telemetry aggregation and downlink path?,agentic,0,1-hop,2026-08-16,True,"All claims are directly supported by the retrieved contexts, and unsupported topics are correctly identified as absent.",1204
How is the SAR status telemetry publication to the mission computer aligned with the payload telemetry aggregation and downlink path?,graphrag,0,1-hop,2026-08-16,True,"All claims regarding publication rate, aggregation, downlink path, bus interface, and BIT consumption are directly supported by the retrieved requirements.",1626
How is the SAR status telemetry publication to the mission computer aligned with the payload telemetry aggregation and downlink path?,agentic-graph,0,1-hop,2026-08-16,True,Every claim in the answer is directly supported by the retrieved requirements or their absence.,1216
How is the SAR status telemetry publication to the mission computer aligned with the payload telemetry aggregation and downlink path?,adaptive,0,1-hop,2026-08-16,True,"The answer accurately reflects that the retrieved contexts do not provide information about SAR status telemetry, mission computer, payload aggregation, or downlink path, and only discusses ADS interf",1241
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,vanilla,0,1-hop,2026-08-16,True,All command ID ranges and their routing targets are directly supported by PLD-033 and dispatch requirements are confirmed by PLD-009.,907
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,agentic,0,1-hop,2026-08-16,True,All command ID ranges and routing requirements are directly supported by the Payload_Command_Routing table and PLD-009 in the retrieved contexts.,916
