query,pipeline,repeat,query_type,judged_on,gemini_faithful,gemini_reason,gemini_tokens,gpt41_faithful,gpt41_reason,gpt41_tokens
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",graphrag-ppr,0,1-hop,2026-08-20,True,All statements in the answer are directly supported by the retrieved requirement contexts.,2489,True,"All factual claims about navigation fusion responses and INS spoof-detection criteria are directly supported by the retrieved contexts, including deweighting of measurements, monitoring of EKF innovat",1643
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,graphrag-ppr,0,1-hop,2026-08-20,True,"All statements and table values in the answer are directly supported by FCC-028, FCC-038, and FCC-026.",2497,True,"All command limits and rates, requirements interactions, and the absence of a more detailed anti-windup algorithm are supported by the retrieved contexts.",1755
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",graphrag-ppr,0,1-hop,2026-08-20,True,All claims are directly and accurately supported by requirements AUTO-006 and SEC-010.,2113,True,"All claims about authentication mechanisms, exceptions, and relevant requirements are directly supported by the retrieved contexts.",1523
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,graphrag-ppr,0,1-hop,2026-08-20,True,"All claims are accurately supported by contexts SEC-008, FCC-031, and FCC-040.",2476,True,All cited requirements and their relations are supported in the retrieved contexts.,1707
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,graphrag-ppr,0,1-hop,2026-08-20,True,All statements and requirement IDs in the answer are directly supported by the provided contexts [HMI-025] and [SKT1-FCC-003].,1967,True,All claims are supported with explicit references to HMI-025 and SKT1-FCC-003 in the contexts.,1345
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,graphrag-ppr,0,1-hop,2026-08-20,True,All statements and requirement references are directly supported by context chunks APM-037 and APM-009.,2287,True,The answer directly cites and accurately summarizes the information provided in APM-037 and APM-009.,1603
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,graphrag-ppr,0,1-hop,2026-08-20,True,"All claims regarding the upstream interface, publication rate, bus specifications, and GCS display requirements are directly supported by GCS-012 and NAV-029.",2800,True,"All claims about interfaces, update rates, and sources for ground station display are directly supported by the retrieved contexts NAV-029 and GCS-012.",1955
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",graphrag-ppr,0,1-hop,2026-08-20,True,All statements and field details are directly supported by the retrieved requirement contexts.,3121,True,"All claims are supported explicitly by the retrieved contexts, with correct citations and no added details.",2207
How is the SAR status telemetry publication to the mission computer aligned with the payload telemetry aggregation and downlink path?,graphrag-ppr,0,1-hop,2026-08-20,True,"All claims regarding SAR status telemetry, PMC aggregation, payload bus interfaces, and downlink pathways are fully supported by the retrieved contexts.",2682,True,"Every claim about SAR status publication rate, aggregation by PMC, payload bus interface, and distinction from imagery is directly supported by SAR-019, PLD-011, SAR-021, PLD-031, SAR-010, and GCS-018",1667
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,graphrag-ppr,0,1-hop,2026-08-20,True,"All listed command ID ranges, targets, purposes, and routing requirements are directly supported by PLD-033, PLD-009, and CDL-033.",2611,True,All listed command ID ranges and routing behaviors are directly specified in PLD-033 and supported by PLD-009 and CDL-033 in the retrieved contexts.,1798
Which SAR status message fields and update rate provide the health input the built-in test function aggregates into the overall payload health report?,graphrag-ppr,0,1-hop,2026-08-20,True,"All statements regarding the 1 Hz update rate, the fields of SAR_STATUS_MSG, and the BIT aggregation requirement are fully supported by BIT-026 and SAR-019.",2448,True,"All answer claims about SAR_STATUS_MSG fields, rate, and BIT aggregation are supported directly by [SAR-019] and [BIT-026].",1827
Which sensor safety interlocks must the SAR mode logic enforce before allowing transition from standby into any transmitting mode?,graphrag-ppr,0,1-hop,2026-08-20,True,"All factual claims regarding operator authorization, WoW, exclusion zones, safety cover, and response timing are directly supported by the retrieved contexts.",2360,True,All listed SAR mode safety interlocks and transition requirements are directly supported by the retrieved contexts.,1579
"Which test requirement verifies, by RF-simulator satellite-fault injection, the FDE requirement to detect and exclude an unhealthy satellite within six seconds?",graphrag-ppr,0,1-hop,2026-08-20,True,All claims and requirement references in the answer are directly supported by GPS-034 and GPS-014 in the retrieved contexts.,2501,False,"The answer references GPS-032, which is not in the retrieved contexts, and adds 'exclusion from the PVT solution' in the test requirement, not stated in GPS-034.",1740
"Which operator command categories must the fuel subsystem accept via the command/data link interface, and how are those commands routed?",graphrag-ppr,0,1-hop,2026-08-20,True,"All factual claims regarding fuel operator command categories, authentication, and command link routing limitations are fully supported by the retrieved context.",3314,True,All claims in the answer are directly supported or explicitly limited to what is stated in the retrieved contexts.,2412
Which flight-control cross-channel data link timing and integrity behavior must BIT monitor to satisfy CBIT consistency-check verification?,graphrag-ppr,0,1-hop,2026-08-20,True,"All factual claims regarding CCDL timing, CRC integrity, stuck-at/timing violations, and cross-channel agreement monitoring are fully supported by the provided requirements.",2731,True,"All claims about CCDL timing, CRC-32 integrity, cross-channel disagreement thresholds, and CBIT verification are explicitly supported in the retrieved contexts.",1788
"Which integration-rig HIL test verifies the backup GCS cold-standby switchover requirement, including two-minute recovery and retained control authority?",graphrag-ppr,0,1-hop,2026-08-20,True,All claims regarding GCS-040 and GCS-025 are directly supported by the retrieved contexts.,2283,True,"All claims about the HIL test, switchover within 2 min, control authority, and requirement linkage are supported by the provided contexts.",1692
"Which flight-control initialization constraint governs the termination-mode full nose-down, throttle-cut command before subsequent recovery commands are rejected?",graphrag-ppr,0,1-hop,2026-08-20,True,"All claims in the answer are directly supported by the retrieved context chunks (EMS-026, STR7-FCC-006, EMS-025, EMS-030, and FCC-011).",2314,True,"All claims about termination-mode nose-down, throttle-cut command, subsequent rejection, irreversibility, and interface flow are supported by the retrieved contexts.",1498
"For the Skyrunner-T1 test configuration, how is the FCC’s duplex single-LRU architecture derived from the platform-dependent independent-lane requirement?",graphrag-ppr,0,1-hop,2026-08-20,True,All statements and requirement citations are fully supported by the retrieved contexts.,2568,True,"All claims about FCC lane architecture, derivation from FCC-003, single LRU, common power feed, and power requirement references are directly supported by SKT1-FCC-001, FCC-003, PWR-012, and PWR-020.",1866
"In linked mode, what ground-station command latency supports the command-data link’s 20 Hz command reception and downstream routing?",graphrag-ppr,0,1-hop,2026-08-20,True,"All factual statements, requirement IDs, and quantitative values are fully supported by the retrieved contexts.",2174,False,The claim '20 Hz corresponds to a 50 ms command period' is not stated in the contexts; this calculation is added detail not supported literally by the requirements.,1489
What maintenance Ethernet port constraints and authentication conditions govern the FMS flight-plan upload/download interface?,graphrag-ppr,0,1-hop,2026-08-20,True,"All claims regarding the port constraints, authentication, and digital signature requirements are fully supported by the retrieved contexts.",2597,True,"All claims about interface location, activation constraints, authentication, and digital-signature requirements are explicitly supported by the retrieved requirements.",1621
"Which interface power requirement defines the 50 ms ride-through capability, and which general requirement establishes the DO-160G Category Z interruption profile?",graphrag-ppr,0,1-hop,2026-08-20,True,"All claims, requirement IDs, and requirement descriptions in the answer are directly supported by the retrieved contexts.",2216,True,"All claims, including COMM-025 as the interface requirement, FCC-036 as the general requirement, and PWR-018 as power-source allocation, are directly supported by the retrieved contexts.",1464
Which published fuel-status data does the flight control computer rely on to constrain commanded thrust to available fuel?,graphrag-ppr,0,1-hop,2026-08-20,True,All claims in the answer are accurately grounded in the retrieved requirements.,2365,True,"All claims about the FCC using per-engine fuel flow and other FUEL_STATUS_MSG fields (per-tank quantity, total quantity, fuel pressure, tank-valve states) to constrain thrust are supported by FUEL-010",1712
What GNSS timing output and validity conditions support the data link terminal’s 1 µs network time alignment requirement?,graphrag-ppr,0,1-hop,2026-08-20,True,"All claims regarding GNSS timing outputs, validity conditions, and downstream system behavior are directly supported by the retrieved contexts.",2756,True,All timing outputs and validity conditions mentioned are directly supported by the retrieved requirement contexts.,1876
"Which INS-published state elements support the flight data recorder’s mandatory attitude, position, and velocity parameter capture?",graphrag-ppr,0,1-hop,2026-08-20,True,All statements and requirement references are directly supported by the retrieved contexts.,3198,True,"All claims are supported: the answer correctly reflects that INS-020 publishes attitude, position, and velocity, but only attitude is attributed to INS-020 in the FDR table, with position and velocity",2078
Which load-shed table entry defines the priority-2 load failure condition that forces the EMS into CAUTION within 500 ms?,graphrag-ppr,0,1-hop,2026-08-20,True,All claims regarding the P2 load failure entry in PWR-032 and the EMS-005 transition to CAUTION within 500 ms are fully supported by the context.,2459,True,"All claims about the P2 table entry, its loads, its shed condition, and EMS CAUTION response within 500 ms are supported by the retrieved contexts.",1863
"Which radar altimeter mode requirement supports terrain-avoidance advisory coupling, and which autopilot requirement governs autonomous DAA resolution engagement?",graphrag-ppr,0,1-hop,2026-08-20,True,All statements and requirement citations are fully supported by the retrieved contexts.,2109,True,"Every claim in the answer is supported by the provided contexts, citing RADAR-017 and AUTO-020 for terrain-avoidance coupling and autonomous DAA engagement respectively, with verification by RADAR-025",1639
Which ADS test requirement verifies support for the flight management system’s ±10 s RTA accuracy requirement under higher cruise wind profiles?,graphrag-ppr,0,1-hop,2026-08-20,True,All factual statements in the answer are directly supported by requirements NBC3-ADS-001 and FMS-020.,1876,True,"All claims about requirement IDs, RTA accuracy, and wind profiles are fully supported by the retrieved contexts.",1413
"What EPS status publication rate is required for the flight data recorder, and which endpoint requirement defines that interface?",graphrag-ppr,0,1-hop,2026-08-20,True,All factual claims regarding EPS_STATUS_MSG publication and recording rates and their associated requirement IDs are fully supported by the retrieved contexts.,2208,True,"All claims are directly supported by the retrieved contexts, specifically [FDR-028], [EPS-016], and [EPS-020].",1553
What navigation time-synchronization service must the flight data recorder use to timestamp mandatory parameters in UTC at native sampling rates?,graphrag-ppr,0,1-hop,2026-08-20,True,All statements and requirement citations in the answer are directly supported by FDR-004 and NAV-027 in the retrieved contexts.,2042,True,All claims are explicitly supported by context requirements FDR-004 and NAV-027.,1461
Which flight control computer BIT status interface requirement satisfies the BIT aggregation requirement for 1 Hz health reporting to the GCS and FDR?,graphrag-ppr,0,1-hop,2026-08-20,True,All statements and requirement references in the answer are directly supported by the retrieved contexts.,2367,True,[FCC-047] is explicitly cited as satisfying the 1 Hz aggregation/reporting and its linkage to FDR recording is verified by [FDR-005] and [BIT-008].,1658
Which flight management 4D trajectory and RTA capability underpins the flight control computer’s continuous conformance monitoring and deviation alerting for civil operations?,graphrag-ppr,0,1-hop,2026-08-20,True,All statements and requirement references in the answer are directly supported by the retrieved contexts.,2319,True,"All claims are directly supported by requirements FMS-020, NBC3-FCC-004, and NBC3-NAV-001 in the retrieved contexts.",1618
Which command-authentication fault-injection verification demonstrates compliance with the cited security assurance activities reference set?,graphrag-ppr,0,1-hop,2026-08-20,True,All factual claims in the answer are accurately supported by the retrieved contexts.,2714,True,"All claims are supported by the retrieved contexts, including details about SEC-019, its references, supported fault types, and the relationships among subsystem requirements.",1555
"Which transceiver fault condition forces EMS into CAUTION, and what communication subsystem response and operator notification are required?",graphrag-ppr,0,1-hop,2026-08-20,True,"All claims regarding the EMS CAUTION transition, COMM transceiver fault conditions, transmit disable timing, and operator notifications are directly supported by the retrieved contexts EMS-005 and COM",2399,True,"All claims about EMS CAUTION conditions, COMM transceiver faults, subsystem responses, and operator notification timings are directly supported by the retrieved contexts.",1781
"When emergency inner-loop conditions assert, how must the autopilot mode logic support the EMS emergency transition and FCC coordination?",graphrag-ppr,0,1-hop,2026-08-20,True,"All statements regarding the autopilot, EMS, and FCC coordination and requirements are fully supported by the retrieved contexts.",2710,True,"All claims in the answer are supported by explicit content in the retrieved contexts, with relevant requirement IDs correctly cited.",1820
"How is an EKF divergence detected, reset, and cross-referenced to flight data recording of the divergence snapshot and reset state?",graphrag-ppr,0,1-hop,2026-08-20,True,"All claims regarding EKF divergence detection, reset, recording linkage, and verification are directly supported by NAV-024, FDR-024, and NAV-036.",1790,True,"All claims regarding EKF divergence detection, reset, recording, requirement linkage, and verification are directly supported by the retrieved contexts.",1192
Which HIL lost-link test demonstrates verification that the autopilot enters RTB within one second and tracks to the rally point?,graphrag-ppr,0,1-hop,2026-08-20,True,All factual statements and requirement references in the answer are directly supported by the retrieved contexts.,2431,True,All claims are directly supported by the requirement texts in the retrieved contexts.,1399
Which INS state publication requirement satisfies the FCC need for 200 Hz inertial data delivery with no more than 5 ms end-to-end latency?,graphrag-ppr,0,1-hop,2026-08-20,True,All statements and requirement references in the answer are directly supported by the retrieved contexts.,1925,True,"All claims about message content, rate, latency, and requirement cross-references are directly supported by INS-020 and FCC-016 in the retrieved contexts.",1504
"Which HMI requirement implements the FMS uplinked flight-plan change confirmation, including full-diff display before activation?",graphrag-ppr,0,1-hop,2026-08-20,True,All claims in the answer are directly supported by requirements [HMI-037] and [FMS-022] in the retrieved context.,1891,True,All claims about HMI-037 and FMS-022 are explicitly supported and correctly referenced in the retrieved contexts.,1391
What verification demonstrates authenticated-command or tamper-triggered cryptographic zeroise completes within 200 ms on all key-bearing LRUs?,graphrag-ppr,0,1-hop,2026-08-20,True,"All claims are accurately supported by the provided requirement contexts SEC-023, SEC-032, CDL-040, and DLNK-024.",2552,True,"Every claim about verification methods, requirements, subsystem specifics, and timing is directly supported by the retrieved contexts.",1650
What HMI controls and indications must support authorising entry into EOIR designate mode for laser operation?,graphrag-ppr,0,1-hop,2026-08-20,True,All facts and requirement citations in the answer are directly supported by the retrieved contexts.,2800,True,"All claims about HMI authorisation, warnings, indicators, and interlocks for EOIR DESIGNATE mode are explicitly supported by the retrieved contexts, including references and test confirmations.",1808
Which HMI requirement defines the suspend/resume controls and state indication needed to support the FMS suspended-mode resume behavior?,graphrag-ppr,0,1-hop,2026-08-20,True,The answer accurately identifies HMI-032 and quotes and references FMS-009 exactly as stated in the context.,2131,True,"[HMI-032] defines the suspend/resume controls and state indication, and [FMS-009] describes the corresponding FMS behavior; all claims are supported by the contexts.",1625
Which power hold-up requirement ensures the EMS maintains state through a 50 ms essential-bus interruption?,graphrag-ppr,0,1-hop,2026-08-20,True,All factual statements regarding requirements EMS-029 and PWR-018 are accurately supported by the retrieved contexts.,1974,True,"[EMS-029] states EMS must sustain 50 ms interruption per [PWR-018] without loss of state; [PWR-018] does not list EMS explicitly, which ANSWER notes.",1333
Which power requirement provides the continuously available hold-up energy the CDL relies on to ride through a 50 ms Category Z interruption?,graphrag-ppr,0,1-hop,2026-08-20,True,All statements and requirement citations are fully supported by CDL-025 and PWR-018 in the retrieved contexts.,2004,True,All claims about PWR-018 supplying hold-up energy for CDL ride-through and referencing CDL-025 are explicitly present in the contexts.,1260
"In approach mode, what guidance source must the flight control computer accept, and what deviation data must the FMS provide to support it?",graphrag-ppr,0,1-hop,2026-08-20,True,All claims regarding the FCC guidance source in approach mode and FMS deviation data are fully supported by the provided contexts.,2252,True,"All claims are explicitly supported by the requirements including FCC-032, FMS-030, and HMI-040.",1610
"During standby-to-coarse-align motion rejection, what operator alignment-status indication is required on the HMI?",graphrag-ppr,0,1-hop,2026-08-20,True,"All factual claims regarding motion rejection, the MOTION_DETECTED annunciation, and the HMI alignment-status display elements are fully supported by INS-006 and HMI-070.",2235,True,"All claims are directly supported: INS-006 requires MOTION_DETECTED annunciation and references HMI-070, which specifies mode, alignment percent-complete, and time-to-ready estimate for INS alignment ",1670
Which asymmetric signature algorithms in the crypto selection table are mandated for verifying loadable software and data signatures?,graphrag-ppr,0,1-hop,2026-08-20,True,All factual statements and requirement citations are accurately supported by the provided context chunks.,2131,True,Both SEC-017 and SEC-020 explicitly mandate RSA-3072 or ECDSA-P256 for verifying loadable software and data signatures.,1574
What upstream navigation timing service requirement justifies the payload computer’s UTC sensor timestamping accuracy and source-selection behavior?,graphrag-ppr,0,1-hop,2026-08-20,True,All claims in the answer are directly supported by the provided requirement contexts.,2634,True,"All claims about NAV-027 describing the timing service accuracy and source-selection (GPS when valid, OCXO otherwise), its justification of PLD-019, and the GPS-010 upstream source are directly found ",1825
Which airframe general requirement references the FCC cross-channel data link timing and integrity requirement to justify dissimilar-redundant routing separation?,graphrag-ppr,0,1-hop,2026-08-20,True,The answer accurately identifies requirement STR-021 and grounds its explanation in the provided text.,2085,True,"[STR-021] explicitly references [FCC-046] for CCDL routing separation, and [FCC-046] describes CCDL timing/integrity, as quoted in the retrieved contexts.",1548
Which flight data recorder requirement is verified by the flight control computer’s obligation to log every mode transition for the last 50 flight hours?,graphrag-ppr,0,1-hop,2026-08-20,True,Every claim in the answer accurately reflects the contents and verification relationships specified in [FCC-012] and [FDR-008].,1998,True,"All claims about FCC-012 verifying FDR-008, the required data items, and the retention duration are explicitly supported by the retrieved contexts.",1428
Which structural requirement defines the dedicated payload-bus routing and shielding needed to support the payload controller’s single-LRU installation near the bay rack?,graphrag-ppr,0,1-hop,2026-08-20,True,The answer accurately cites STR-038 and PLD-003 directly from the provided contexts.,1959,True,All claims are directly supported by STR-038 and PLD-003 as shown in the contexts.,1517
"In NAV mode, does the inertial unit’s 200 Hz output to the flight control computer satisfy the computer’s inertial data input rate and latency requirement?",graphrag-ppr,0,1-hop,2026-08-20,True,"All claims regarding rate, latency, mode conditions, and cross-references between the INS and FCC are fully supported by the provided contexts.",2277,True,All claims in the answer are directly and explicitly supported by the retrieved contexts.,1565
Which communications links must demonstrate DO-160G Category Y EMC coexistence without mutual interference with the radar altimeter and GPS?,graphrag-ppr,0,1-hop,2026-08-20,True,"All communications links, requirements, and verification details in the answer are fully supported by the retrieved contexts.",2818,True,"All claims regarding which links must demonstrate DO-160G Category Y EMC coexistence and the involvement of radar altimeter, GPS, CDL, COMM, SATCOM comms, DLNK, and SAR are accurately supported or car",1720
What higher-level SAR mode requirement traces to the platform mandate for operator authorisation before leaving STANDBY for a transmitting state?,graphrag-ppr,0,1-hop,2026-08-20,True,"All factual claims, requirements, and trace relationships are fully supported by context chunks SAR-005 and PLD-006.",2046,True,"[SAR-005] traces to [PLD-006] mandate for operator authorisation before transmitting, as stated in the contexts.",1534
Does the ice-protection power budget and 0.5 Hz zone reporting comply with the electrical subsystem’s continuous essential-bus generator load limit?,graphrag-ppr,0,1-hop,2026-08-20,True,"All claims regarding ICE reporting rates, power budget constraints, load shed priority, and missing generator rating linkage are fully supported by the retrieved contexts.",2712,True,All claims are either directly supported by the retrieved requirements or carefully scoped to the limits of what the contexts state without unsupported extrapolation.,1798
What test demonstrates the receiver meets integrity alert timing for unresolved protection-level exceedances under simulated satellite-fault conditions?,graphrag-ppr,0,1-hop,2026-08-20,True,"All statements in the answer are directly supported by requirements GPS-034 and GPS-017, and the absence of GPS-032 is properly acknowledged.",2293,False,"The answer references [GPS-032], which does not appear in the retrieved contexts.",1613
Which flight-control requirement provides the engine-out detection and automatic rudder-trim behavior referenced by the autopilot single-engine-out altitude-hold test?,graphrag-ppr,0,1-hop,2026-08-20,True,All claims regarding ALX2-FCC-003 and its relationship with ALX2-AUTO-003 are fully supported by the retrieved contexts.,2360,True,"All claims about detection timing, rudder trim, and requirement linkage are explicitly supported by contexts [ALX2-FCC-003] and [ALX2-AUTO-003].",1754
Which landing-gear weight-on-wheels discretes must the inertial system rely on to enable ZUPT while stationary on the ground?,graphrag-ppr,0,1-hop,2026-08-20,True,All claims regarding the required weight-on-wheels discretes for INS ZUPT are accurately supported by INS-032 and LDG-015.,2047,True,"All claims about WoW discretes for main gear, redundancy, and FCC interfaces are directly supported by INS-032, LDG-015, and FCC-048.",1396
"Which flight-test verification demonstrates that EO/IR geolocation from line-of-sight, navigation, and ranging meets 10 m CEP out to 15 km?",graphrag-ppr,0,1-hop,2026-08-20,True,All claims regarding the flight-test requirement EOIR-029 and its verified requirement EOIR-014 are directly supported by the retrieved contexts.,2154,True,"All claims about flight-test verification, ranges, involved requirements, and data sources are supported and cited in the contexts.",1484
"Which communications capability document is explicitly excluded from the tactical Link‑16 terminal scope, and what assurance levels govern it?",graphrag-ppr,0,1-hop,2026-08-20,True,All claims regarding the excluded primary CDL document and its associated assurance levels are fully supported by DLNK-002 and CDL-001.,1941,True,All claims regarding exclusion of the primary CDL (##CDL.CDL-001) and its assurance levels are supported by the retrieved contexts.,1445
Which application module requirement provides the 1 Hz battery state-of-charge data that the power subsystem uses to inhibit NORMAL mode entry below 85%?,graphrag-ppr,0,1-hop,2026-08-20,True,All facts and requirement references are directly supported by the provided contexts.,1950,True,Every claim about [APM-015] providing 1 Hz SoC data to PWR is directly supported by the retrieved contexts.,1428
Which GNSS dilution-of-precision outputs feed the navigation fusion QoS score computation for operator display?,graphrag-ppr,0,1-hop,2026-08-20,True,"All statements accurately reflect the retrieved requirements, correctly stating that NAV-021 specifies GPS DOP generally while GPS-020 defines the available DOP outputs without specifying which indivi",2004,True,"All claims in the answer are directly supported by NAV-021 and GPS-020, with accurate statements about what is and is not specified in the requirements.",1480
"In ground mode, what requirement defines the authorized control-surface command path, and which ground system requirement implements that interface?",graphrag-ppr,0,1-hop,2026-08-20,True,"All facts, requirement IDs, and details in the answer are directly supported by FCC-007 and GCS-022.",1981,True,All claims in the answer are verbatim or light inference from FCC-007 and GCS-022 as shown in the contexts.,1560
What INS 1-sigma attitude accuracy values define the navigation fusion residual threshold for dual-INS arbitration in GPS-aided cruise and turning?,graphrag-ppr,0,1-hop,2026-08-20,True,All factual claims and calculations are directly supported by requirements INS-021 and NAV-013.,2279,True,"All factual claims about 1-sigma values, doubling for threshold, and requirement IDs are explicitly supported by NAV-013 and INS-021.",1622
What upstream GNSS timing output and interfaces justify the navigation fusion function’s 1 Hz bus time-synchronisation service and GPS-derived accuracy source?,graphrag-ppr,0,1-hop,2026-08-20,True,"All factual claims and requirement references regarding the GNSS outputs, interfaces, and NAV fusion timing functions are fully supported by the provided contexts.",2419,True,"All claims about GNSS timing outputs, interfaces, and their relationship to the NAV bus synchronisation service are explicitly supported by the retrieved contexts.",1630
Does the equipment management system ingest power-subsystem mode/status over the primary avionics bus at a minimum 5 Hz update rate?,graphrag-ppr,0,1-hop,2026-08-20,True,All statements about EMS accepting PWR inputs over the primary avionics bus at 5 Hz minimum and the details on PWR/EPS publishing are fully supported by the contexts.,2573,True,"All claims about EMS ingesting PWR status at minimum 5 Hz over the primary avionics bus are directly supported by EMS-032, PWR-015, and PWR-026; the EPS claim is properly limited to context.",1800
