query,pipeline,repeat,query_type,judged_on,gemini_faithful,gemini_reason,gemini_tokens
Which fuel-totaling requirement feeds the flight management function that computes destination and alternate fuel predictions and minimum-fuel alerts?,vanilla,0,1-hop,2026-08-20,True,All claims accurately reflect the retrieved contexts and appropriately identify that the specific fuel-totaling requirement is absent.,1551
Which fuel-totaling requirement feeds the flight management function that computes destination and alternate fuel predictions and minimum-fuel alerts?,agentic,0,1-hop,2026-08-20,True,The answer accurately states that the retrieved context contains no fuel-totaling or FMS fuel prediction requirements.,2485
Which fuel-totaling requirement feeds the flight management function that computes destination and alternate fuel predictions and minimum-fuel alerts?,graphrag,0,1-hop,2026-08-20,True,All statements and requirement references are directly supported by contexts FUEL-011 and FMS-018.,2067
Which fuel-totaling requirement feeds the flight management function that computes destination and alternate fuel predictions and minimum-fuel alerts?,agentic-graph,0,1-hop,2026-08-20,True,The answer accurately states that the retrieved contexts do not contain any fuel-totaling requirements or fuel prediction specifications.,2880
Which fuel-totaling requirement feeds the flight management function that computes destination and alternate fuel predictions and minimum-fuel alerts?,adaptive,0,1-hop,2026-08-20,True,"All claims accurately reflect the retrieved requirements, and the answer correctly notes that the specific raw fuel-totaling requirement feeding the FMS is missing from the context.",1575
How is the landing weight-on-wheels dual-sensor/voting architecture verified to ensure correct discrete output under a single-sensor fault?,vanilla,0,1-hop,2026-08-20,True,Every claim in the answer is directly supported by requirements LDG-031 and LDG-015.,1223
How is the landing weight-on-wheels dual-sensor/voting architecture verified to ensure correct discrete output under a single-sensor fault?,agentic,0,1-hop,2026-08-20,True,"All claims regarding the verification process, sensor architecture, and interface requirements are directly supported by the retrieved contexts.",1748
How is the landing weight-on-wheels dual-sensor/voting architecture verified to ensure correct discrete output under a single-sensor fault?,graphrag,0,1-hop,2026-08-20,True,"All claims regarding fault injection, 2-out-of-3 voting, sensor redundancy, debounce time, and verification requirements are directly supported by LDG-031, LDG-015, and FCC-048.",2249
How is the landing weight-on-wheels dual-sensor/voting architecture verified to ensure correct discrete output under a single-sensor fault?,agentic-graph,0,1-hop,2026-08-20,True,All statements and requirement citations in the answer are directly supported by the retrieved contexts.,1597
How is the landing weight-on-wheels dual-sensor/voting architecture verified to ensure correct discrete output under a single-sensor fault?,adaptive,0,1-hop,2026-08-20,True,"All claims regarding the verification method, test criteria, and architectural details are directly supported by LDG-031, LDG-015, and FCC-048.",1743
What hardware-protected mechanism and software-extraction constraint apply to the AES-256 key-wrapping storage method specified in the crypto selection table?,vanilla,0,1-hop,2026-08-20,True,All claims are directly supported by requirements SEC-017 and SEC-005 in the provided context.,1695
What hardware-protected mechanism and software-extraction constraint apply to the AES-256 key-wrapping storage method specified in the crypto selection table?,agentic,0,1-hop,2026-08-20,True,The answer correctly acknowledges the absence of retrieved context without making any unsupported factual claims.,460
What hardware-protected mechanism and software-extraction constraint apply to the AES-256 key-wrapping storage method specified in the crypto selection table?,graphrag,0,1-hop,2026-08-20,True,All statements and requirement citations are fully supported by SEC-017 and SEC-005.,2697
What hardware-protected mechanism and software-extraction constraint apply to the AES-256 key-wrapping storage method specified in the crypto selection table?,agentic-graph,0,1-hop,2026-08-20,True,The answer accurately acknowledges the lack of retrieved context and makes no unsupported claims.,545
What hardware-protected mechanism and software-extraction constraint apply to the AES-256 key-wrapping storage method specified in the crypto selection table?,adaptive,0,1-hop,2026-08-20,True,"All claims regarding the key storage method, hardware-protected key stores, and software extraction constraints are directly supported by SEC-017 and SEC-005.",1620
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,vanilla,0,1-hop,2026-08-20,True,"All claims regarding position and attitude updates, update rate, and geolocation accuracy thresholds are directly supported by SAR-009 and SAR-013.",1383
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,agentic,0,1-hop,2026-08-20,True,"All factual claims regarding published navigation states, rates, latency, coordinates, and limitations are fully supported by NAV-010 and NAV-020.",1409
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,graphrag,0,1-hop,2026-08-20,True,"All facts, values, and requirement references are directly supported by the retrieved contexts.",2490
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,agentic-graph,0,1-hop,2026-08-20,True,"All facts, values, and requirement citations in the answer are accurately supported by the retrieved contexts, and the missing SAR connection is correctly noted.",1249
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,adaptive,0,1-hop,2026-08-20,True,"All factual statements, requirement references, and explicitly noted omissions are directly supported by the retrieved contexts.",1243
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,vanilla,0,1-hop,2026-08-20,True,"All claims regarding FCC-023, its satisfied requirement link EMS-006, and EMS module details are directly supported by the retrieved contexts.",1444
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,agentic,0,1-hop,2026-08-20,True,"All claims regarding actuator runaway fault detection and response, satisfaction of EMS-006, emergency mode coordination, and fault recovery mappings are fully supported by the retrieved contexts.",2314
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,graphrag,0,1-hop,2026-08-20,True,All factual claims and requirement cross-references in the answer are directly supported by the retrieved contexts.,2485
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,agentic-graph,0,1-hop,2026-08-20,True,"All claims regarding actuator runaway response, requirement links, mode coordination, and fault recovery parameters are fully supported by the retrieved contexts.",3521
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,adaptive,0,1-hop,2026-08-20,True,"All statements regarding the actuator runaway fault response and the coordinated emergency-mode entry behavior are accurately grounded in FCC-023, EMS-006, and FCC-010.",2404
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",vanilla,0,1-hop,2026-08-20,True,All claims in the answer are directly supported by context EMS-034.,1033
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",agentic,0,1-hop,2026-08-20,True,"The answer is fully supported by requirement EMS-034, including the test method, transition timing, and annunciation performance.",1688
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",graphrag,0,1-hop,2026-08-20,True,"All statements and timing parameters are completely supported by EMS-034, EMS-006, and FCC-009.",2663
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",agentic-graph,0,1-hop,2026-08-20,True,Every claim in the answer is directly supported by the provided requirement contexts.,1455
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",adaptive,0,1-hop,2026-08-20,True,"All facts, timing values, test rig details, and requirement references in the answer are directly supported by context [EMS-034].",1261
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,vanilla,0,1-hop,2026-08-20,True,All claims in the answer are directly supported by requirements EMS-020 and STR-002.,1460
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,agentic,0,1-hop,2026-08-20,True,"All claims regarding the structural limit-load envelope, duration trigger, EMS actions, and priority classification are directly supported by the retrieved contexts.",1663
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,graphrag,0,1-hop,2026-08-20,True,"All claims regarding the structural exceedance trigger, load-factor limits, FCC/EMS interactions, and priority table mapping are directly supported by the context.",2690
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,agentic-graph,0,1-hop,2026-08-20,True,All claims in the answer are directly supported by requirements EMS-020 and EMS-033.,1270
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,adaptive,0,1-hop,2026-08-20,True,All statements and requirement references in the answer are directly supported by the retrieved contexts.,1373
How is the flight data recorder’s operator-action logging requirement satisfied by the ground control station’s audit trail and retention provisions?,vanilla,0,1-hop,2026-08-20,True,All statements are accurately grounded in the retrieved requirements GCS-010 and BIT-021.,1798
How is the flight data recorder’s operator-action logging requirement satisfied by the ground control station’s audit trail and retention provisions?,agentic,0,1-hop,2026-08-20,True,The answer accurately states that the retrieved context does not contain the requested information about flight data recorder or GCS audit-trail requirements.,2749
How is the flight data recorder’s operator-action logging requirement satisfied by the ground control station’s audit trail and retention provisions?,graphrag,0,1-hop,2026-08-20,True,All statements and requirement citations are accurately grounded in the retrieved context.,3031
How is the flight data recorder’s operator-action logging requirement satisfied by the ground control station’s audit trail and retention provisions?,agentic-graph,0,1-hop,2026-08-20,True,The answer accurately states that the required information is missing from the context while faithfully citing the few related requirements present.,1930
How is the flight data recorder’s operator-action logging requirement satisfied by the ground control station’s audit trail and retention provisions?,adaptive,0,1-hop,2026-08-20,True,All claims regarding GCS-010 and FDR-045 are accurately grounded in the retrieved contexts.,2735
Which HMI requirement implements the flight control single-engine-out detection and automatic rudder-trim alerting behavior for operator notification?,vanilla,0,1-hop,2026-08-20,True,All statements in the answer are directly supported by requirements HMI-020 and ALX2-FCC-003.,1298
Which HMI requirement implements the flight control single-engine-out detection and automatic rudder-trim alerting behavior for operator notification?,agentic,0,1-hop,2026-08-20,True,All claims in the answer are directly supported by requirement [HMI-020].,1258
Which HMI requirement implements the flight control single-engine-out detection and automatic rudder-trim alerting behavior for operator notification?,graphrag,0,1-hop,2026-08-20,True,All facts and requirement references in the answer are directly supported by the retrieved contexts.,2103
Which HMI requirement implements the flight control single-engine-out detection and automatic rudder-trim alerting behavior for operator notification?,agentic-graph,0,1-hop,2026-08-20,True,"All claims regarding requirement HMI-020, its alerts, displays, and traceability to ALX2-FCC-003 are fully supported by the retrieved context.",1152
Which HMI requirement implements the flight control single-engine-out detection and automatic rudder-trim alerting behavior for operator notification?,adaptive,0,1-hop,2026-08-20,True,"All facts, requirement IDs, and relationships cited in the answer are directly supported by the retrieved contexts.",2082
"For the Nimbus-C3 external cargo pod interface, what FCC lane architecture is the PMC’s MIL-STD-1760 umbilical implementation referencing?",vanilla,0,1-hop,2026-08-20,True,All statements in the answer accurately summarize the retrieved contexts and correctly identify that FCC lane architecture is not specified.,1238
"For the Nimbus-C3 external cargo pod interface, what FCC lane architecture is the PMC’s MIL-STD-1760 umbilical implementation referencing?",agentic,0,1-hop,2026-08-20,True,The answer correctly acknowledges the lack of retrieved context and does not make any unsupported claims.,548
"For the Nimbus-C3 external cargo pod interface, what FCC lane architecture is the PMC’s MIL-STD-1760 umbilical implementation referencing?",graphrag,0,1-hop,2026-08-20,True,"All claims are strictly supported by the retrieved contexts, correctly noting that the specific FCC lane architecture for Nimbus-C3 is not defined.",2504
"For the Nimbus-C3 external cargo pod interface, what FCC lane architecture is the PMC’s MIL-STD-1760 umbilical implementation referencing?",agentic-graph,0,1-hop,2026-08-20,True,The answer correctly acknowledges that no context was provided without making any unsupported factual claims.,484
"For the Nimbus-C3 external cargo pod interface, what FCC lane architecture is the PMC’s MIL-STD-1760 umbilical implementation referencing?",adaptive,0,1-hop,2026-08-20,True,The answer accurately states that the FCC lane architecture is not specified in the retrieved contexts and cites relevant context details correctly without hallucinating.,1463
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",vanilla,0,1-hop,2026-08-20,True,All claims and requirement citations in the answer are fully supported by the provided contexts.,2201
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",agentic,0,1-hop,2026-08-20,True,All facts and validation requirements cited in the answer are directly supported by the retrieved contexts.,3009
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",graphrag,0,1-hop,2026-08-20,True,Every claim regarding command routing and validation is accurately supported by the provided requirement contexts.,3230
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",agentic-graph,0,1-hop,2026-08-20,True,All statements and table details are accurately grounded in the retrieved requirements.,2963
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",adaptive,0,1-hop,2026-08-20,True,"All claims regarding command validation, ground-mode command acceptance, and the absence of routing architecture details in the context are accurately grounded in the retrieved requirements.",3036
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,vanilla,0,1-hop,2026-08-20,True,All statements accurately reflect the provided contexts and correctly identify the missing implementation details and bandwidth values.,1841
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,agentic,0,1-hop,2026-08-20,True,"The answer accurately states that the payload-bus implementation and platform-specific bandwidths for EOIR are not provided in the context, while correctly summarizing the available information.",1796
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,graphrag,0,1-hop,2026-08-20,True,"All factual statements, requirement citations, and platform-specific bandwidths mentioned in the answer are fully supported by the retrieved contexts.",2583
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,agentic-graph,0,1-hop,2026-08-20,True,"All claims in the answer are strictly supported by the retrieved contexts, correctly noting that specific payload-bus implementation details and platform-specific bandwidths are not provided.",1674
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,adaptive,0,1-hop,2026-08-20,True,The answer accurately states what is provided in the retrieved requirements and correctly notes that the specific payload-bus implementation and platform bandwidths for EOIR are not present in the con,1820
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",vanilla,0,1-hop,2026-08-20,True,"All listed operational modes, transition preconditions, timing constraints, and specific alignment details are directly supported by the provided contexts.",1939
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",agentic,0,1-hop,2026-08-20,True,"All listed modes, transition preconditions, timing constraints, and limitations are directly supported by the retrieved requirements.",1992
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",graphrag,0,1-hop,2026-08-20,True,"All operational modes, transition preconditions, timings, and referenced requirements are accurately supported by the provided INS contexts.",3470
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",agentic-graph,0,1-hop,2026-08-20,True,"All listed modes, transition preconditions, timing thresholds, and limitations are fully supported by the retrieved requirements.",2430
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",adaptive,0,1-hop,2026-08-20,True,"All listed modes, transition conditions, timing requirements, and scope details are fully supported by the provided requirement contexts.",2161
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",vanilla,0,1-hop,2026-08-20,True,"All factual claims, criteria, actions, and requirement citations in the answer are directly supported by the retrieved contexts.",1759
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",agentic,0,1-hop,2026-08-20,True,"All statements in the answer are strictly supported by the retrieved contexts, and the absence of INS spoof-detection criteria is correctly identified.",1888
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",graphrag,0,1-hop,2026-08-20,True,All factual claims and requirement citations in the answer are directly supported by the provided contexts.,2723
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",agentic-graph,0,1-hop,2026-08-20,True,The answer accurately describes the response specified in NAV-028 and correctly identifies that the specific INS spoof-detection criteria are not present in the provided contexts.,1560
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",adaptive,0,1-hop,2026-08-20,True,All statements and requirement citations are fully supported by the provided contexts.,2408
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,vanilla,0,1-hop,2026-08-20,True,All statements and requirement citations in the answer are directly supported by the retrieved contexts.,1465
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,agentic,0,1-hop,2026-08-20,True,"All actuator limits, rates, and requirement citations in the answer are fully supported by the provided contexts.",1913
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,graphrag,0,1-hop,2026-08-20,True,"All claims regarding actuator limits, rates, clamp behavior, and anti-windup/freeze requirements are fully supported by FCC-028, FCC-038, and FCC-026.",2601
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,agentic-graph,0,1-hop,2026-08-20,True,"All claims regarding the anti-windup logic, saturation limits, max rates, and trim-integrator freeze are fully supported by the retrieved contexts.",2088
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,adaptive,0,1-hop,2026-08-20,True,All factual claims and requirement references are fully supported by the retrieved contexts.,2014
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",vanilla,0,1-hop,2026-08-20,True,All statements regarding operator engagement authentication via HMAC-SHA-256 across the cited requirements are fully supported by the context.,1406
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",agentic,0,1-hop,2026-08-20,True,"All claims regarding authentication requirements via SEC-010, HMAC-SHA-256 on CDL links, and autonomous exceptions are directly supported by the context.",1481
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",graphrag,0,1-hop,2026-08-20,True,"All claims regarding authentication requirements under AUTO-006, SEC-010, and CDL-013 are fully supported by the provided context.",2571
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",agentic-graph,0,1-hop,2026-08-20,True,All claims in the answer are directly supported by AUTO-006 and SEC-010.,1355
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",adaptive,0,1-hop,2026-08-20,True,The answer accurately states that the retrieved contexts do not contain information regarding autonomous mode engagement exceptions or authentication mechanisms on control data links.,1224
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,vanilla,0,1-hop,2026-08-20,True,All statements and requirement IDs in the answer are directly supported by the retrieved contexts.,1441
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,agentic,0,1-hop,2026-08-20,True,"Every claim in the answer regarding SEC-008, FCC-031, and FCC-040 is directly supported by the retrieved contexts.",1804
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,graphrag,0,1-hop,2026-08-20,True,"All claims, citations, and traceability links are fully supported by requirements SEC-008, FCC-031, and FCC-040.",2477
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,agentic-graph,0,1-hop,2026-08-20,True,"Every claim regarding SEC-008, FCC-031, and FCC-040 is fully supported by the retrieved contexts.",1824
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,adaptive,0,1-hop,2026-08-20,True,"The answer directly reflects requirements FCC-040 and FCC-031, which state that GCS command validation and rejection satisfies ##SEC.SEC-008.",2667
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,vanilla,0,1-hop,2026-08-20,True,All statements in the answer are directly supported by requirements HMI-025 and SKT1-FCC-003.,1542
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,agentic,0,1-hop,2026-08-20,True,All claims regarding HMI-025 and its referenced flight-control requirement SKT1-FCC-003 are fully supported by the retrieved contexts.,2597
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,graphrag,0,1-hop,2026-08-20,True,All facts and requirement references in the answer are directly supported by HMI-025 and SKT1-FCC-003.,2368
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,agentic-graph,0,1-hop,2026-08-20,True,The answer accurately identifies HMI-025 referenced in SKT1-FCC-003 along with all stated parameters directly supported by the context.,2681
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,adaptive,0,1-hop,2026-08-20,True,All factual claims regarding HMI-025 and SKT1-FCC-003 are fully supported by the retrieved contexts.,2291
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,vanilla,0,1-hop,2026-08-20,True,The answer is fully supported by APM-037 in the retrieved context.,989
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,agentic,0,1-hop,2026-08-20,True,The answer accurately identifies that the requested verification requirement is missing from the context and correctly summarizes the only related requirement present.,1373
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,graphrag,0,1-hop,2026-08-20,True,The answer accurately identifies requirement APM-009 and quotes details fully supported by the retrieved contexts APM-037 and APM-009.,2486
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,agentic-graph,0,1-hop,2026-08-20,True,The answer accurately identifies that the retrieved contexts do not contain the requested laboratory discharge verification requirement and correctly summarizes the provided EPS requirements.,1370
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,adaptive,0,1-hop,2026-08-20,True,The answer accurately identifies and quotes requirement APM-009 as verified by APM-037 based directly on the provided contexts.,2464
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,vanilla,0,1-hop,2026-08-20,True,The answer accurately cites GCS-012 regarding the upstream interface ##NAV.NAV-029 and the 5 Hz minimum update rate.,1086
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,agentic,0,1-hop,2026-08-20,True,All statements and requirement citations are fully supported by the retrieved contexts.,2554
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,graphrag,0,1-hop,2026-08-20,True,"All claims regarding NAV-029, the 5 Hz minimum update rate, and HMI display requirements are directly supported by GCS-012 and HMI-005.",2635
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,agentic-graph,0,1-hop,2026-08-20,True,"All claims regarding NAV_STATE_MSG, its 50 Hz update rate, latency, message fields, platform-specific buses, and relationship to ADS and GCS are fully supported by the retrieved contexts.",2654
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,adaptive,0,1-hop,2026-08-20,True,"All claims are fully supported by the retrieved contexts, citing accurate requirement IDs and interface parameters.",2066
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",vanilla,0,1-hop,2026-08-20,True,"All claims are fully supported by the retrieved contexts, and the answer accurately identifies that the message fields are not provided in the text.",1479
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",agentic,0,1-hop,2026-08-20,True,All claims regarding GCS command frame governance and the required message fields are fully supported by the provided requirement contexts.,1979
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",graphrag,0,1-hop,2026-08-20,True,"All factual claims, message fields, requirement references, and constraints are fully supported by the provided contexts.",2752
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",agentic-graph,0,1-hop,2026-08-20,True,All claims regarding the governing command-frame requirement and the message fields in CDL_Command_Frame are fully supported by the retrieved contexts.,1884
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",adaptive,0,1-hop,2026-08-20,True,The answer accurately states that the retrieved context does not contain GCS operator command interface information and correctly summarizes the provided ADS message requirements.,1878
How is the SAR status telemetry publication to the mission computer aligned with the payload telemetry aggregation and downlink path?,vanilla,0,1-hop,2026-08-20,True,"All claims regarding the SAR interface, PMC aggregation, and CDL telemetry framing are accurately supported by the retrieved contexts.",2017
How is the SAR status telemetry publication to the mission computer aligned with the payload telemetry aggregation and downlink path?,agentic,0,1-hop,2026-08-20,True,"The answer accurately states that the retrieved contexts do not mention SAR status telemetry or downlink paths, and all supporting details about ADS interfaces are directly grounded in the provided re",2692
How is the SAR status telemetry publication to the mission computer aligned with the payload telemetry aggregation and downlink path?,graphrag,0,1-hop,2026-08-20,True,"All factual statements, requirement citations, and identified gaps are fully supported by the retrieved contexts.",2856
How is the SAR status telemetry publication to the mission computer aligned with the payload telemetry aggregation and downlink path?,agentic-graph,0,1-hop,2026-08-20,True,"The answer accurately states that the retrieved contexts lack information on SAR status telemetry, mission computer interfaces, and payload telemetry downlink paths, while correctly citing available A",2923
How is the SAR status telemetry publication to the mission computer aligned with the payload telemetry aggregation and downlink path?,adaptive,0,1-hop,2026-08-20,True,The answer accurately states that the retrieved context lacks information on SAR telemetry and correctly summarizes the available ADS interface requirements.,3127
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,vanilla,0,1-hop,2026-08-20,True,"All listed command ID ranges, targets, purposes, and rejection behavior are directly supported by PLD-009 and PLD-033.",1683
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,agentic,0,1-hop,2026-08-20,True,"All listed command ID ranges, target mappings, purposes, and routing requirements are directly supported by PLD-033 and PLD-009.",1593
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,graphrag,0,1-hop,2026-08-20,True,"All listed command ID ranges, targets, purposes, and routing behaviors are directly supported by the retrieved contexts.",2928
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,agentic-graph,0,1-hop,2026-08-20,True,"All listed command ID ranges, targets, purposes, and related dispatch behaviors are accurately grounded in PLD-033 and PLD-009.",1522
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,adaptive,0,1-hop,2026-08-20,True,"All payload command ID ranges, targets, purposes, and the rejection of unknown commands are fully supported by PLD-033 and PLD-009.",1542
Which SAR status message fields and update rate provide the health input the built-in test function aggregates into the overall payload health report?,vanilla,0,1-hop,2026-08-20,True,"All facts, message field names, update rates, and requirement citations are accurately supported by the provided context chunks BIT-026 and SAR-019.",1589
