query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,citation_precision,citation_recall,citation_f1,retrieval_recall,context_precision,n_cited,n_gold,hop_count,stratum,is_cross_module
What record label did the performer of The Place and the Time belong to?,1-hop,graphrag,azure,none,0,2391,1605,171,1776,MQ-030-P00;MQ-030-P06,MQ-030-P00;MQ-024-P13;MQ-199-P07;MQ-160-P05;MQ-148-P15;MQ-020-P18;MQ-184-P13;MQ-148-P06;MQ-184-P02;MQ-148-P08;MQ-184-P18;MQ-148-P17;MQ-030-P06,13,,,,,,1.0,1.0,1.0,1.0,0.1538,2,2,1,1-hop,False
Who is the president of the group Kim Un-yong is a member of?,1-hop,graphrag,azure,none,0,1846,1415,122,1537,MQ-031-P14,MQ-031-P14;MQ-031-P00;MQ-031-P01;MQ-005-P11;MQ-031-P16;MQ-031-P08;MQ-031-P02;MQ-031-P13;MQ-031-P12,9,,,,,,1.0,0.5,0.6667,1.0,0.2222,1,2,1,1-hop,False
Who wrote the song sung by the performer of The Story?,1-hop,graphrag,azure,none,0,1295,1223,83,1306,MQ-032-P17;MQ-007-P16,MQ-032-P17;MQ-007-P16;MQ-032-P05;MQ-007-P01;MQ-032-P08;MQ-007-P17;MQ-023-P06;MQ-032-P12;MQ-007-P13,9,,,,,,0.5,0.5,0.5,1.0,0.2222,2,2,1,1-hop,False
Who is the spouse of the famous governor signing legislation in honor of Donda West's death?,1-hop,graphrag,azure,none,0,1288,1166,73,1239,MQ-033-P09;MQ-033-P17,MQ-033-P09;MQ-033-P03;MQ-033-P07;MQ-033-P17;MQ-005-P11;MQ-031-P16;MQ-033-P06;MQ-017-P06;MQ-017-P17,9,,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,1,1-hop,False
What is the name of the game reserve in the country where hunters spend 50 to 100 times more than the average ecotourist?,1-hop,graphrag,azure,none,0,1100,1317,58,1375,MQ-034-P04;MQ-034-P01,MQ-034-P04;MQ-034-P17;MQ-034-P01;MQ-002-P07;MQ-080-P12;MQ-144-P16;MQ-189-P04;MQ-034-P11,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
"In 1990, who became the president of the country that Germany invaded?",1-hop,graphrag,azure,none,0,1596,1711,92,1803,MQ-035-P13;MQ-035-P12,MQ-186-P01;MQ-035-P04;MQ-035-P08;MQ-035-P13;MQ-127-P12;MQ-094-P09;MQ-035-P00;MQ-001-P11;MQ-035-P12;MQ-186-P05;MQ-186-P11,11,,,,,,1.0,1.0,1.0,1.0,0.1818,2,2,1,1-hop,False
What team is the highest goal scorer in the EPL a member of?,1-hop,graphrag,azure,none,0,1372,1536,87,1623,MQ-036-P18;MQ-050-P17,MQ-036-P18;MQ-036-P11;MQ-050-P17;MQ-090-P16;MQ-108-P09;MQ-090-P05;MQ-108-P04;MQ-050-P10;MQ-036-P02,9,,,,,,0.0,0.0,0.0,1.0,0.2222,2,2,1,1-hop,False
Who was the spouse of the British queen?,1-hop,graphrag,azure,none,0,1590,1820,108,1928,MQ-037-P19;MQ-037-P14;MQ-037-P01,MQ-037-P03;MQ-037-P19;MQ-114-P01;MQ-037-P01;MQ-016-P07;MQ-131-P13;MQ-037-P14;MQ-016-P06;MQ-037-P13;MQ-016-P05;MQ-131-P01;MQ-131-P02,12,,,,,,0.3333,0.5,0.4,1.0,0.1667,3,2,1,1-hop,False
"The author of the novel ""2030"" was nominated for what award for his role in ""Broadcast News""?",1-hop,graphrag,azure,none,0,1541,1069,71,1140,MQ-038-P10;MQ-038-P12;MQ-038-P16,MQ-038-P10;MQ-038-P16;MQ-038-P12;MQ-038-P01;MQ-005-P07;MQ-018-P00;MQ-126-P09;MQ-103-P06,8,,,,,,0.6667,1.0,0.8,1.0,0.25,3,2,1,1-hop,False
Who is the spouse of the person who does the voice for Smokey the Bear?,1-hop,graphrag,azure,none,0,1480,1649,77,1726,MQ-039-P19,MQ-039-P19;MQ-039-P03;MQ-039-P12;MQ-039-P17;MQ-039-P10;MQ-132-P01;MQ-039-P00;MQ-132-P19;MQ-039-P16,9,,,,,,1.0,0.5,0.6667,1.0,0.2222,1,2,1,1-hop,False
Who is the child of the Victim of Romance performer?,1-hop,graphrag,azure,none,0,1382,2076,94,2170,MQ-040-P15;MQ-040-P08,MQ-040-P15;MQ-018-P05;MQ-119-P02;MQ-125-P00;MQ-103-P10;MQ-040-P18;MQ-085-P07;MQ-005-P08;MQ-119-P08;MQ-103-P03;MQ-125-P06;MQ-040-P08;MQ-103-P00,13,,,,,,1.0,1.0,1.0,1.0,0.1538,2,2,1,1-hop,False
What was the last year of the Castle of Riddles publisher?,1-hop,graphrag,azure,none,0,1975,2340,176,2516,MQ-041-P15;MQ-041-P16,MQ-041-P16;MQ-074-P13;MQ-041-P00;MQ-074-P08;MQ-187-P19;MQ-187-P12;MQ-074-P19;MQ-074-P18;MQ-041-P15;MQ-074-P11;MQ-074-P01;MQ-187-P02;MQ-187-P05,13,,,,,,1.0,1.0,1.0,1.0,0.1538,2,2,1,1-hop,False
Who founded what Robert J Chassell is a member of?,1-hop,graphrag,azure,none,0,1259,1239,77,1316,MQ-042-P14,MQ-042-P14;MQ-042-P07;MQ-062-P18;MQ-026-P11;MQ-013-P07;MQ-038-P14;MQ-026-P14;MQ-033-P17;MQ-062-P16;MQ-042-P10;MQ-033-P09,11,,,,,,1.0,0.5,0.6667,1.0,0.1818,1,2,1,1-hop,False
Who did the star of Dark Hazard play in The Ten Commandments?,1-hop,graphrag,azure,none,0,1332,1400,59,1459,MQ-043-P06;MQ-043-P15,MQ-043-P15;MQ-043-P18;MQ-043-P07;MQ-043-P06;MQ-053-P16;MQ-053-P19;MQ-043-P09;MQ-043-P17,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
with what movie did Mary Philips' husband win his only oscar?,1-hop,graphrag,azure,none,0,1078,1246,39,1285,MQ-044-P14;MQ-044-P13,MQ-044-P16;MQ-044-P02;MQ-080-P11;MQ-044-P14;MQ-123-P15;MQ-172-P17;MQ-118-P10;MQ-044-P15;MQ-044-P13,9,,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,1,1-hop,False
At what local time does the country where Fuser and Alberto meet the indigenous couple traveling to look for work change their clocks for DST?,1-hop,graphrag,azure,none,0,1143,1669,61,1730,MQ-045-P10;MQ-045-P13,MQ-045-P16;MQ-045-P13;MQ-045-P01;MQ-045-P09;MQ-045-P12;MQ-025-P17;MQ-045-P08;MQ-025-P01;MQ-045-P10,9,,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,1,1-hop,False
"Along with Kenny G and the performer of Off the Beaten Path, what artist was featured on smooth jazz stations?",1-hop,graphrag,azure,none,0,1391,746,98,844,MQ-046-P19;MQ-046-P04,MQ-046-P19;MQ-046-P04;MQ-046-P06;MQ-046-P05;MQ-046-P12;MQ-024-P03;MQ-030-P18;MQ-046-P02,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
Where does Hala El Badry's university rank according to QS World University Rankings?,1-hop,graphrag,azure,none,0,984,1178,47,1225,MQ-047-P15;MQ-047-P00,MQ-047-P00;MQ-047-P15;MQ-047-P06;MQ-047-P19;MQ-047-P17;MQ-047-P13;MQ-047-P07;MQ-174-P16,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
What is the experimental satellite being forerunner to communication satellite of INSAT-4CR's manufacturer called?,1-hop,graphrag,azure,none,0,1953,1198,145,1343,MQ-048-P02,MQ-048-P05;MQ-048-P18;MQ-048-P02;MQ-048-P01;MQ-048-P13;MQ-048-P04;MQ-048-P09;MQ-048-P16,8,,,,,,1.0,0.5,0.6667,1.0,0.25,1,2,1,1-hop,False
When did the stalemate happen in the war where UN troops approached the Yalu River?,1-hop,graphrag,azure,none,0,1913,1671,145,1816,MQ-049-P07;MQ-049-P14,MQ-049-P01;MQ-049-P14;MQ-049-P09;MQ-049-P07;MQ-049-P16;MQ-049-P19;MQ-152-P15;MQ-147-P10,8,,,,,,0.5,0.5,0.5,1.0,0.25,2,2,1,1-hop,False
What league does the team that uses Dick's Sporting Goods Park play for?,1-hop,graphrag,azure,none,0,1304,1056,54,1110,MQ-050-P07;MQ-128-P00;MQ-050-P15,MQ-050-P07;MQ-128-P00;MQ-050-P15;MQ-050-P13;MQ-128-P18;MQ-050-P01;MQ-120-P16;MQ-120-P00,8,,,,,,0.6667,1.0,0.8,1.0,0.25,3,2,1,1-hop,False
Who was the first president in the country where the Kamchatka Peninsula is located?,1-hop,graphrag,azure,none,0,1388,1735,83,1818,MQ-051-P05;MQ-051-P08,MQ-051-P05;MQ-051-P01;MQ-033-P19;MQ-073-P08;MQ-051-P03;MQ-167-P11;MQ-170-P04;MQ-051-P08;MQ-073-P07;MQ-073-P17,10,,,,,,1.0,1.0,1.0,1.0,0.2,2,2,1,1-hop,False
When was Q1 who was impeached in england for acts committed as governor general of india impeached?,1-hop,graphrag,azure,none,0,1912,1403,155,1558,MQ-052-P18;MQ-052-P12;MQ-052-P01,MQ-052-P18;MQ-052-P16;MQ-052-P01;MQ-052-P12;MQ-052-P07;MQ-068-P10;MQ-052-P11;MQ-052-P00,8,,,,,,0.3333,0.5,0.4,1.0,0.25,3,2,1,1-hop,False
"This cast member in ""Search for the Gods"" also plays a character in which film?",1-hop,graphrag,azure,none,0,2396,1752,194,1946,MQ-053-P18;MQ-053-P16;MQ-053-P06,MQ-053-P18;MQ-053-P07;MQ-053-P19;MQ-150-P06;MQ-043-P14;MQ-043-P15;MQ-007-P11;MQ-053-P16;MQ-053-P06;MQ-043-P06,10,,,,,,0.6667,1.0,0.8,1.0,0.2,3,2,1,1-hop,False
Who is the child of the creator of A Distinguished Member of the Humane Society?,1-hop,graphrag,azure,none,0,2025,1604,146,1750,MQ-054-P07;MQ-054-P13,MQ-054-P07;MQ-132-P01;MQ-021-P15;MQ-039-P01;MQ-054-P10;MQ-182-P17;MQ-132-P11;MQ-112-P05;MQ-054-P13,9,,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,1,1-hop,False
What was the population of the European country the Huguenots felt kinship for emigration to before this emigration?,1-hop,graphrag,azure,none,0,1307,1952,64,2016,MQ-055-P02;MQ-055-P19,MQ-055-P16;MQ-055-P19;MQ-002-P19;MQ-055-P15;MQ-002-P16;MQ-055-P02;MQ-182-P14;MQ-057-P11;MQ-002-P00,9,,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,1,1-hop,False
What company was formed after a merger of the company that built ASM-N-5 Gorgon V?,1-hop,graphrag,azure,none,0,1533,1359,70,1429,MQ-056-P16;MQ-056-P15,MQ-056-P16;MQ-056-P06;MQ-056-P15;MQ-056-P14;MQ-113-P19;MQ-063-P06;MQ-122-P15;MQ-116-P13;MQ-113-P16;MQ-113-P14,10,,,,,,1.0,1.0,1.0,1.0,0.2,2,2,1,1-hop,False
"According to Pew, in 2010, what percent of Nigeria's population practiced the religion dominant in the countries surrounding Armenia?",1-hop,graphrag,azure,none,0,1549,2201,95,2296,MQ-057-P19;MQ-057-P07,MQ-057-P07;MQ-057-P12;MQ-068-P09;MQ-153-P07;MQ-057-P00;MQ-057-P06;MQ-057-P01;MQ-068-P07;MQ-057-P19,9,,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,1,1-hop,False
From where do buses leave the city CKIS-FM serves?,1-hop,graphrag,azure,none,0,1112,1144,49,1193,MQ-058-P10;MQ-058-P00,MQ-058-P10;MQ-087-P04;MQ-058-P15;MQ-195-P09;MQ-058-P08;MQ-087-P02;MQ-096-P07;MQ-112-P14;MQ-058-P00,9,,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,1,1-hop,False
Who is the child of Sigrid Eskilsdotter's child?,1-hop,graphrag,azure,none,0,1114,997,46,1043,MQ-059-P15,MQ-059-P15;MQ-059-P04;MQ-037-P06;MQ-103-P08;MQ-005-P16;MQ-132-P14;MQ-040-P16;MQ-016-P08,8,,,,,,1.0,0.5,0.6667,1.0,0.25,1,2,1,1-hop,False
This is an instance of who was named commander in chief of texas forces by the new national government of texas National Forest?,1-hop,graphrag,azure,none,0,1792,1254,126,1380,MQ-060-P00;MQ-060-P07,MQ-060-P07;MQ-060-P02;MQ-060-P09;MQ-060-P19;MQ-060-P00;MQ-060-P17;MQ-033-P04;MQ-015-P06,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
Who is a cast member of the show that contains the character Michael Knight?,1-hop,graphrag,azure,none,0,1420,1262,48,1310,MQ-061-P00;MQ-061-P11,MQ-061-P11;MQ-061-P14;MQ-061-P00;MQ-061-P17;MQ-085-P03;MQ-085-P10;MQ-087-P05;MQ-061-P02;MQ-087-P15;MQ-087-P10,10,,,,,,0.5,0.5,0.5,1.0,0.2,2,2,1,1-hop,False
Who was the first black student admitted to where Robert Khayat was educated?,1-hop,graphrag,azure,none,0,1409,1243,83,1326,MQ-062-P18;MQ-062-P16,MQ-062-P18;MQ-062-P16;MQ-105-P04;MQ-069-P13;MQ-097-P14;MQ-062-P03;MQ-062-P08;MQ-062-P09,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
What is the maximum amount of load that can be drawn by the device where 1.1 was the first widely used version?,1-hop,graphrag,azure,none,0,2042,2035,97,2132,MQ-063-P17;MQ-063-P09,MQ-063-P09;MQ-063-P00;MQ-063-P17;MQ-056-P02;MQ-063-P07;MQ-056-P11;MQ-063-P15;MQ-063-P12,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
"Who employs the author of ""Ravenswood: The Steelworkers' Victory and the Revival of American Labor""?",1-hop,graphrag,azure,none,0,1942,937,141,1078,MQ-064-P07;MQ-064-P12,MQ-064-P12;MQ-064-P10;MQ-064-P11;MQ-064-P07;MQ-008-P06;MQ-095-P06;MQ-006-P14;MQ-013-P06,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
"Why was Common Sense, by the same author as Rights of Man, an important work?",1-hop,graphrag,azure,none,0,2770,1658,207,1865,MQ-065-P05;MQ-065-P00;MQ-065-P15,MQ-065-P05;MQ-065-P15;MQ-065-P00;MQ-065-P13;MQ-143-P08;MQ-008-P07;MQ-008-P14;MQ-065-P04;MQ-008-P17,9,,,,,,0.6667,1.0,0.8,1.0,0.2222,3,2,1,1-hop,False
Who was the spouse of the person the Bible says was the first king of Israel?,1-hop,graphrag,azure,none,0,1506,1170,66,1236,MQ-066-P15;MQ-066-P05,MQ-066-P17;MQ-066-P15;MQ-066-P05;MQ-066-P08;MQ-066-P12;MQ-066-P18;MQ-066-P16;MQ-000-P15,8,,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
The native country of emu birds started conscription. This occurred during the war depicted in The Things They Carried. What year did the draft start?,2-hop,graphrag,azure,none,0,1378,1451,78,1529,MQ-067-P18;MQ-067-P12;MQ-067-P16,MQ-067-P12;MQ-067-P11;MQ-067-P17;MQ-067-P16;MQ-147-P10;MQ-152-P15;MQ-067-P01;MQ-045-P15;MQ-067-P18,9,,,,,,1.0,1.0,1.0,1.0,0.3333,3,3,2,2-hop,False
In the Arabic dictionary what is the meaning of the word that also refers to the majority religion in India when the country containing the Neolithic graveyards was created?,2-hop,graphrag,azure,none,0,2525,2324,173,2497,MQ-057-P01;MQ-068-P07;MQ-068-P09;MQ-068-P01;MQ-068-P14;MQ-068-P17,MQ-057-P01;MQ-068-P07;MQ-068-P09;MQ-068-P01;MQ-068-P16;MQ-145-P14;MQ-068-P02;MQ-068-P14;MQ-068-P17,9,,,,,,0.5,1.0,0.6667,1.0,0.3333,6,3,2,2-hop,False
