query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,citation_precision,citation_recall,citation_f1,retrieval_recall,context_precision,n_cited,n_gold,hop_count,stratum,is_cross_module
Who is Princess Caroline Napoléon's maternal grandmother?,2-hop,graphrag,azure,none,0,1868,1186,101,1287,2W-010-P05;2W-010-P00,2W-010-P05;2W-038-P09;2W-010-P00;2W-077-P00;2W-038-P06;2W-038-P07;2W-038-P08;2W-069-P07;2W-069-P06,9,0,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,2,2-hop,False
Where was the father of Alina Fernández born?,2-hop,graphrag,azure,none,0,2250,1855,83,1938,2W-011-P06;2W-011-P05,2W-011-P06;2W-011-P04;2W-068-P07;2W-011-P08;2W-011-P01;2W-011-P00;2W-011-P07;2W-011-P02;2W-011-P05;2W-068-P04;2W-068-P09;2W-068-P01,12,0,,,,,1.0,1.0,1.0,1.0,0.1667,2,2,2,2-hop,False
"Who died later, Adam Purple or Chyskillz?",1-hop,graphrag,azure,none,0,1348,1382,52,1434,2W-012-P08;2W-012-P06,2W-012-P06;2W-012-P08;2W-059-P05;2W-148-P06;2W-040-P06;2W-012-P04;2W-189-P00;2W-145-P09;2W-189-P02,9,0,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,1,1-hop,False
"Which film whose director was born first, Lions For Lambs or Nowhere In Africa?",3+-hop,graphrag,azure,none,0,2085,1724,115,1839,2W-013-P09;2W-013-P02;2W-013-P06,2W-013-P06;2W-013-P01;2W-013-P04;2W-013-P03;2W-002-P03;2W-052-P07;2W-125-P06;2W-155-P09;2W-013-P02;2W-013-P09,10,0,,,,,1.0,0.75,0.8571,1.0,0.4,3,4,3,3+-hop,False
"Which film came out earlier, Where Are You? I'M Here or Patnam Vachina Pativrathalu?",1-hop,graphrag,azure,none,0,1734,801,49,850,2W-014-P06;2W-014-P03,2W-014-P03;2W-014-P06;2W-014-P08;2W-014-P02;2W-014-P01;2W-014-P09;2W-058-P06;2W-009-P08,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
"Where was the place of death of Crato, Count Of Nassau-Saarbrücken's father?",2-hop,graphrag,azure,none,0,1560,1655,43,1698,2W-015-P03;2W-015-P05,2W-015-P03;2W-015-P09;2W-015-P07;2W-015-P05;2W-015-P06;2W-015-P04;2W-015-P01;2W-015-P02,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,2,2-hop,False
"Which film has the director who was born later, Young Buffalo Bill or The Lacquered Box?",3+-hop,graphrag,azure,none,0,2360,1004,127,1131,2W-016-P08;2W-016-P03;2W-016-P04;2W-016-P06,2W-016-P07;2W-016-P08;2W-016-P04;2W-016-P01;2W-016-P05;2W-016-P02;2W-056-P01;2W-056-P00;2W-016-P03;2W-016-P06;2W-056-P03;2W-056-P04,12,0,,,,,1.0,1.0,1.0,1.0,0.3333,4,4,3,3+-hop,False
"Do Kim Darby and John Birdsall (Politician, Born 1840) have the same nationality?",1-hop,graphrag,azure,none,0,1779,996,81,1077,2W-017-P09;2W-017-P06,2W-017-P06;2W-017-P09;2W-079-P03;2W-194-P08;2W-086-P00;2W-099-P09;2W-133-P04;2W-157-P02,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
"Which film whose director was born first, Sin'S Pay Day or Gunaah (1993 Film)?",3+-hop,graphrag,azure,none,0,2320,3142,160,3302,2W-018-P04;2W-018-P08;2W-018-P09;2W-018-P00,2W-018-P08;2W-018-P04;2W-160-P06;2W-163-P08;2W-169-P01;2W-131-P00;2W-018-P03;2W-018-P00;2W-018-P09;2W-160-P04;2W-160-P08;2W-163-P05;2W-169-P04;2W-160-P01;2W-163-P01,15,0,,,,,1.0,1.0,1.0,1.0,0.2667,4,4,3,3+-hop,False
Who was the teacher of the composer of film The Cousin From Nowhere (1953 Film)?,2-hop,graphrag,azure,none,0,1621,1519,79,1598,2W-019-P09;2W-019-P04,2W-019-P09;2W-019-P03;2W-054-P08;2W-056-P09;2W-019-P06;2W-100-P03;2W-101-P00;2W-175-P07;2W-019-P04;2W-056-P04;2W-056-P03,11,0,,,,,1.0,1.0,1.0,1.0,0.1818,2,2,2,2-hop,False
"Who is older, Arnold Carl Johansen or Walter Lafferty?",1-hop,graphrag,azure,none,0,2078,1315,87,1402,2W-020-P00;2W-020-P03,2W-020-P03;2W-020-P00;2W-020-P02;2W-020-P08;2W-075-P01;2W-195-P07;2W-134-P00;2W-066-P02;2W-066-P05;2W-075-P03;2W-075-P04,11,0,,,,,1.0,1.0,1.0,1.0,0.1818,2,2,1,1-hop,False
"Who was born first, Cornelis Gijsbert Gerrit Jan Van Steenis or Tarsem King, Baron King Of West Bromwich?",1-hop,graphrag,azure,none,0,1910,1365,62,1427,2W-021-P03;2W-021-P08,2W-021-P08;2W-021-P03;2W-021-P00;2W-021-P04;2W-021-P05;2W-021-P06;2W-136-P03;2W-136-P08;2W-136-P09,9,0,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,1,1-hop,False
"Did the movies Mille Bolle Blu and La Moglie Vergine, originate from the same country?",1-hop,graphrag,azure,none,0,2217,1164,99,1263,2W-022-P05;2W-022-P06,2W-022-P05;2W-022-P02;2W-054-P04;2W-022-P06;2W-022-P01;2W-022-P08;2W-022-P04;2W-083-P09;2W-054-P01;2W-054-P06;2W-054-P00,11,0,,,,,1.0,1.0,1.0,1.0,0.1818,2,2,1,1-hop,False
"Who is older, Daniel David Moses or Stanislas Batchi?",1-hop,graphrag,azure,none,0,1742,1003,87,1090,2W-023-P03;2W-023-P08,2W-023-P03;2W-023-P08;2W-039-P01;2W-057-P09;2W-023-P00;2W-065-P02;2W-084-P00;2W-110-P09;2W-065-P00,9,0,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,1,1-hop,False
"Which film came out first, Blood And Diamonds or Opened By Mistake?",1-hop,graphrag,azure,none,0,1365,893,40,933,2W-024-P01;2W-024-P05,2W-024-P01;2W-024-P05;2W-024-P07;2W-024-P03;2W-024-P02;2W-033-P01;2W-003-P09;2W-162-P01,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
When was Richard Bootle-Wilbraham's father born?,2-hop,graphrag,azure,none,0,1483,1611,58,1669,2W-025-P04;2W-025-P06,2W-025-P04;2W-025-P06;2W-025-P08;2W-025-P09;2W-021-P01;2W-030-P06;2W-030-P07;2W-137-P06;2W-030-P01,9,0,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,2,2-hop,False
"Which film has the producer who is older, Dweepa or Kalank?",3+-hop,graphrag,azure,none,0,3138,3068,235,3303,2W-026-P07;2W-026-P00;2W-026-P02;2W-026-P09,2W-026-P02;2W-026-P07;2W-163-P01;2W-160-P06;2W-026-P09;2W-018-P00;2W-152-P09;2W-118-P03;2W-018-P04;2W-026-P00;2W-118-P06;2W-152-P06;2W-160-P04;2W-160-P08;2W-163-P00,15,0,,,,,1.0,1.0,1.0,1.0,0.2667,4,4,3,3+-hop,False
Who was born first out of Gerda Weissensteiner and Stasys Šaparnis?,1-hop,graphrag,azure,none,0,1350,899,57,956,2W-027-P01;2W-027-P00,2W-027-P01;2W-027-P00;2W-057-P09;2W-039-P01;2W-087-P03;2W-027-P02;2W-178-P09;2W-120-P07,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
Who is the paternal grandfather of George Tupou V?,2-hop,graphrag,azure,none,0,2088,880,107,987,2W-028-P09;2W-028-P07,2W-028-P09;2W-028-P02;2W-028-P07;2W-028-P03;2W-028-P06;2W-028-P04;2W-158-P05;2W-191-P06,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,2,2-hop,False
"Which film has the director who is older than the other, Odd Job (Film) or Everything'S Ducky? ",3+-hop,graphrag,azure,none,0,2339,2132,141,2273,2W-029-P08;2W-029-P02;2W-029-P04;2W-029-P00,2W-029-P02;2W-029-P08;2W-029-P09;2W-116-P03;2W-047-P07;2W-067-P01;2W-036-P08;2W-138-P07;2W-029-P00;2W-029-P04;2W-047-P04;2W-116-P01;2W-116-P09;2W-047-P02;2W-116-P00,15,0,,,,,1.0,1.0,1.0,1.0,0.2667,4,4,3,3+-hop,False
When did Mary Basset's father die?,2-hop,graphrag,azure,none,0,1294,2763,52,2815,2W-030-P01;2W-030-P06,2W-030-P01;2W-177-P03;2W-035-P05;2W-196-P04;2W-044-P04;2W-196-P03;2W-009-P03;2W-159-P06;2W-009-P05;2W-030-P06;2W-035-P04;2W-177-P01;2W-177-P04;2W-196-P07;2W-177-P06,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,2,2-hop,False
"Which film has the director who was born earlier, The Forbidden Trail or A Weaver Of Dreams?",3+-hop,graphrag,azure,none,0,2118,1954,145,2099,2W-031-P01;2W-031-P05;2W-031-P00;2W-031-P09,2W-031-P00;2W-031-P01;2W-056-P06;2W-122-P08;2W-179-P09;2W-185-P07;2W-031-P05;2W-003-P01;2W-031-P09;2W-122-P05;2W-122-P09;2W-185-P06;2W-185-P09;2W-122-P01;2W-185-P04,15,0,,,,,1.0,1.0,1.0,1.0,0.2667,4,4,3,3+-hop,False
"Which film has the director died later, The Wax Model or Khoon Ka Karz?",3+-hop,graphrag,azure,none,0,2626,3123,132,3255,2W-032-P03;2W-032-P09;2W-032-P00;2W-032-P02,2W-032-P00;2W-032-P03;2W-160-P06;2W-026-P09;2W-032-P07;2W-032-P08;2W-018-P00;2W-143-P08;2W-018-P04;2W-026-P07;2W-032-P02;2W-032-P09;2W-143-P06;2W-160-P04;2W-160-P08,15,0,,,,,1.0,1.0,1.0,1.0,0.2667,4,4,3,3+-hop,False
"Are the movies The Urethra Chronicles and Starter For 10 (Film), from the same country?",1-hop,graphrag,azure,none,0,1898,1186,100,1286,2W-033-P03;2W-033-P08,2W-033-P08;2W-033-P03;2W-155-P07;2W-024-P00;2W-195-P03;2W-049-P06;2W-002-P05;2W-155-P04,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
"Which film has the director who was born earlier, Angélique, Marquise Des Anges or That Man George?",3+-hop,graphrag,azure,none,0,2390,1818,153,1971,2W-034-P09;2W-034-P00;2W-034-P03;2W-034-P08,2W-034-P09;2W-034-P06;2W-034-P03;2W-034-P07;2W-183-P01;2W-199-P04;2W-083-P07;2W-034-P00;2W-034-P08;2W-083-P04;2W-083-P08;2W-183-P00;2W-199-P03;2W-199-P06;2W-083-P01,15,0,,,,,1.0,1.0,1.0,1.0,0.2667,4,4,3,3+-hop,False
"Who lived longer, George F. Sowers or Henrietta Amelia Leeson?",1-hop,graphrag,azure,none,0,2371,2168,132,2300,2W-035-P04;2W-035-P05,2W-035-P04;2W-035-P05;2W-158-P03;2W-020-P05;2W-018-P09;2W-108-P01;2W-132-P00;2W-198-P02;2W-018-P08;2W-108-P08;2W-132-P01;2W-198-P01;2W-198-P03;2W-018-P04;2W-132-P04,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,False
Did Mitch Brian and Harry Kent (Cyclist) share the same nationality?,1-hop,graphrag,azure,none,0,1730,1045,72,1117,2W-036-P07;2W-036-P03,2W-036-P03;2W-036-P07;2W-036-P00;2W-036-P09;2W-072-P09;2W-072-P00;2W-072-P01;2W-017-P04;2W-072-P02,9,0,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,1,1-hop,False
"Which film has the director who died later, Waiting For The Hearse or The Seventh Sword?",3+-hop,graphrag,azure,none,0,2459,1629,148,1777,2W-037-P01;2W-037-P09;2W-037-P04;2W-037-P05,2W-037-P09;2W-037-P01;2W-101-P09;2W-037-P06;2W-114-P06;2W-089-P07;2W-086-P07;2W-044-P01;2W-037-P04;2W-037-P05;2W-044-P02;2W-086-P08;2W-089-P06;2W-089-P08;2W-044-P06,15,0,,,,,1.0,1.0,1.0,1.0,0.2667,4,4,3,3+-hop,False
Who is Princess Elizabeth Of Greece And Denmark's maternal grandfather?,2-hop,graphrag,azure,none,0,2212,1227,110,1337,2W-038-P04;2W-038-P02,2W-038-P04;2W-038-P06;2W-038-P07;2W-038-P01;2W-038-P09;2W-038-P03;2W-038-P05;2W-149-P03;2W-038-P02,9,0,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,2,2-hop,False
What is the place of birth of Dianne Bentley's husband?,2-hop,graphrag,azure,none,0,1637,2150,39,2189,2W-039-P02;2W-039-P09,2W-039-P02;2W-114-P08;2W-039-P09;2W-173-P05;2W-010-P06;2W-159-P06;2W-185-P04;2W-171-P09;2W-114-P05;2W-171-P02;2W-185-P06;2W-114-P03;2W-185-P07,13,0,,,,,1.0,1.0,1.0,1.0,0.1538,2,2,2,2-hop,False
What nationality is Sukhumala Marasri's father?,2-hop,graphrag,azure,none,0,1602,1211,77,1288,2W-040-P00;2W-040-P01,2W-040-P00;2W-040-P06;2W-040-P08;2W-011-P09;2W-095-P08;2W-109-P03;2W-113-P06;2W-191-P02;2W-040-P01,9,0,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,2,2-hop,False
"Which magazine was founded first, Racing Toward Diversity or Lo Scolaro?",1-hop,graphrag,azure,none,0,1657,1437,57,1494,2W-041-P08;2W-041-P04,2W-041-P04;2W-041-P08;2W-041-P00;2W-041-P01;2W-082-P06;2W-041-P09;2W-041-P02;2W-041-P03;2W-082-P03,9,0,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,1,1-hop,False
"Which film was released earlier, Smiles Of A Summer Night or Two Idiots In Hollywood?",1-hop,graphrag,azure,none,0,1561,1121,44,1165,2W-042-P07;2W-042-P04,2W-042-P04;2W-042-P07;2W-042-P00;2W-042-P02;2W-070-P02;2W-042-P08;2W-101-P05;2W-033-P05;2W-101-P06,9,0,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,1,1-hop,False
Did Charles Robinson (Raf Airman) and Terri Hooley share the same nationality?,1-hop,graphrag,azure,none,0,2298,1114,122,1236,2W-043-P02;2W-043-P03,2W-043-P02;2W-025-P01;2W-043-P07;2W-043-P06;2W-043-P05;2W-196-P08;2W-164-P08;2W-043-P09;2W-043-P03,9,0,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,1,1-hop,False
Do both films All Souls (Film) and Atomised (Film) have the directors from the same country?,3+-hop,graphrag,azure,none,0,3342,2137,214,2351,2W-044-P01;2W-044-P02;2W-044-P06;2W-044-P08,2W-044-P01;2W-187-P09;2W-044-P06;2W-101-P05;2W-002-P05;2W-155-P04;2W-155-P07;2W-111-P07;2W-044-P02;2W-044-P08;2W-101-P06;2W-111-P08;2W-187-P07;2W-187-P02,14,0,,,,,1.0,1.0,1.0,1.0,0.2857,4,4,3,3+-hop,False
Where was the director of film Death Of A Friend born?,2-hop,graphrag,azure,none,0,1797,2577,65,2642,2W-045-P04;2W-045-P02,2W-045-P04;2W-086-P07;2W-182-P05;2W-133-P00;2W-056-P09;2W-176-P01;2W-195-P09;2W-147-P01;2W-045-P02;2W-056-P04;2W-086-P08;2W-133-P07;2W-147-P03;2W-182-P04;2W-195-P05,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,2,2-hop,False
Who is the spouse of the director of film Fire-Eater (Film)?,2-hop,graphrag,azure,none,0,2606,1881,137,2018,2W-046-P05;2W-046-P01,2W-046-P05;2W-046-P09;2W-156-P02;2W-022-P01;2W-050-P09;2W-187-P02;2W-176-P01;2W-089-P07;2W-046-P01;2W-050-P05;2W-089-P06;2W-089-P08;2W-187-P00;2W-187-P07;2W-050-P03,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,2,2-hop,False
"Which film has the director born later, No Dough Boys or The Punch And Judy Man?",3+-hop,graphrag,azure,none,0,2700,2151,136,2287,2W-047-P04;2W-047-P01;2W-047-P07;2W-047-P02,2W-047-P07;2W-047-P00;2W-047-P04;2W-047-P03;2W-181-P04;2W-056-P09;2W-089-P07;2W-047-P08;2W-047-P02;2W-056-P04;2W-089-P06;2W-089-P08;2W-181-P00;2W-181-P08;2W-047-P01,15,0,,,,,1.0,1.0,1.0,1.0,0.2667,4,4,3,3+-hop,False
Are Saks Fifth Avenue and Warburg Pincus located in the same country?,1-hop,graphrag,azure,none,0,1792,1044,91,1135,2W-048-P01;2W-048-P07,2W-048-P01;2W-048-P07;2W-048-P02;2W-048-P08;2W-048-P09;2W-048-P00;2W-048-P03;2W-048-P06,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
Are the directors of films Jaco (Film) and Half A Bride both from the same country?,3+-hop,graphrag,azure,none,0,2967,1837,194,2031,2W-049-P05;2W-049-P07;2W-049-P04;2W-049-P00,2W-049-P05;2W-049-P04;2W-177-P04;2W-033-P02;2W-046-P01;2W-128-P02;2W-037-P08;2W-099-P02;2W-046-P05;2W-049-P00;2W-049-P07;2W-177-P03;2W-177-P06;2W-177-P01,14,0,,,,,1.0,1.0,1.0,1.0,0.2857,4,4,3,3+-hop,False
"Which film has the director who died earlier, My Husband'S Other Wife or ¡Que Viene Mi Marido!?",3+-hop,graphrag,azure,none,0,2354,1293,167,1460,2W-050-P09;2W-050-P05;2W-050-P03;2W-050-P02,2W-050-P03;2W-050-P09;2W-050-P06;2W-050-P04;2W-050-P08;2W-037-P01;2W-022-P06;2W-014-P05;2W-022-P05;2W-037-P04;2W-050-P02;2W-050-P05;2W-037-P05,13,0,,,,,1.0,1.0,1.0,1.0,0.3077,4,4,3,3+-hop,False
Are Vivicca Whitsett and Pepa (Rapper) from the same country?,1-hop,graphrag,azure,none,0,1717,1241,85,1326,2W-051-P03;2W-051-P06,2W-051-P06;2W-051-P03;2W-051-P02;2W-031-P02;2W-190-P07;2W-072-P02;2W-109-P05;2W-106-P01;2W-072-P09,9,0,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,1,1-hop,False
"Which film came out first, Je L'Ai Été Trois Fois or Tamala 2010: A Punk Cat In Space?",1-hop,graphrag,azure,none,0,2069,1309,91,1400,2W-052-P09;2W-052-P05,2W-052-P05;2W-052-P09;2W-160-P05;2W-199-P04;2W-050-P07;2W-076-P07;2W-088-P02;2W-184-P07;2W-199-P03;2W-199-P06;2W-199-P07,11,0,,,,,1.0,1.0,1.0,1.0,0.1818,2,2,1,1-hop,False
"Which film came out first, The Happy Life or King Arthur Was A Gentleman?",1-hop,graphrag,azure,none,0,1396,798,48,846,2W-053-P02;2W-053-P03,2W-053-P02;2W-053-P06;2W-053-P09;2W-053-P03;2W-053-P07;2W-047-P03;2W-053-P01;2W-131-P05,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
"Which film has the director who was born earlier, Time For Loving or Un'Altra Vita?",3+-hop,graphrag,azure,none,0,2544,2212,172,2384,2W-054-P04;2W-054-P00;2W-054-P01;2W-054-P06,2W-054-P04;2W-054-P00;2W-054-P02;2W-022-P02;2W-116-P09;2W-156-P05;2W-094-P00;2W-116-P01;2W-054-P01;2W-054-P06;2W-094-P03;2W-116-P00;2W-116-P03;2W-156-P04;2W-094-P04,15,0,,,,,1.0,1.0,1.0,1.0,0.2667,4,4,3,3+-hop,False
"Which film has the director born later, Monsieur Taxi or A Yiddish World Remembered?",3+-hop,graphrag,azure,none,0,2148,985,126,1111,2W-055-P07;2W-055-P02;2W-055-P05;2W-055-P03,2W-055-P07;2W-055-P05;2W-190-P02;2W-179-P00;2W-055-P00;2W-091-P08;2W-094-P07;2W-163-P04;2W-055-P03;2W-179-P01;2W-055-P02;2W-179-P03,12,0,,,,,1.0,1.0,1.0,1.0,0.3333,4,4,3,3+-hop,False
"Which film has the director who died first, The Squaw Man'S Son or Till We Meet Again (1936 Film)?",3+-hop,graphrag,azure,none,0,2526,1401,163,1564,2W-056-P01;2W-056-P04;2W-056-P03;2W-056-P09,2W-056-P01;2W-056-P08;2W-056-P05;2W-056-P04;2W-056-P07;2W-056-P00;2W-056-P06;2W-094-P02;2W-056-P03;2W-056-P09,10,0,,,,,1.0,1.0,1.0,1.0,0.4,4,4,3,3+-hop,False
What is the place of birth of Marie Tomášová's husband?,2-hop,graphrag,azure,none,0,1365,1785,59,1844,2W-057-P00;2W-057-P08,2W-057-P00;2W-057-P08;2W-170-P05;2W-046-P07;2W-065-P07;2W-178-P07;2W-146-P06;2W-178-P06;2W-146-P00,9,0,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,2,2-hop,False
Where did Eduardo Notari's mother die?,2-hop,graphrag,azure,none,0,1741,1992,37,2029,2W-058-P00,2W-058-P03;2W-058-P07;2W-058-P00;2W-130-P02;2W-068-P07;2W-102-P04;2W-151-P01;2W-054-P06;2W-054-P04;2W-068-P04;2W-068-P09;2W-130-P09;2W-054-P01;2W-068-P01,14,0,,,,,1.0,0.5,0.6667,1.0,0.1429,1,2,2,2-hop,False
"Who is younger, Empress Xiaoshurui or Goran Veselinovski?",1-hop,graphrag,azure,none,0,2128,1562,92,1654,2W-059-P00;2W-059-P03,2W-059-P00;2W-059-P03;2W-191-P01;2W-038-P00;2W-059-P08;2W-084-P09;2W-084-P00;2W-007-P02;2W-007-P05;2W-191-P09,10,0,,,,,1.0,1.0,1.0,1.0,0.2,2,2,1,1-hop,False
"Which film has the director who died earlier, A Medal For Benny or King Of Chinatown?",3+-hop,graphrag,azure,none,0,2839,1912,151,2063,2W-060-P07;2W-060-P00;2W-060-P06;2W-060-P04,2W-060-P06;2W-060-P07;2W-024-P08;2W-199-P06;2W-184-P08;2W-162-P04;2W-089-P07;2W-067-P01;2W-060-P04;2W-089-P06;2W-089-P08;2W-184-P04;2W-199-P04;2W-199-P07;2W-060-P00,15,0,,,,,1.0,1.0,1.0,1.0,0.2667,4,4,3,3+-hop,False
"Which film came out earlier, Painted Post (Film) or Katka'S Reinette Apples?",1-hop,graphrag,azure,none,0,1920,2049,92,2141,2W-061-P03;2W-197-P06;2W-061-P06,2W-061-P03;2W-197-P06;2W-061-P06;2W-061-P09;2W-061-P07;2W-024-P07;2W-061-P01;2W-124-P01;2W-124-P04;2W-197-P03;2W-124-P08,11,0,,,,,0.6667,1.0,0.8,1.0,0.1818,3,2,1,1-hop,False
"Who was born earlier, Ela Gandhi or Sebastián Borensztein?",1-hop,graphrag,azure,none,0,1398,2368,52,2420,2W-062-P03;2W-062-P08,2W-062-P08;2W-062-P03;2W-062-P04;2W-062-P00;2W-113-P05;2W-146-P06;2W-010-P00;2W-068-P07;2W-010-P05;2W-068-P04;2W-068-P09;2W-146-P00;2W-068-P01,13,0,,,,,1.0,1.0,1.0,1.0,0.1538,2,2,1,1-hop,False
Was Dudley Russell or Juan René Serrano born first?,1-hop,graphrag,azure,none,0,1680,900,51,951,2W-063-P08;2W-063-P00,2W-063-P00;2W-063-P03;2W-063-P08;2W-063-P05;2W-063-P04;2W-063-P07;2W-063-P09;2W-063-P06,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
Are Bilthoven and Herveld both located in the same country?,1-hop,graphrag,azure,none,0,1828,1643,65,1708,2W-064-P03;2W-064-P00,2W-064-P03;2W-064-P00;2W-064-P09;2W-041-P07;2W-136-P08;2W-096-P01;2W-001-P04;2W-021-P07;2W-136-P09,9,0,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,1,1-hop,False
