query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,citation_precision,citation_recall,citation_f1,retrieval_recall,context_precision,n_cited,n_gold,hop_count,stratum,is_cross_module
"For the Nimbus-C3 external cargo pod interface, what FCC lane architecture is the PMC’s MIL-STD-1760 umbilical implementation referencing?",1-hop,graphrag-ppr,azure,none,0,3087,1307,230,1537,NBC3-FCC-003;PLD-026;PLD-030;HMI-155,PLD-026;PLD-030;ENG-033;NBC3-FCC-003;PLD-031;PLD-001;PLD-023;NBC3-CDL-001;HMI-155;EOIR-002;EOIR-025;SAR-021;HMI-210;PLD-013;SAR-002,15,0,,,,,0.25,0.5,0.3333,0.5,0.0667,4,2,1,1-hop,True
"How is command traffic from the ground station routed to the flight control computer, and what validation must occur before use?",1-hop,graphrag-ppr,azure,none,0,6110,1617,589,2206,CDL-030;CDL-035;CDL-013;FCC-031;FCC-040;FCC-011;SEC-008,FCC-031;FCC-040;FCC-007;GCS-011;CDL-030;FMS-022;SEC-008;SEC-003_1;FCC-011;CDL-013;SEC-019;SEC-010;CDL-035;PLD-029;FCC-005,15,0,,,,,0.2857,1.0,0.4444,1.0,0.1333,7,2,1,1-hop,True
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,1-hop,graphrag-ppr,azure,none,0,4388,1265,298,1563,EOIR-025;PLD-031;ALX2-PLD-001,EOIR-025;PLD-031;EOIR-017;SAR-021;CDL-010;PLD-013;ALX2-PLD-001;EOIR-015;SKT1-CDL-001;HMI-006;SAR-001;PLD-011;SAR-002;EOIR-002;SAR-010,15,0,,,,,0.6667,1.0,0.8,1.0,0.1333,3,2,1,1-hop,True
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",1-hop,graphrag-ppr,azure,none,0,4147,1563,432,1995,INS-005;INS-040;INS-006;INS-013;HMI-070,INS-005;INS-040;INS-036;INS-013;FMS-005;INS-033;FCC-005;NAV-005;HMI-070;AUTO-002;FCC-007;INS-006;FCC-032;NAV-007;FCC-013,15,0,,,,,0.4,1.0,0.5714,1.0,0.1333,5,2,1,1-hop,False
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",1-hop,graphrag-ppr,azure,none,0,3730,1221,308,1529,NAV-028;SEC-028;INS-028;INS-029;NAV-011;SEC-025,NAV-028;INS-028;INS-029;SEC-025;INS-052;NAV-008;NAV-015;NAV-011;SEC-028;GPS-022;INS-019;FCC-017;GPS-023;EMS-021;FCC-016,15,0,,,,,0.3333,1.0,0.5,1.0,0.1333,6,2,1,1-hop,True
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,1-hop,graphrag-ppr,azure,none,0,5678,1248,415,1663,FCC-038;FCC-028;FCC-026,FCC-028;FCC-023;FCC-026;FCC-030;FCC-038;AUTO-015;AUTO-011;AUTO-027;AUTO-023;EMS-007;FCC-014;HMI-055;EMS-006;BIT-024;FCC-015,15,0,,,,,0.6667,1.0,0.8,1.0,0.1333,3,2,1,1-hop,False
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",1-hop,graphrag-ppr,azure,none,0,2570,1224,216,1440,SEC-010;AUTO-006,AUTO-006;GCS-008;ICE-019;EMS-024;FCC-011;SEC-015;HMI-050;EPS-018;SEC-010;CDL-030;AUTO-010;FCC-044;PWR-027;FCC-032;DLNK-009,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,True
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,1-hop,graphrag-ppr,azure,none,0,2412,1486,144,1630,SEC-008;FCC-031;FCC-040;CDL-013,FCC-031;FCC-040;SEC-008;SEC-014;FCC-007;SEC-003_1;EMS-025;GCS-011;CDL-030;FCC-011;FMS-022;CDL-013;SEC-019;CDL-035;PLD-029,15,0,,,,,0.5,1.0,0.6667,1.0,0.1333,4,2,1,1-hop,True
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,1-hop,graphrag-ppr,azure,none,0,2731,1139,118,1257,HMI-025;SKT1-FCC-003,HMI-025;HMI-009;HMI-050;HMI-004;HMI-015;SKT1-FCC-003;HMI-090;HMI-055;ADS-014;AUTO-023;AUTO-010;HMI-220;FCC-029;ADS-026;AUTO-027,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,True
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,1-hop,graphrag-ppr,azure,none,0,2057,1407,111,1518,APM-037;APM-009,APM-037;APM-009;CDL-025;DLNK-016;PWR-035;PWR-018;FCC-055;COMM-016;FCC-036;AUTO-022;PWR-032;EMS-029;GPS-026;INS-035;NAV-026,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,False
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,1-hop,graphrag-ppr,azure,none,0,2530,1673,188,1861,NAV-029;GCS-012,GCS-012;FMS-034;NAV-010;NAV-029;HMI-005;NAV-030;GPS-013;INS-038;NAV-021;FDR-016;GPS-020;INS-043;CDL-031;NAV-020;GPS-030,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,True
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",1-hop,graphrag-ppr,azure,none,0,3704,1748,377,2125,CDL-033;GCS-034;CDL-013;CDL-030;CDL-035;FCC-031;FCC-040,GCS-034;CDL-033;CDL-030;FCC-040;FCC-031;ICE-019;GCS-033;GCS-022;HMI-001;FCC-007;SEC-008;CDL-034;PLD-021;CDL-035;FCC-005,15,0,,,,,0.2857,1.0,0.4444,1.0,0.1333,7,2,1,1-hop,True
How is the SAR status telemetry publication to the mission computer aligned with the payload telemetry aggregation and downlink path?,1-hop,graphrag-ppr,azure,none,0,4502,1183,368,1551,SAR-019;PLD-011;SAR-021;PLD-031;SAR-010;GCS-018,PLD-011;SAR-019;SAR-010;SAR-021;GCS-018;SAR-013;SAR-009;SAR-018;FDR-002;PLD-031;TCS-022;INS-020;HMI-006;EOIR-025;PLD-022,15,0,,,,,0.3333,1.0,0.5,1.0,0.1333,6,2,1,1-hop,True
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,1-hop,graphrag-ppr,azure,none,0,2857,1431,271,1702,PLD-033;PLD-009;CDL-033,PLD-009;PLD-033;PLD-021;PLD-003;PLD-016;PLD-017;PLD-031;PLD-034;SAR-015;CDL-033;BIT-030;CDL-030;GCS-034;EOIR-025;SAR-021,15,0,,,,,0.6667,1.0,0.8,1.0,0.1333,3,2,1,1-hop,False
Which SAR status message fields and update rate provide the health input the built-in test function aggregates into the overall payload health report?,1-hop,graphrag-ppr,azure,none,0,3587,1546,188,1734,BIT-026;SAR-019,BIT-026;SAR-019;COMM-020;FCC-051;APM-026;CDL-029;INS-020;BIT-027;BIT-028;GCS-005;FDR-016;CDL-031;PLD-011;EOIR-024;BIT-030,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,True
Which sensor safety interlocks must the SAR mode logic enforce before allowing transition from standby into any transmitting mode?,1-hop,graphrag-ppr,azure,none,0,3993,1232,265,1497,SAR-005;PLD-006;PLD-018;PLD-034;SAR-015,SAR-015;SAR-005;SAR-025;PLD-006;SAR-016;PLD-007;PLD-018;SAR-004;PLD-034;EOIR-006;STR-042;PLD-036;SAR-002;HMI-160;EOIR-030,15,0,,,,,0.4,1.0,0.5714,1.0,0.1333,5,2,1,1-hop,True
"Which test requirement verifies, by RF-simulator satellite-fault injection, the FDE requirement to detect and exclude an unhealthy satellite within six seconds?",1-hop,graphrag-ppr,azure,none,0,2317,1526,112,1638,GPS-034;GPS-014;GPS-032,GPS-034;GPS-014;FMS-044;FDR-070;ENG-042;FCC-055;ENG-043;FCC-052;ENG-036;ENG-039;GPS-017;FMS-029;FCC-036;PWR-018;AUTO-040,15,0,,,,,0.6667,1.0,0.8,1.0,0.1333,3,2,1,1-hop,False
"Which operator command categories must the fuel subsystem accept via the command/data link interface, and how are those commands routed?",1-hop,graphrag-ppr,azure,none,0,4732,1959,369,2328,FUEL-025;CDL-030;SEC-010;GCS-034;CDL-033;CDL-035,FUEL-025;CDL-035;GCS-034;CDL-030;FUEL-026;CDL-031;ICE-019;FUEL-024;CDL-033;ENG-014;FCC-040;SEC-008;SEC-010;FUEL-010;CDL-034,15,0,,,,,0.3333,1.0,0.5,1.0,0.1333,6,2,1,1-hop,True
Which flight-control cross-channel data link timing and integrity behavior must BIT monitor to satisfy CBIT consistency-check verification?,1-hop,graphrag-ppr,azure,none,0,4276,1339,356,1695,FCC-046;BIT-023;FCC-019;BIT-012;BIT-007,BIT-023;BIT-016;BIT-007;BIT-012;BIT-040;BIT-036;BIT-010;FCC-047;FCC-019;INS-015;FCC-046;FDR-016;BIT-008;FDR-005;FCC-018,15,0,,,,,0.4,1.0,0.5714,1.0,0.1333,5,2,1,1-hop,True
"Which integration-rig HIL test verifies the backup GCS cold-standby switchover requirement, including two-minute recovery and retained control authority?",1-hop,graphrag-ppr,azure,none,0,1916,1477,121,1598,GCS-040;GCS-025,GCS-040;GCS-025;GCS-038;NAV-035;PWR-034;PWR-035;TCS-020;EMS-034;GCS-021;PWR-006;PWR-018;FMS-021;EMS-006;NAV-007;FDR-016,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,False
"Which flight-control initialization constraint governs the termination-mode full nose-down, throttle-cut command before subsequent recovery commands are rejected?",1-hop,graphrag-ppr,azure,none,0,3433,1152,253,1405,EMS-026;STR7-FCC-006;EMS-025;EMS-030;FCC-011,EMS-026;STR7-FCC-006;EMS-025;FCC-007;ENG-005;AUTO-021;ENG-018;ENG-036;ENG-043;ENG-044;EMS-030;FCC-011;FCC-005;AUTO-001;GCS-022,15,0,,,,,0.2,0.5,0.2857,0.5,0.0667,5,2,1,1-hop,True
"For the Skyrunner-T1 test configuration, how is the FCC’s duplex single-LRU architecture derived from the platform-dependent independent-lane requirement?",1-hop,graphrag-ppr,azure,none,0,6397,1341,408,1749,FCC-003;SKT1-FCC-001;PWR-012;PWR-020,SKT1-FCC-001;SKT1-CDL-001;ALX2-FCC-001;STR7-FCC-001;PWR-020;SKT1-FCC-002;INS-003;SKT1-LDG-001;FCC-003;PWR-012;CDL-010;LDG-004;PWR-025;STR7-INS-001;STR-021,15,0,,,,,0.5,1.0,0.6667,1.0,0.1333,4,2,1,1-hop,False
"In linked mode, what ground-station command latency supports the command-data link’s 20 Hz command reception and downstream routing?",1-hop,graphrag-ppr,azure,none,0,3155,1193,199,1392,GCS-006;CDL-030;CDL-011,CDL-011;GCS-006;CDL-009;CDL-038;CDL-027;CDL-030;DLNK-015;DLNK-004;COMM-006;COMM-027;GCS-029;GCS-037;PLD-010;FMS-022;FCC-031,15,0,,,,,0.6667,1.0,0.8,1.0,0.1333,3,2,1,1-hop,True
What maintenance Ethernet port constraints and authentication conditions govern the FMS flight-plan upload/download interface?,1-hop,graphrag-ppr,azure,none,0,5859,1191,342,1533,FMS-035;FCC-044;LDG-020;SEC-015;GCS-008;SEC-022;SEC-020,FMS-035;FDR-055;SEC-015;FCC-044;SEC-022;FMS-022;GCS-011;HMI-037;BIT-031;CDL-030;HMI-210;PWR-027;LDG-020;BIT-020;CDL-040,15,0,,,,,0.2857,1.0,0.4444,1.0,0.1333,7,2,1,1-hop,True
"Which interface power requirement defines the 50 ms ride-through capability, and which general requirement establishes the DO-160G Category Z interruption profile?",1-hop,graphrag-ppr,azure,none,0,3023,1197,165,1362,COMM-025;FCC-036;PWR-018,FCC-055;INS-035;COMM-016;ICE-018;CDL-025;TCS-020;DLNK-016;COMM-025;PWR-018;FCC-036;PWR-013;EMS-029;GPS-026;NAV-026;PLD-028,15,0,,,,,0.0,0.0,0.0,0.5,0.0667,3,2,1,1-hop,False
Which published fuel-status data does the flight control computer rely on to constrain commanded thrust to available fuel?,1-hop,graphrag-ppr,azure,none,0,3377,1320,273,1593,ENG-014;FUEL-010;FUEL-026,ENG-014;FUEL-015;ENG-010;ENG-015;ENG-011;FUEL-007;ENG-025;FUEL-016;FMS-017;FCC-002;FUEL-010;ENG-020;FDR-016;ENG-041;FUEL-026,15,0,,,,,0.6667,1.0,0.8,1.0,0.1333,3,2,1,1-hop,True
What GNSS timing output and validity conditions support the data link terminal’s 1 µs network time alignment requirement?,1-hop,graphrag-ppr,azure,none,0,7237,1272,524,1796,DLNK-007;GPS-010;GPS-028;INS-037;FCC-034,DLNK-007;GPS-010;DLNK-022;INS-037;FCC-034;GPS-029;CDL-011;DLNK-004;NAV-027;SEC-015;GPS-028;COMM-006;PLD-019;GCS-020;CDL-038,15,0,,,,,0.4,1.0,0.5714,1.0,0.1333,5,2,1,1-hop,True
"Which INS-published state elements support the flight data recorder’s mandatory attitude, position, and velocity parameter capture?",1-hop,graphrag-ppr,azure,none,0,4771,1513,448,1961,INS-020;FDR-016;INS-042;INS-012;NAV-029,INS-020;INS-019;FCC-016;INS-039;FDR-020;INS-042;FDR-018;INS-012;NAV-011;INS-015;NAV-010;FCC-017;BIT-010;FDR-016;SAR-009,15,0,,,,,0.4,1.0,0.5714,1.0,0.1333,5,2,1,1-hop,True
Which load-shed table entry defines the priority-2 load failure condition that forces the EMS into CAUTION within 500 ms?,1-hop,graphrag-ppr,azure,none,0,1763,1654,113,1767,PWR-032;EMS-005,EMS-005;PWR-032;EMS-020;EMS-033;EMS-012;EMS-010;EMS-004;FCC-009;GCS-016;FCC-006;EMS-006;STR-008;CDL-031;FCC-010;BIT-005,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,True
"Which radar altimeter mode requirement supports terrain-avoidance advisory coupling, and which autopilot requirement governs autonomous DAA resolution engagement?",1-hop,graphrag-ppr,azure,none,0,3196,1296,237,1533,RADAR-017;AUTO-020;RADAR-025;AUTO-035,RADAR-017;AUTO-020;AUTO-006;RADAR-025;RADAR-005;RADAR-009;STR-015;RADAR-007;GCS-017;NAV-002;HMI-005;EOIR-015;CDL-024;LDG-005;NAV-014,15,0,,,,,0.5,1.0,0.6667,1.0,0.1333,4,2,1,1-hop,True
Which ADS test requirement verifies support for the flight management system’s ±10 s RTA accuracy requirement under higher cruise wind profiles?,1-hop,graphrag-ppr,azure,none,0,1880,1217,110,1327,NBC3-ADS-001;FMS-020,NBC3-ADS-001;STR7-ADS-001;NBC3-AUTO-001;ADS-010;ADS-025;SKT1-ADS-001;ADS-008;ADS-006;FMS-020;ADS-012;FCC-022;NBC3-FCC-004;NBC3-NAV-001;ADS-024,14,0,,,,,1.0,1.0,1.0,1.0,0.1429,2,2,1,1-hop,True
"What EPS status publication rate is required for the flight data recorder, and which endpoint requirement defines that interface?",1-hop,graphrag-ppr,azure,none,0,2812,1272,189,1461,FDR-028;EPS-016;EPS-020,FDR-001;EPS-020;EPS-016;FDR-055;FDR-028;FDR-005;EMS-030;FDR-022;PWR-015;NBC3-GPS-002;FCC-047;BIT-002;SEC-015;GCS-015;BIT-008,15,0,,,,,0.6667,1.0,0.8,1.0,0.1333,3,2,1,1-hop,True
What navigation time-synchronization service must the flight data recorder use to timestamp mandatory parameters in UTC at native sampling rates?,1-hop,graphrag-ppr,azure,none,0,2829,1219,161,1380,NAV-027;FDR-004,FDR-004;GCS-020;PLD-019;NAV-027;FDR-022;GPS-010;INS-037;INS-039;FCC-034;FDR-020;NBC3-GPS-002;GPS-028;DLNK-007;FCC-029;FDR-070,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,True
Which flight control computer BIT status interface requirement satisfies the BIT aggregation requirement for 1 Hz health reporting to the GCS and FDR?,1-hop,graphrag-ppr,azure,none,0,2930,1386,170,1556,FCC-047;BIT-008;FDR-005,BIT-008;BIT-027;FCC-047;BIT-036;BIT-010;FDR-005;BIT-028;BIT-013;APM-026;GCS-005;INS-015;FDR-016;FDR-018;INS-020;FUEL-010,15,0,,,,,0.6667,1.0,0.8,1.0,0.1333,3,2,1,1-hop,True
Which flight management 4D trajectory and RTA capability underpins the flight control computer’s continuous conformance monitoring and deviation alerting for civil operations?,1-hop,graphrag-ppr,azure,none,0,3009,1323,200,1523,FMS-020;NBC3-FCC-004;NBC3-NAV-001,FMS-020;NBC3-FCC-004;NBC3-NAV-001;NBC3-AUTO-001;RADAR-017;AUTO-004;FCC-024;AUTO-020;NBC3-ADS-001;RADAR-025;FCC-054;GCS-017;NAV-012;HMI-005;EOIR-015,15,0,,,,,0.6667,1.0,0.8,1.0,0.1333,3,2,1,1-hop,True
Which command-authentication fault-injection verification demonstrates compliance with the cited security assurance activities reference set?,1-hop,graphrag-ppr,azure,none,0,3580,1162,299,1461,SEC-019;CDL-039;CDL-013;PLD-035;PLD-029;SEC-008,SEC-019;PLD-035;CDL-039;SEC-016;EMS-035;SEC-002;SEC-021;GCS-039;SEC-008;EMS-023;GCS-009;SEC-004;CDL-013;PLD-029;SEC-005,15,0,,,,,0.1667,0.5,0.25,0.5,0.0667,6,2,1,1-hop,False
"Which transceiver fault condition forces EMS into CAUTION, and what communication subsystem response and operator notification are required?",1-hop,graphrag-ppr,azure,none,0,3652,1435,254,1689,EMS-005;COMM-021;HMI-105,EMS-005;COMM-021;FCC-009;EMS-006;EMS-004;EMS-010;COMM-015;EMS-012;GCS-016;FCC-006;PWR-032;CDL-031;INS-013;BIT-005;FCC-010,15,0,,,,,0.6667,1.0,0.8,1.0,0.1333,3,2,1,1-hop,True
"When emergency inner-loop conditions assert, how must the autopilot mode logic support the EMS emergency transition and FCC coordination?",1-hop,graphrag-ppr,azure,none,0,4873,1329,405,1734,FCC-009;EMS-006;FCC-010;AUTO-009,AUTO-009;EMS-006;FCC-009;FCC-010;EMS-004;EMS-002;EMS-030;FCC-030;EMS-007;FCC-006;EMS-001;BIT-005;FCC-023;EPS-001;EMS-020,15,0,,,,,0.5,1.0,0.6667,1.0,0.1333,4,2,1,1-hop,True
"How is an EKF divergence detected, reset, and cross-referenced to flight data recording of the divergence snapshot and reset state?",1-hop,graphrag-ppr,azure,none,0,3423,860,239,1099,NAV-024;FDR-024;NAV-036,FDR-024;NAV-024;NAV-036;INS-039;INS-019;NAV-011;NAV-016;FDR-018;FDR-020;INS-015;BIT-010,11,0,,,,,0.6667,1.0,0.8,1.0,0.1818,3,2,1,1-hop,True
Which HIL lost-link test demonstrates verification that the autopilot enters RTB within one second and tracks to the rally point?,1-hop,graphrag-ppr,azure,none,0,2370,1187,134,1321,AUTO-039;AUTO-022;CDL-006,AUTO-039;AUTO-022;EMS-011;AUTO-038;CDL-006;AUTO-037;EMS-015;NAV-035;AUTO-012;AUTO-020;NAV-007;APM-009;EPS-011;FDR-050;INS-013,15,0,,,,,0.6667,1.0,0.8,1.0,0.1333,3,2,1,1-hop,False
Which INS state publication requirement satisfies the FCC need for 200 Hz inertial data delivery with no more than 5 ms end-to-end latency?,1-hop,graphrag-ppr,azure,none,0,1979,1285,124,1409,INS-020;FCC-016,INS-020;FCC-016;FCC-043;FDR-020;INS-012;NAV-010;INS-053;BIT-010;INS-015;INS-039;INS-022;FCC-017;GPS-015;FDR-018;GPS-002,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,True
"Which HMI requirement implements the FMS uplinked flight-plan change confirmation, including full-diff display before activation?",1-hop,graphrag-ppr,azure,none,0,1714,1186,118,1304,HMI-037;FMS-022,HMI-037;HMI-009;HMI-030;FMS-022;HMI-040;HMI-032;HMI-005;HMI-004;FMS-003;FMS-009;HMI-220;FMS-030;AUTO-020;RADAR-013;FCC-032,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,True
What verification demonstrates authenticated-command or tamper-triggered cryptographic zeroise completes within 200 ms on all key-bearing LRUs?,1-hop,graphrag-ppr,azure,none,0,3664,1324,241,1565,SEC-023;SEC-032;CDL-040;CDL-021;DLNK-024;DLNK-014,SEC-023;SEC-032;DLNK-024;CDL-021;DLNK-014;CDL-040;SEC-019;COMM-030;FMS-022;SEC-010;COMM-019;CDL-030;SEC-008;CDL-013;SEC-003,15,0,,,,,0.3333,1.0,0.5,1.0,0.1333,6,2,1,1-hop,False
What HMI controls and indications must support authorising entry into EOIR designate mode for laser operation?,1-hop,graphrag-ppr,azure,none,0,4249,1380,329,1709,HMI-160;EOIR-006;PLD-018;EOIR-030;PLD-036;EOIR-027,HMI-160;EOIR-006;EOIR-030;EOIR-004;PLD-006;EOIR-018;HMI-120;EOIR-027;PLD-018;SAR-005;HMI-210;RADAR-017;PLD-036;EMS-009;ENG-008,15,0,,,,,0.3333,1.0,0.5,1.0,0.1333,6,2,1,1-hop,True
Which HMI requirement defines the suspend/resume controls and state indication needed to support the FMS suspended-mode resume behavior?,1-hop,graphrag-ppr,azure,none,0,1883,1408,116,1524,HMI-032;FMS-009,HMI-032;FMS-009;FMS-005;HMI-009;HMI-040;HMI-120;PLD-006;HMI-060;AUTO-002;SAR-005;FMS-030;AUTO-031;PLD-018;FCC-032;FDR-016,15,0,,,,,1.0,1.0,1.0,1.0,0.1333,2,2,1,1-hop,True
Which power hold-up requirement ensures the EMS maintains state through a 50 ms essential-bus interruption?,1-hop,graphrag-ppr,azure,none,0,3366,1009,216,1225,PWR-018;EMS-029,FCC-036;EMS-029;PWR-013;PWR-018;PLD-028;PWR-035;CDL-025;TCS-020;FCC-055;GPS-026;INS-035;NAV-026,12,0,,,,,1.0,1.0,1.0,1.0,0.1667,2,2,1,1-hop,True
Which power requirement provides the continuously available hold-up energy the CDL relies on to ride through a 50 ms Category Z interruption?,1-hop,graphrag-ppr,azure,none,0,1983,1066,101,1167,PWR-018;CDL-025,CDL-025;PWR-018;FCC-036;PWR-013;TCS-020;PLD-028;ICE-018;INS-035;FCC-055;EMS-029;GPS-026;NAV-026;PWR-035,13,0,,,,,1.0,1.0,1.0,1.0,0.1538,2,2,1,1-hop,True
